Orthogroup	sacCer_protein	BG2_protein
OG0003558	NP_009409.1	QNG16135.1
OG0003559	NP_009408.3	QNG16136.1
OG0003560	NP_009573.1	QNG16137.1
OG0003561	NP_010272.1	QNG16138.1
OG0003562	NP_009571.1	QNG16139.1
OG0003563	NP_010276.3	QNG16141.1
OG0003564	NP_009600.2	QNG16142.1
OG0003565	NP_009597.2	QNG16144.1
OG0003566	NP_009596.1	QNG16145.1
OG0003567	NP_009595.1	QNG16146.1
OG0003568	NP_009591.1	QNG16147.1
OG0003569	NP_009590.1	QNG16148.1
OG0003570	NP_009585.1	QNG16149.1
OG0003571	NP_009592.1	QNG16150.1
OG0003572	NP_009594.1	QNG16152.1
OG0003573	NP_010277.1	QNG16155.1
OG0003574	NP_011020.3	QNG16156.1
OG0003575	NP_011019.1	QNG16157.1
OG0003576	NP_011018.1	QNG16158.1
OG0003577	NP_011017.3	QNG16159.1
OG0003578	NP_011015.3	QNG16160.1
OG0003579	NP_011014.1	QNG16161.1
OG0003580	NP_011012.3	QNG16163.1
OG0003581	NP_011010.1	QNG16166.1
OG0003582	NP_011009.1	QNG16167.1
OG0003583	NP_010107.1	QNG16168.1
OG0003584	NP_010108.1	QNG16169.1
OG0003585	NP_010110.1	QNG16170.1
OG0003586	NP_010113.1	QNG16171.1
OG0003587	NP_010866.1	QNG16172.1
OG0003588	NP_010870.1	QNG16174.1
OG0003589	NP_010871.3	QNG16175.1
OG0003590	NP_010872.1	QNG16176.1
OG0003591	NP_010876.2	QNG16178.1
OG0003592	NP_010877.3	QNG16179.1
OG0003593	NP_010878.1	QNG16180.1
OG0003594	NP_010882.1	QNG16182.1
OG0003595	NP_010883.3	QNG16183.1
OG0003596	NP_013667.1	QNG16184.1
OG0003597	NP_013664.1	QNG16186.1
OG0003598	NP_013663.1	QNG16187.1
OG0003599	NP_013662.1	QNG16188.1
OG0003600	NP_013660.1	QNG16189.1
OG0003601	NP_012338.1	QNG16191.1
OG0003602	NP_012862.1	QNG16192.1
OG0003603	NP_012877.1	QNG16193.1
OG0003604	NP_012878.1	QNG16194.1
OG0003605	NP_012879.1	QNG16195.1
OG0003606	NP_012882.3	QNG16197.1
OG0003607	NP_012883.1	QNG16200.1
OG0003608	NP_012884.3	QNG16201.1
OG0003609	NP_012889.3	QNG16204.1
OG0003610	NP_012890.1	QNG16205.1
OG0003611	NP_012891.4	QNG16206.1
OG0003612	NP_012892.1	QNG16207.1
OG0003613	NP_012893.3	QNG16208.1
OG0003614	NP_012896.1	QNG16209.1
OG0003615	NP_012897.3	QNG16210.1
OG0003616	NP_009850.1	QNG16211.1
OG0003617	NP_009849.1	QNG16212.1
OG0003618	NP_009848.4	QNG16213.1
OG0003619	NP_009847.4	QNG16214.1
OG0003620	NP_012934.1	QNG16215.1
OG0003621	NP_012933.4	QNG16216.1
OG0003622	NP_012932.1	QNG16217.1
OG0003623	NP_012931.4	QNG16218.1
OG0003624	NP_012929.4	QNG16219.1
OG0003625	NP_012927.3	QNG16220.1
OG0003626	NP_012926.1	QNG16221.1
OG0003627	NP_012925.3	QNG16222.1
OG0003628	NP_010915.1	QNG16223.1
OG0003629	NP_010914.3	QNG16224.1
OG0003630	NP_010913.2	QNG16225.1
OG0003631	NP_010911.3	QNG16226.1
OG0003632	NP_010909.1	QNG16228.1
OG0003633	NP_010907.3	QNG16229.1
OG0003634	NP_012863.1	QNG16230.1
OG0003635	NP_012105.1	QNG16232.1
OG0003636	NP_013026.2	QNG16233.1
OG0003637	NP_013025.3	QNG16234.1
OG0003638	NP_012072.3	QNG16235.1
OG0003639	NP_012071.1	QNG16236.1
OG0003640	NP_012070.3	QNG16237.1
OG0003641	NP_015473.1	QNG16240.1
OG0003642	NP_015474.1	QNG16241.1
OG0003643	NP_015477.1	QNG16244.1
OG0003644	NP_015478.1	QNG16245.1
OG0003645	NP_015479.2	QNG16246.1
OG0003646	NP_012129.1	QNG16247.1
OG0003647	NP_014320.1	QNG16248.1
OG0003648	NP_012127.1	QNG16249.1
OG0003649	NP_012126.1	QNG16250.1
OG0003650	NP_012124.1	QNG16251.1
OG0003651	NP_012123.1	QNG16252.1
OG0003652	NP_009965.2	QNG16253.1
OG0003653	NP_009964.2	QNG16254.1
OG0003654	NP_009963.1	QNG16255.1
OG0003655	NP_009962.2	QNG16256.1
OG0003656	NP_009961.2	QNG16257.1
OG0003657	NP_012346.1	QNG16260.1
OG0003658	NP_009958.2	QNG16263.1
OG0003659	NP_009957.1	QNG16264.1
OG0003660	NP_009953.1	QNG16265.1
OG0003661	NP_009948.1	QNG16269.1
OG0003662	NP_009947.1	QNG16270.1
OG0003663	NP_009946.1	QNG16271.1
OG0003664	NP_009943.2	QNG16272.1
OG0003665	NP_009942.2	QNG16273.1
OG0003666	NP_009934.1	QNG16274.1
OG0003667	NP_009935.1	QNG16275.1
OG0003668	NP_009937.2	QNG16277.1
OG0003669	NP_009938.2	QNG16278.1
OG0003670	NP_009940.2	QNG16279.1
OG0003671	NP_015057.1	QNG16280.1
OG0003672	NP_013710.1	QNG16281.1
OG0003673	NP_013712.1	QNG16282.1
OG0003674	NP_009623.1	QNG16286.1
OG0003675	NP_009621.3	QNG16288.1
OG0003676	NP_010177.1	QNG16289.1
OG0003677	NP_010178.1	QNG16290.1
OG0003678	NP_010179.1	QNG16291.1
OG0003679	NP_010180.1	QNG16292.1
OG0003680	NP_010181.2	QNG16293.1
OG0003681	NP_010182.1	QNG16294.1
OG0003682	NP_010183.1	QNG16295.1
OG0003683	NP_010184.1	QNG16296.1
OG0003684	NP_010185.1	QNG16297.1
OG0003685	NP_010186.1	QNG16298.1
OG0003686	NP_010191.1	QNG16302.1
OG0003687	NP_010192.1	QNG16303.1
OG0003688	NP_010193.1	QNG16304.1
OG0003689	NP_010194.1	QNG16305.1
OG0003690	NP_010195.1	QNG16306.1
OG0003691	NP_010196.1	QNG16307.1
OG0003692	NP_015292.1	QNG16308.1
OG0003693	NP_015291.1	QNG16309.1
OG0003694	NP_010197.1	QNG16310.1
OG0003695	NP_013866.1	QNG16311.1
OG0003696	NP_075208.1	QNG16312.1
OG0003697	NP_010199.1	QNG16313.1
OG0003698	NP_013859.1	QNG16317.1
OG0003699	NP_010205.1	QNG16318.1
OG0003700	NP_009701.3	QNG16320.1
OG0003701	NP_009704.1	QNG16321.1
OG0003702	NP_011750.1	QNG16324.1
OG0003703	NP_011749.3	QNG16326.1
OG0003704	NP_011748.3	QNG16327.1
OG0003705	NP_011741.5	QNG16328.1
OG0003706	NP_011743.2	QNG16329.1
OG0003707	NP_011745.1	QNG16330.1
OG0003708	NP_011746.3	QNG16331.1
OG0003709	NP_011747.2	QNG16332.1
OG0003710	NP_010416.1	QNG16333.1
OG0003711	NP_796378.3	QNG16337.1
OG0003712	NP_010390.3	QNG16338.1
OG0003713	NP_010388.1	QNG16339.1
OG0003714	NP_010386.1	QNG16340.1
OG0003715	NP_010385.3	QNG16341.1
OG0003716	NP_061491.1	QNG16343.1
OG0003717	NP_011324.1	QNG16345.1
OG0003718	NP_011325.1	QNG16346.1
OG0003719	NP_011328.1	QNG16347.1
OG0003720	NP_011329.1	QNG16348.1
OG0003721	NP_011330.1	QNG16349.1
OG0003722	NP_011331.3	QNG16350.1
OG0003723	NP_011332.2	QNG16352.1
OG0003724	NP_011334.1	QNG16353.1
OG0003725	NP_011335.1	QNG16354.1
OG0003726	NP_011337.1	QNG16356.1
OG0003727	NP_011339.1	QNG16357.1
OG0003728	NP_011340.1	QNG16358.1
OG0003729	NP_011341.3	QNG16359.1
OG0003730	NP_011342.1	QNG16360.1
OG0003731	NP_011343.1	QNG16361.1
OG0003732	NP_012403.1	QNG16365.1
OG0003733	NP_012404.1	QNG16366.1
OG0003734	NP_012407.2	QNG16369.1
OG0003735	NP_878103.1	QNG16370.1
OG0003736	NP_012408.1	QNG16371.1
OG0003737	NP_012409.1	QNG16372.1
OG0003738	NP_012410.1	QNG16373.1
OG0003739	NP_012411.1	QNG16374.1
OG0003740	NP_012412.1	QNG16375.1
OG0003741	NP_012413.1	QNG16376.1
OG0003742	NP_012414.1	QNG16377.1
OG0003743	NP_012418.1	QNG16378.1
OG0003744	NP_012420.1	QNG16380.1
OG0003745	NP_012912.1	QNG16381.1
OG0003746	NP_012913.3	QNG16382.1
OG0003747	NP_012914.1	QNG16383.1
OG0003748	NP_012835.1	QNG16384.1
OG0003749	NP_012836.1	QNG16385.1
OG0003750	NP_012837.1	QNG16386.1
OG0003751	NP_012838.1	QNG16387.1
OG0003752	NP_012841.1	QNG16389.1
OG0003753	NP_012843.1	QNG16391.1
OG0003754	NP_012844.1	QNG16392.1
OG0003755	NP_012846.1	QNG16393.1
OG0003756	NP_012848.1	QNG16394.1
OG0003757	NP_012849.1	QNG16395.1
OG0003758	NP_013767.1	QNG16397.1
OG0003759	NP_013764.1	QNG16398.1
OG0003760	NP_011635.2	QNG16400.1
OG0003761	NP_011634.1	QNG16401.1
OG0003762	NP_011632.3	QNG16404.1
OG0003763	NP_015454.1	QNG16405.1
OG0003764	NP_011631.1	QNG16406.1
OG0003765	NP_011628.4	QNG16407.1
OG0003766	NP_011627.1	QNG16408.1
OG0003767	NP_011626.1	QNG16409.1
OG0003768	NP_011625.3	QNG16410.1
OG0003769	NP_014819.3	QNG16411.1
OG0003770	NP_014818.1	QNG16412.1
OG0003771	NP_014817.3	QNG16413.1
OG0003772	NP_014811.3	QNG16417.1
OG0003773	NP_014809.3	QNG16419.1
OG0003774	NP_014808.1	QNG16420.1
OG0003775	NP_014807.3	QNG16421.1
OG0003776	NP_014806.1	QNG16422.1
OG0003777	NP_014804.3	QNG16424.1
OG0003778	NP_014803.1	QNG16425.1
OG0003779	NP_014802.3	QNG16426.1
OG0003780	NP_014801.1	QNG16427.1
OG0003781	NP_014800.3	QNG16428.1
OG0003782	NP_014798.3	QNG16430.1
OG0003783	NP_014794.3	QNG16431.1
OG0003784	NP_014793.1	QNG16432.1
OG0003785	NP_014270.1	QNG16433.1
OG0003786	NP_014271.3	QNG16434.1
OG0003787	NP_014272.3	QNG16435.1
OG0003788	NP_014273.1	QNG16436.1
OG0003789	NP_014275.3	QNG16437.1
OG0003790	NP_014276.1	QNG16438.1
OG0003791	NP_014277.1	QNG16439.1
OG0003792	NP_014280.3	QNG16441.1
OG0003793	NP_014281.1	QNG16442.1
OG0003794	NP_014284.1	QNG16445.1
OG0003795	NP_014756.3	QNG16446.1
OG0003796	NP_014286.1	QNG16448.1
OG0003797	NP_014287.3	QNG16449.1
OG0003798	NP_014288.3	QNG16450.1
OG0003799	NP_014289.1	QNG16451.1
OG0003800	NP_014741.1	QNG16452.1
OG0003801	NP_014740.1	QNG16453.1
OG0003802	NP_014738.1	QNG16454.1
OG0003803	NP_014736.1	QNG16455.1
OG0003804	NP_012432.1	QNG16457.1
OG0003805	NP_012433.1	QNG16458.1
OG0003806	NP_012434.1	QNG16459.1
OG0003807	NP_012953.2	QNG16461.1
OG0003808	NP_012438.1	QNG16462.1
OG0003809	NP_012439.2	QNG16463.1
OG0003810	NP_012440.1	QNG16464.1
OG0003811	NP_012441.1	QNG16465.1
OG0003812	NP_012442.1	QNG16466.1
OG0003813	NP_012443.1	QNG16467.1
OG0003814	NP_012444.2	QNG16468.1
OG0003815	NP_012445.1	QNG16469.1
OG0003816	NP_012446.1	QNG16470.1
OG0003817	NP_012971.2	QNG16471.1
OG0003818	NP_012970.3	QNG16472.1
OG0003819	NP_012969.1	QNG16473.1
OG0003820	NP_012965.3	QNG16475.1
OG0003821	NP_012964.2	QNG16476.1
OG0003822	NP_012963.3	QNG16477.1
OG0003823	NP_012961.3	QNG16479.1
OG0003824	NP_012959.1	QNG16480.1
OG0003825	NP_012956.3	QNG16481.1
OG0003826	NP_012955.1	QNG16482.1
OG0003827	NP_012954.3	QNG16483.1
OG0003828	NP_012948.3	QNG16484.1
OG0003829	NP_012949.1	QNG16485.1
OG0003830	NP_012950.3	QNG16486.1
OG0003831	NP_012951.1	QNG16487.1
OG0003832	NP_014845.1	QNG16490.1
OG0003833	NP_014848.1	QNG16492.1
OG0003834	NP_014849.3	QNG16493.1
OG0003835	NP_014850.1	QNG16494.1
OG0003836	NP_014851.3	QNG16495.1
OG0003837	NP_014852.1	QNG16496.1
OG0003838	NP_014853.3	QNG16497.1
OG0003839	NP_014854.2	QNG16498.1
OG0003840	NP_014855.3	QNG16499.1
OG0003841	NP_014856.1	QNG16500.1
OG0003842	NP_014858.1	QNG16501.1
OG0003843	NP_014859.3	QNG16502.1
OG0003844	NP_014860.1	QNG16503.1
OG0003845	NP_014862.3	QNG16504.1
OG0003846	NP_015305.1	QNG16507.1
OG0003847	NP_015310.1	QNG16508.1
OG0003848	NP_015311.1	QNG16509.1
OG0003849	NP_015312.1	QNG16510.1
OG0003850	NP_015313.1	QNG16511.1
OG0003851	NP_015314.1	QNG16512.1
OG0003852	NP_015315.1	QNG16513.1
OG0003853	NP_015316.1	QNG16514.1
OG0003854	NP_015317.1	QNG16515.1
OG0003855	NP_015318.1	QNG16516.1
OG0003856	NP_015319.1	QNG16517.1
OG0003857	NP_015320.1	QNG16518.1
OG0003858	NP_015322.1	QNG16520.1
OG0003859	NP_116654.1	QNG16521.1
OG0003860	NP_116655.1	QNG16522.1
OG0003861	NP_015323.1	QNG16523.1
OG0003862	NP_015324.1	QNG16524.1
OG0003863	NP_015325.1	QNG16525.1
OG0003864	NP_015326.1	QNG16526.1
OG0003865	NP_116657.1	QNG16527.1
OG0003866	NP_116659.1	QNG16528.1
OG0003867	NP_116660.1	QNG16529.1
OG0003868	NP_015328.1	QNG16531.1
OG0003869	NP_015329.1	QNG16532.1
OG0003870	NP_015331.1	QNG16534.1
OG0003871	NP_015332.1	QNG16535.1
OG0003872	NP_015333.1	QNG16536.1
OG0003873	NP_012274.1	QNG16539.1
OG0003874	NP_012273.1	QNG16540.1
OG0003875	NP_012272.3	QNG16541.1
OG0003876	NP_009811.3	QNG16543.1
OG0003877	NP_012275.3	QNG16544.1
OG0003878	NP_012276.1	QNG16545.1
OG0003879	NP_012277.1	QNG16546.1
OG0003880	NP_012911.3	QNG16547.1
OG0003881	NP_012910.1	QNG16548.1
OG0003882	NP_012909.3	QNG16549.1
OG0003883	NP_012908.1	QNG16550.1
OG0003884	NP_012907.3	QNG16551.1
OG0003885	NP_076899.1	QNG16552.1
OG0003886	NP_012906.3	QNG16553.1
OG0003887	NP_012903.1	QNG16554.1
OG0003888	NP_012901.3	QNG16556.1
OG0003889	NP_012900.1	QNG16557.1
OG0003890	NP_014687.1	QNG16560.1
OG0003891	NP_014688.1	QNG16561.1
OG0003892	NP_014689.1	QNG16562.1
OG0003893	NP_014691.1	QNG16565.1
OG0003894	NP_014692.1	QNG16566.1
OG0003895	NP_014694.1	QNG16567.1
OG0003896	NP_014695.1	QNG16568.1
OG0003897	NP_014700.1	QNG16570.1
OG0003898	NP_116582.1	QNG16571.1
OG0003899	NP_014702.1	QNG16572.1
OG0003900	NP_014703.1	QNG16573.1
OG0003901	NP_013001.1	QNG16574.1
OG0003902	NP_014707.1	QNG16575.1
OG0003903	NP_014708.1	QNG16576.1
OG0003904	NP_014709.1	QNG16577.1
OG0003905	NP_014710.1	QNG16578.1
OG0003906	NP_014713.1	QNG16580.1
OG0003907	NP_013007.1	QNG16581.1
OG0003908	NP_011930.1	QNG16582.1
OG0003909	NP_011931.2	QNG16583.1
OG0003910	NP_013924.1	QNG16585.1
OG0003911	NP_013925.1	QNG16586.1
OG0003912	NP_013927.1	QNG16588.1
OG0003913	NP_013928.1	QNG16589.1
OG0003914	NP_013929.1	QNG16590.1
OG0003915	NP_013931.1	QNG16591.1
OG0003916	NP_009974.1	QNG16594.1
OG0003917	NP_009975.1	QNG16595.1
OG0003918	NP_009976.1	QNG16596.1
OG0003919	NP_014914.1	QNG16597.1
OG0003920	NP_014915.3	QNG16598.1
OG0003921	NP_014916.1	QNG16599.1
OG0003922	NP_014917.3	QNG16600.1
OG0003923	NP_014918.1	QNG16601.1
OG0003924	NP_014919.3	QNG16602.1
OG0003925	NP_014921.1	QNG16603.1
OG0003926	NP_014922.3	QNG16604.1
OG0003927	NP_014923.1	QNG16605.1
OG0003928	NP_014924.3	QNG16606.1
OG0003929	NP_014926.1	QNG16607.1
OG0003930	NP_013655.1	QNG16608.1
OG0003931	NP_013653.1	QNG16609.1
OG0003932	NP_013652.1	QNG16610.1
OG0003933	NP_013651.1	QNG16611.1
OG0003934	NP_013650.1	QNG16612.1
OG0003935	NP_013649.1	QNG16613.1
OG0003936	NP_013647.1	QNG16614.1
OG0003937	NP_013645.1	QNG16616.1
OG0003938	NP_013644.1	QNG16617.1
OG0003939	NP_013643.1	QNG16618.1
OG0003940	NP_013642.1	QNG16619.1
OG0003941	NP_013640.1	QNG16621.1
OG0003942	NP_013639.1	QNG16622.1
OG0003943	NP_011969.1	QNG16626.1
OG0003944	NP_011970.1	QNG16627.1
OG0003945	NP_014762.3	QNG16629.1
OG0003946	NP_014761.1	QNG16630.1
OG0003947	NP_010653.1	QNG16631.1
OG0003948	NP_014759.1	QNG16632.1
OG0003949	NP_011088.1	QNG16633.1
OG0003950	NP_011089.4	QNG16634.1
OG0003951	NP_011090.3	QNG16635.1
OG0003952	NP_011091.1	QNG16636.1
OG0003953	NP_011092.1	QNG16637.1
OG0003954	NP_011094.3	QNG16639.1
OG0003955	NP_011095.1	QNG16640.1
OG0003956	NP_011097.3	QNG16642.1
OG0003957	NP_011098.3	QNG16643.1
OG0003958	NP_011099.1	QNG16644.1
OG0003959	NP_011100.1	QNG16645.1
OG0003960	NP_011102.3	QNG16647.1
OG0003961	NP_011103.1	QNG16648.1
OG0003962	NP_011105.4	QNG16650.1
OG0003963	NP_011106.1	QNG16651.1
OG0003964	NP_011107.1	QNG16652.1
OG0003965	NP_013185.1	QNG16653.1
OG0003966	NP_013186.1	QNG16654.1
OG0003967	NP_013187.1	QNG16655.1
OG0003968	NP_013188.1	QNG16656.1
OG0003969	NP_013189.1	QNG16657.1
OG0003970	NP_013190.1	QNG16658.1
OG0003971	NP_013191.1	QNG16659.1
OG0003972	NP_010398.3	QNG16660.1
OG0003973	NP_015297.1	QNG16663.1
OG0003974	NP_015296.1	QNG16664.1
OG0003975	NP_015295.1	QNG16665.1
OG0003976	NP_015294.1	QNG16667.1
OG0003977	NP_015286.1	QNG16670.1
OG0003978	NP_015285.1	QNG16671.1
OG0003979	NP_015284.1	QNG16672.1
OG0003980	NP_015283.1	QNG16673.1
OG0003981	NP_015282.1	QNG16674.1
OG0003982	NP_015280.1	QNG16675.1
OG0003983	NP_015279.1	QNG16676.1
OG0003984	NP_015278.1	QNG16677.1
OG0003985	NP_015276.1	QNG16679.1
OG0003986	NP_015275.1	QNG16680.1
OG0003987	NP_015274.1	QNG16681.1
OG0003988	NP_013742.1	QNG16682.1
OG0003989	NP_012867.1	QNG16683.1
OG0003990	NP_011986.1	QNG16687.1
OG0003991	NP_011987.1	QNG16688.1
OG0003992	NP_011988.1	QNG16689.1
OG0003993	NP_011989.1	QNG16690.1
OG0003994	NP_011990.1	QNG16691.1
OG0003995	NP_011992.1	QNG16693.1
OG0003996	NP_013172.1	QNG16694.1
OG0003997	NP_013174.1	QNG16696.1
OG0003998	NP_013178.1	QNG16697.1
OG0003999	NP_013179.1	QNG16698.1
OG0004000	NP_013180.1	QNG16699.1
OG0004001	NP_010852.4	QNG16702.1
OG0004002	NP_012678.1	QNG16711.1
OG0004003	NP_012677.1	QNG16712.1
OG0004004	NP_012676.3	QNG16713.1
OG0004005	NP_012675.1	QNG16714.1
OG0004006	NP_012674.1	QNG16715.1
OG0004007	NP_012673.3	QNG16717.1
OG0004008	NP_012672.1	QNG16718.1
OG0004009	NP_116579.1	QNG16719.1
OG0004010	NP_012670.3	QNG16720.1
OG0004011	NP_058168.1	QNG16721.1
OG0004012	NP_012669.1	QNG16722.1
OG0004013	NP_012668.3	QNG16723.1
OG0004014	NP_012667.1	QNG16724.1
OG0004015	NP_012666.2	QNG16725.1
OG0004016	NP_012665.3	QNG16726.1
OG0004017	NP_012663.2	QNG16728.1
OG0004018	NP_012660.1	QNG16730.1
OG0004019	NP_013552.3	QNG16732.1
OG0004020	NP_013551.1	QNG16733.1
OG0004021	NP_013550.4	QNG16735.1
OG0004022	NP_013548.1	QNG16736.1
OG0004023	NP_013545.3	QNG16740.1
OG0004024	NP_013544.1	QNG16741.1
OG0004025	NP_013543.3	QNG16742.1
OG0004026	NP_013542.1	QNG16743.1
OG0004027	NP_013541.3	QNG16744.1
OG0004028	NP_013540.1	QNG16745.1
OG0004029	NP_013539.4	QNG16746.1
OG0004030	NP_013535.1	QNG16747.1
OG0004031	NP_013534.3	QNG16748.1
OG0004032	NP_010626.1	QNG16749.1
OG0004033	NP_010625.1	QNG16750.1
OG0004034	NP_010624.3	QNG16751.1
OG0004035	NP_010623.3	QNG16752.1
OG0004036	NP_010622.1	QNG16753.1
OG0004037	NP_011660.1	QNG16754.1
OG0004038	NP_010621.1	QNG16755.1
OG0004039	NP_011953.1	QNG16756.1
OG0004040	NP_010620.3	QNG16757.1
OG0004041	NP_011952.1	QNG16758.1
OG0004042	NP_010619.3	QNG16759.1
OG0004043	NP_010618.1	QNG16760.1
OG0004044	NP_010617.1	QNG16761.1
OG0004045	NP_010616.3	QNG16762.1
OG0004046	NP_010615.3	QNG16763.1
OG0004047	NP_010612.2	QNG16765.1
OG0004048	NP_010611.3	QNG16766.1
OG0004049	NP_010610.3	QNG16767.1
OG0004050	NP_010685.1	QNG16768.1
OG0004051	NP_010683.3	QNG16769.1
OG0004052	NP_010681.1	QNG16770.1
OG0004053	NP_010680.1	QNG16771.1
OG0004054	NP_010679.3	QNG16772.1
OG0004055	NP_010678.3	QNG16773.1
OG0004056	NP_010677.1	QNG16774.1
OG0004057	NP_010676.1	QNG16775.1
OG0004058	NP_010675.3	QNG16776.1
OG0004059	NP_009637.1	QNG16779.1
OG0004060	NP_009635.1	QNG16782.1
OG0004061	NP_009633.3	QNG16784.1
OG0004062	NP_009632.2	QNG16786.1
OG0004063	NP_009630.3	QNG16788.1
OG0004064	NP_009629.6	QNG16789.1
OG0004065	NP_015161.1	QNG16790.1
OG0004066	NP_015160.1	QNG16791.1
OG0004067	NP_015159.1	QNG16792.1
OG0004068	NP_015158.1	QNG16793.1
OG0004069	NP_015163.1	QNG16794.1
OG0004070	NP_015164.1	QNG16795.1
OG0004071	NP_015166.1	QNG16796.1
OG0004072	NP_015167.1	QNG16797.1
OG0004073	NP_015168.1	QNG16798.1
OG0004074	NP_015169.1	QNG16799.1
OG0004075	NP_015170.1	QNG16800.1
OG0004076	NP_015171.1	QNG16801.1
OG0004077	NP_015172.1	QNG16802.1
OG0004078	NP_015173.1	QNG16803.1
OG0004079	NP_015174.1	QNG16804.1
OG0004080	NP_015175.1	QNG16805.1
OG0004081	NP_015176.1	QNG16807.1
OG0004082	NP_015177.2	QNG16808.1
OG0004083	NP_015178.1	QNG16809.1
OG0004084	NP_015179.1	QNG16810.1
OG0004085	NP_015181.1	QNG16812.1
OG0004086	NP_015187.1	QNG16817.1
OG0004087	NP_015190.1	QNG16819.1
OG0004088	NP_015192.1	QNG16820.1
OG0004089	NP_015193.1	QNG16821.1
OG0004090	NP_015194.1	QNG16822.1
OG0004091	NP_015195.1	QNG16823.1
OG0004092	NP_015196.1	QNG16824.1
OG0004093	NP_015197.1	QNG16825.1
OG0004094	NP_015198.1	QNG16826.1
OG0004095	NP_015199.1	QNG16827.1
OG0004096	NP_012349.2	QNG16829.1
OG0004097	NP_014003.1	QNG16832.1
OG0004098	NP_014004.1	QNG16833.1
OG0004099	NP_014005.1	QNG16834.1
OG0004100	NP_014007.1	QNG16836.1
OG0004101	NP_014008.1	QNG16837.1
OG0004102	NP_014009.1	QNG16838.1
OG0004103	NP_012448.1	QNG16839.1
OG0004104	NP_012450.1	QNG16840.1
OG0004105	NP_012454.1	QNG16844.1
OG0004106	NP_012455.1	QNG16845.1
OG0004107	NP_010895.1	QNG16846.1
OG0004108	NP_010896.3	QNG16847.1
OG0004109	NP_010897.1	QNG16848.1
OG0004110	NP_010899.3	QNG16850.1
OG0004111	NP_010901.1	QNG16851.1
OG0004112	NP_010903.3	QNG16852.1
OG0004113	NP_010905.1	QNG16854.1
OG0004114	NP_010904.2	QNG16855.1
OG0004115	NP_014400.1	QNG16858.1
OG0004116	NP_014112.1	QNG16859.1
OG0004117	NP_014111.1	QNG16860.1
OG0004118	NP_014109.1	QNG16861.1
OG0004119	NP_014108.1	QNG16862.1
OG0004120	NP_014107.1	QNG16863.1
OG0004121	NP_014105.1	QNG16865.1
OG0004122	NP_014104.1	QNG16866.1
OG0004123	NP_014102.1	QNG16867.1
OG0004124	NP_014095.2	QNG16872.1
OG0004125	NP_014094.1	QNG16873.1
OG0004126	NP_014514.1	QNG16874.1
OG0004127	NP_014093.1	QNG16875.1
OG0004128	NP_014091.1	QNG16876.1
OG0004129	NP_014090.2	QNG16877.1
OG0004130	NP_014089.2	QNG16878.1
OG0004131	NP_014088.1	QNG16879.1
OG0004132	NP_014087.1	QNG16880.1
OG0004133	NP_014085.1	QNG16881.1
OG0004134	NP_014084.1	QNG16882.1
OG0004135	NP_014083.2	QNG16883.1
OG0004136	NP_014082.1	QNG16884.1
OG0004137	NP_014081.1	QNG16885.1
OG0004138	NP_014079.1	QNG16886.1
OG0004139	NP_014078.1	QNG16887.1
OG0004140	NP_014077.1	QNG16888.1
OG0004141	NP_013227.1	QNG16890.1
OG0004142	NP_013228.1	QNG16891.1
OG0004143	NP_013229.1	QNG16892.1
OG0004144	NP_013230.1	QNG16893.1
OG0004145	NP_013232.1	QNG16895.1
OG0004146	NP_013233.1	QNG16896.1
OG0004147	NP_013236.1	QNG16898.1
OG0004148	NP_013238.1	QNG16899.1
OG0004149	NP_013239.1	QNG16900.1
OG0004150	NP_013240.1	QNG16901.1
OG0004151	NP_013242.1	QNG16902.1
OG0004152	NP_013243.1	QNG16903.1
OG0004153	NP_013244.1	QNG16904.1
OG0004154	NP_013246.1	QNG16907.1
OG0004155	NP_013247.1	QNG16908.1
OG0004156	NP_013248.1	QNG16910.1
OG0004157	NP_013249.1	QNG16911.1
OG0004158	NP_014928.1	QNG16912.1
OG0004159	NP_014929.3	QNG16913.1
OG0004160	NP_014930.1	QNG16914.1
OG0004161	NP_014931.3	QNG16915.1
OG0004162	NP_014932.1	QNG16916.1
OG0004163	NP_013956.1	QNG16918.1
OG0004164	NP_013958.1	QNG16921.1
OG0004165	NP_013959.1	QNG16922.1
OG0004166	NP_013962.1	QNG16924.1
OG0004167	NP_014942.4	QNG16925.1
OG0004168	NP_013963.1	QNG16926.1
OG0004169	NP_013965.1	QNG16928.1
OG0004170	NP_013966.1	QNG16931.1
OG0004171	NP_013967.1	QNG16932.1
OG0004172	NP_012797.1	QNG16933.1
OG0004173	NP_009751.1	QNG16934.1
OG0004174	NP_009752.3	QNG16935.1
OG0004175	NP_009753.3	QNG16936.1
OG0004176	NP_009754.1	QNG16937.1
OG0004177	NP_009756.1	QNG16938.1
OG0004178	NP_009757.1	QNG16939.1
OG0004179	NP_009759.3	QNG16940.1
OG0004180	NP_009760.1	QNG16941.1
OG0004181	NP_009761.4	QNG16943.1
OG0004182	NP_009762.2	QNG16944.1
OG0004183	NP_009763.2	QNG16945.1
OG0004184	NP_009766.4	QNG16947.1
OG0004185	NP_009767.1	QNG16948.1
OG0004186	NP_009722.3	QNG16949.1
OG0004187	NP_009721.1	QNG16950.1
OG0004188	NP_009720.1	QNG16951.1
OG0004189	NP_010163.1	QNG16953.1
OG0004190	NP_014383.1	QNG16954.1
OG0004191	NP_011448.3	QNG16955.1
OG0004192	NP_011449.1	QNG16956.1
