Orthogroup	CBS138_protein	sacCer_protein
OG0003555	XP_002999557.1	NP_878102.1
OG0003556	XP_447440.1	NP_012395.1
OG0003557	XP_447441.1	NP_009410.1
OG0003558	XP_447442.1	NP_009409.1
OG0003559	XP_447443.1	NP_009408.3
OG0003560	XP_447444.1	NP_009573.1
OG0003561	XP_447445.1	NP_010272.1
OG0003562	XP_447446.1	NP_009571.1
OG0003563	XP_447448.1	NP_010276.3
OG0003564	XP_447449.1	NP_009600.2
OG0003565	XP_447451.1	NP_009597.2
OG0003566	XP_447452.1	NP_009596.1
OG0003567	XP_447453.1	NP_009595.1
OG0003568	XP_447454.1	NP_009591.1
OG0003569	XP_447455.1	NP_009590.1
OG0003570	XP_447456.1	NP_009585.1
OG0003571	XP_447457.1	NP_009592.1
OG0003572	XP_447459.1	NP_009594.1
OG0003573	XP_447462.1	NP_010277.1
OG0003574	XP_447463.1	NP_011020.3
OG0003575	XP_447464.1	NP_011019.1
OG0003576	XP_447465.1	NP_011018.1
OG0003577	XP_447466.1	NP_011017.3
OG0003578	XP_447467.1	NP_011015.3
OG0003579	XP_447468.1	NP_011014.1
OG0003580	XP_447470.1	NP_011012.3
OG0003581	XP_447472.1	NP_011010.1
OG0003582	XP_447473.1	NP_011009.1
OG0003583	XP_447474.1	NP_010107.1
OG0003584	XP_448820.1	NP_010108.1
OG0003585	XP_448821.1	NP_010110.1
OG0003586	XP_448822.1	NP_010113.1
OG0003587	XP_448823.1	NP_010866.1
OG0003588	XP_448825.1	NP_010870.1
OG0003589	XP_448826.1	NP_010871.3
OG0003590	XP_448827.1	NP_010872.1
OG0003591	XP_448829.1	NP_010876.2
OG0003592	XP_448830.1	NP_010877.3
OG0003593	XP_448831.1	NP_010878.1
OG0003594	XP_448833.1	NP_010882.1
OG0003595	XP_448834.1	NP_010883.3
OG0003596	XP_448835.1	NP_013667.1
OG0003597	XP_448837.1	NP_013664.1
OG0003598	XP_448838.1	NP_013663.1
OG0003599	XP_448839.1	NP_013662.1
OG0003600	XP_448840.1	NP_013660.1
OG0003601	XP_448842.1	NP_012338.1
OG0003602	XP_448843.1	NP_012862.1
OG0003603	XP_448844.1	NP_012877.1
OG0003604	XP_448845.1	NP_012878.1
OG0003605	XP_448846.1	NP_012879.1
OG0003606	XP_448848.1	NP_012882.3
OG0003607	XP_448849.1	NP_012883.1
OG0003608	XP_448850.1	NP_012884.3
OG0003609	XP_448853.1	NP_012889.3
OG0003610	XP_448854.1	NP_012890.1
OG0003611	XP_448855.1	NP_012891.4
OG0003612	XP_448856.1	NP_012892.1
OG0003613	XP_448857.1	NP_012893.3
OG0003614	XP_448858.1	NP_012896.1
OG0003615	XP_448859.1	NP_012897.3
OG0003616	XP_448860.1	NP_009850.1
OG0003617	XP_448861.1	NP_009849.1
OG0003618	XP_448862.1	NP_009848.4
OG0003619	XP_448863.1	NP_009847.4
OG0003620	XP_448864.1	NP_012934.1
OG0003621	XP_448865.1	NP_012933.4
OG0003622	XP_448866.1	NP_012932.1
OG0003623	XP_448867.1	NP_012931.4
OG0003624	XP_448868.2	NP_012929.4
OG0003625	XP_448869.1	NP_012927.3
OG0003626	XP_448870.1	NP_012926.1
OG0003627	XP_448871.1	NP_012925.3
OG0003628	XP_448872.1	NP_010915.1
OG0003629	XP_448873.1	NP_010914.3
OG0003630	XP_448874.1	NP_010913.2
OG0003631	XP_448875.1	NP_010911.3
OG0003632	XP_448877.1	NP_010909.1
OG0003633	XP_448878.1	NP_010907.3
OG0003634	XP_448879.1	NP_012863.1
OG0003635	XP_448881.1	NP_012105.1
OG0003636	XP_448882.1	NP_013026.2
OG0003637	XP_448883.1	NP_013025.3
OG0003638	XP_448884.1	NP_012072.3
OG0003639	XP_449150.1	NP_012071.1
OG0003640	XP_449149.1	NP_012070.3
OG0003641	XP_449147.1	NP_015473.1
OG0003642	XP_449146.1	NP_015474.1
OG0003643	XP_449143.1	NP_015477.1
OG0003644	XP_449142.1	NP_015478.1
OG0003645	XP_449141.1	NP_015479.2
OG0003646	XP_449140.1	NP_012129.1
OG0003647	XP_449139.1	NP_014320.1
OG0003648	XP_449138.1	NP_012127.1
OG0003649	XP_449137.1	NP_012126.1
OG0003650	XP_449136.1	NP_012124.1
OG0003651	XP_449135.1	NP_012123.1
OG0003652	XP_449134.1	NP_009965.2
OG0003653	XP_449133.1	NP_009964.2
OG0003654	XP_449132.1	NP_009963.1
OG0003655	XP_449131.1	NP_009962.2
OG0003656	XP_449130.1	NP_009961.2
OG0003657	XP_002999594.1	NP_012346.1
OG0003658	XP_002999593.1	NP_009958.2
OG0003659	XP_449126.1	NP_009957.1
OG0003660	XP_449125.1	NP_009953.1
OG0003661	XP_449122.1	NP_009948.1
OG0003662	XP_449121.1	NP_009947.1
OG0003663	XP_449120.1	NP_009946.1
OG0003664	XP_449119.1	NP_009943.2
OG0003665	XP_449118.1	NP_009942.2
OG0003666	XP_449117.1	NP_009934.1
OG0003667	XP_449116.1	NP_009935.1
OG0003668	XP_449114.1	NP_009937.2
OG0003669	XP_449113.1	NP_009938.2
OG0003670	XP_449112.1	NP_009940.2
OG0003671	XP_449111.1	NP_015057.1
OG0003672	XP_449110.1	NP_013710.1
OG0003673	XP_449109.1	NP_013712.1
OG0003674	XP_449104.1	NP_009623.1
OG0003675	XP_449102.1	NP_009621.3
OG0003676	XP_449101.1	NP_010177.1
OG0003677	XP_449100.1	NP_010178.1
OG0003678	XP_449099.1	NP_010179.1
OG0003679	XP_449098.1	NP_010180.1
OG0003680	XP_449097.1	NP_010181.2
OG0003681	XP_449096.1	NP_010182.1
OG0003682	XP_449095.1	NP_010183.1
OG0003683	XP_449094.1	NP_010184.1
OG0003684	XP_449093.1	NP_010185.1
OG0003685	XP_449092.1	NP_010186.1
OG0003686	XP_449088.1	NP_010191.1
OG0003687	XP_449087.1	NP_010192.1
OG0003688	XP_449086.1	NP_010193.1
OG0003689	XP_449085.1	NP_010194.1
OG0003690	XP_449084.1	NP_010195.1
OG0003691	XP_449083.1	NP_010196.1
OG0003692	XP_449082.1	NP_015292.1
OG0003693	XP_449081.1	NP_015291.1
OG0003694	XP_449080.1	NP_010197.1
OG0003695	XP_449079.1	NP_013866.1
OG0003696	XP_449078.1	NP_075208.1
OG0003697	XP_449077.1	NP_010199.1
OG0003698	XP_449073.1	NP_013859.1
OG0003699	XP_449072.1	NP_010205.1
OG0003700	XP_449070.1	NP_009701.3
OG0003701	XP_449069.1	NP_009704.1
OG0003702	XP_449066.1	NP_011750.1
OG0003703	XP_449064.1	NP_011749.3
OG0003704	XP_449063.1	NP_011748.3
OG0003705	XP_449062.2	NP_011741.5
OG0003706	XP_449060.1	NP_011743.2
OG0003707	XP_449059.1	NP_011745.1
OG0003708	XP_449058.2	NP_011746.3
OG0003709	XP_449057.1	NP_011747.2
OG0003710	XP_449056.1	NP_010416.1
OG0003711	XP_002999592.1	NP_796378.3
OG0003712	XP_449052.1	NP_010390.3
OG0003713	XP_449051.1	NP_010388.1
OG0003714	XP_449050.1	NP_010386.1
OG0003715	XP_449049.1	NP_010385.3
OG0003716	XP_449047.1	NP_061491.1
OG0003717	XP_449045.1	NP_011324.1
OG0003718	XP_449044.1	NP_011325.1
OG0003719	XP_449043.1	NP_011328.1
OG0003720	XP_449042.1	NP_011329.1
OG0003721	XP_449041.1	NP_011330.1
OG0003722	XP_449040.1	NP_011331.3
OG0003723	XP_449038.1	NP_011332.2
OG0003724	XP_449037.1	NP_011334.1
OG0003725	XP_449036.1	NP_011335.1
OG0003726	XP_449034.1	NP_011337.1
OG0003727	XP_449033.1	NP_011339.1
OG0003728	XP_449032.1	NP_011340.1
OG0003729	XP_449031.1	NP_011341.3
OG0003730	XP_449030.1	NP_011342.1
OG0003731	XP_449029.1	NP_011343.1
OG0003732	XP_449024.1	NP_012403.1
OG0003733	XP_449023.1	NP_012404.1
OG0003734	XP_449020.1	NP_012407.2
OG0003735	XP_002999591.1	NP_878103.1
OG0003736	XP_449019.1	NP_012408.1
OG0003737	XP_449018.1	NP_012409.1
OG0003738	XP_449017.1	NP_012410.1
OG0003739	XP_449016.1	NP_012411.1
OG0003740	XP_449015.1	NP_012412.1
OG0003741	XP_449014.1	NP_012413.1
OG0003742	XP_449013.1	NP_012414.1
OG0003743	XP_449012.1	NP_012418.1
OG0003744	XP_449010.1	NP_012420.1
OG0003745	XP_449009.1	NP_012912.1
OG0003746	XP_449008.1	NP_012913.3
OG0003747	XP_449007.1	NP_012914.1
OG0003748	XP_449005.1	NP_012835.1
OG0003749	XP_449004.1	NP_012836.1
OG0003750	XP_449003.1	NP_012837.1
OG0003751	XP_449002.1	NP_012838.1
OG0003752	XP_448999.1	NP_012841.1
OG0003753	XP_448997.1	NP_012843.1
OG0003754	XP_448996.1	NP_012844.1
OG0003755	XP_448995.1	NP_012846.1
OG0003756	XP_448994.1	NP_012848.1
OG0003757	XP_448993.1	NP_012849.1
OG0003758	XP_448991.1	NP_013767.1
OG0003759	XP_448990.1	NP_013764.1
OG0003760	XP_448988.1	NP_011635.2
OG0003761	XP_448987.1	NP_011634.1
OG0003762	XP_448985.1	NP_011632.3
OG0003763	XP_448984.1	NP_015454.1
OG0003764	XP_448983.1	NP_011631.1
OG0003765	XP_448982.1	NP_011628.4
OG0003766	XP_448981.1	NP_011627.1
OG0003767	XP_448980.1	NP_011626.1
OG0003768	XP_448979.1	NP_011625.3
OG0003769	XP_448978.1	NP_014819.3
OG0003770	XP_448977.1	NP_014818.1
OG0003771	XP_448976.1	NP_014817.3
OG0003772	XP_448972.1	NP_014811.3
OG0003773	XP_448970.1	NP_014809.3
OG0003774	XP_448969.1	NP_014808.1
OG0003775	XP_448968.1	NP_014807.3
OG0003776	XP_448967.1	NP_014806.1
OG0003777	XP_448965.1	NP_014804.3
OG0003778	XP_448964.1	NP_014803.1
OG0003779	XP_002999588.1	NP_014802.3
OG0003780	XP_448963.1	NP_014801.1
OG0003781	XP_448962.1	NP_014800.3
OG0003782	XP_448960.1	NP_014798.3
OG0003783	XP_448959.1	NP_014794.3
OG0003784	XP_448958.1	NP_014793.1
OG0003785	XP_448957.1	NP_014270.1
OG0003786	XP_448956.1	NP_014271.3
OG0003787	XP_448955.1	NP_014272.3
OG0003788	XP_448954.1	NP_014273.1
OG0003789	XP_448953.1	NP_014275.3
OG0003790	XP_448952.1	NP_014276.1
OG0003791	XP_448951.1	NP_014277.1
OG0003792	XP_448949.1	NP_014280.3
OG0003793	XP_448948.1	NP_014281.1
OG0003794	XP_448945.1	NP_014284.1
OG0003795	XP_448944.1	NP_014756.3
OG0003796	XP_448942.1	NP_014286.1
OG0003797	XP_448941.1	NP_014287.3
OG0003798	XP_448940.1	NP_014288.3
OG0003799	XP_448939.1	NP_014289.1
OG0003800	XP_448938.1	NP_014741.1
OG0003801	XP_448937.1	NP_014740.1
OG0003802	XP_448936.1	NP_014738.1
OG0003803	XP_448935.1	NP_014736.1
OG0003804	XP_448933.1	NP_012432.1
OG0003805	XP_448932.1	NP_012433.1
OG0003806	XP_448931.1	NP_012434.1
OG0003807	XP_448929.1	NP_012953.2
OG0003808	XP_448928.1	NP_012438.1
OG0003809	XP_448927.1	NP_012439.2
OG0003810	XP_448926.1	NP_012440.1
OG0003811	XP_448925.1	NP_012441.1
OG0003812	XP_448924.1	NP_012442.1
OG0003813	XP_448923.1	NP_012443.1
OG0003814	XP_448922.1	NP_012444.2
OG0003815	XP_448921.1	NP_012445.1
OG0003816	XP_448919.1	NP_012446.1
OG0003817	XP_448918.1	NP_012971.2
OG0003818	XP_448917.1	NP_012970.3
OG0003819	XP_448916.1	NP_012969.1
OG0003820	XP_448914.1	NP_012965.3
OG0003821	XP_448913.1	NP_012964.2
OG0003822	XP_448912.1	NP_012963.3
OG0003823	XP_448910.1	NP_012961.3
OG0003824	XP_448909.1	NP_012959.1
OG0003825	XP_448908.1	NP_012956.3
OG0003826	XP_448907.1	NP_012955.1
OG0003827	XP_448906.1	NP_012954.3
OG0003828	XP_448905.1	NP_012948.3
OG0003829	XP_448904.1	NP_012949.1
OG0003830	XP_448903.1	NP_012950.3
OG0003831	XP_448902.1	NP_012951.1
OG0003832	XP_448899.1	NP_014845.1
OG0003833	XP_448897.1	NP_014848.1
OG0003834	XP_448896.1	NP_014849.3
OG0003835	XP_448895.1	NP_014850.1
OG0003836	XP_448894.1	NP_014851.3
OG0003837	XP_448893.1	NP_014852.1
OG0003838	XP_002999587.1	NP_014853.3
OG0003839	XP_448892.1	NP_014854.2
OG0003840	XP_448891.1	NP_014855.3
OG0003841	XP_448890.1	NP_014856.1
OG0003842	XP_448889.1	NP_014858.1
OG0003843	XP_448888.1	NP_014859.3
OG0003844	XP_448887.1	NP_014860.1
OG0003845	XP_448886.1	NP_014862.3
OG0003846	XP_449152.1	NP_015305.1
OG0003847	XP_449153.1	NP_015310.1
OG0003848	XP_449154.1	NP_015311.1
OG0003849	XP_449155.1	NP_015312.1
OG0003850	XP_449156.1	NP_015313.1
OG0003851	XP_449157.1	NP_015314.1
OG0003852	XP_449158.1	NP_015315.1
OG0003853	XP_449159.1	NP_015316.1
OG0003854	XP_449160.1	NP_015317.1
OG0003855	XP_449161.1	NP_015318.1
OG0003856	XP_449162.1	NP_015319.1
OG0003857	XP_449163.1	NP_015320.1
OG0003858	XP_449165.1	NP_015322.1
OG0003859	XP_449166.1	NP_116654.1
OG0003860	XP_449167.1	NP_116655.1
OG0003861	XP_449168.1	NP_015323.1
OG0003862	XP_449169.1	NP_015324.1
OG0003863	XP_449170.1	NP_015325.1
OG0003864	XP_449171.1	NP_015326.1
OG0003865	XP_449172.1	NP_116657.1
OG0003866	XP_449173.1	NP_116659.1
OG0003867	XP_449174.1	NP_116660.1
OG0003868	XP_449176.1	NP_015328.1
OG0003869	XP_449177.1	NP_015329.1
OG0003870	XP_449179.1	NP_015331.1
OG0003871	XP_449180.1	NP_015332.1
OG0003872	XP_449181.1	NP_015333.1
OG0003873	XP_449184.1	NP_012274.1
OG0003874	XP_449185.1	NP_012273.1
OG0003875	XP_449186.1	NP_012272.3
OG0003876	XP_449188.1	NP_009811.3
OG0003877	XP_449189.1	NP_012275.3
OG0003878	XP_449190.1	NP_012276.1
OG0003879	XP_449191.1	NP_012277.1
OG0003880	XP_449192.1	NP_012911.3
OG0003881	XP_449193.1	NP_012910.1
OG0003882	XP_449194.1	NP_012909.3
OG0003883	XP_449195.1	NP_012908.1
OG0003884	XP_449196.1	NP_012907.3
OG0003885	XP_449197.1	NP_076899.1
OG0003886	XP_449198.1	NP_012906.3
OG0003887	XP_449199.1	NP_012903.1
OG0003888	XP_449201.1	NP_012901.3
OG0003889	XP_449202.1	NP_012900.1
OG0003890	XP_449205.1	NP_014687.1
OG0003891	XP_002999596.1	NP_014688.1
OG0003892	XP_449206.1	NP_014689.1
OG0003893	XP_449208.1	NP_014691.1
OG0003894	XP_449209.1	NP_014692.1
OG0003895	XP_449210.1	NP_014694.1
OG0003896	XP_449211.1	NP_014695.1
OG0003897	XP_449213.1	NP_014700.1
OG0003898	XP_449214.1	NP_116582.1
OG0003899	XP_449215.1	NP_014702.1
OG0003900	XP_449216.1	NP_014703.1
OG0003901	XP_449217.1	NP_013001.1
OG0003902	XP_449218.1	NP_014707.1
OG0003903	XP_449219.1	NP_014708.1
OG0003904	XP_449220.1	NP_014709.1
OG0003905	XP_449221.1	NP_014710.1
OG0003906	XP_449223.1	NP_014713.1
OG0003907	XP_449224.1	NP_013007.1
OG0003908	XP_449225.1	NP_011930.1
OG0003909	XP_449226.1	NP_011931.2
OG0003910	XP_449228.1	NP_013924.1
OG0003911	XP_449229.1	NP_013925.1
OG0003912	XP_449231.1	NP_013927.1
OG0003913	XP_449232.1	NP_013928.1
OG0003914	XP_449233.1	NP_013929.1
OG0003915	XP_449234.1	NP_013931.1
OG0003916	XP_449237.1	NP_009974.1
OG0003917	XP_449238.1	NP_009975.1
OG0003918	XP_449239.1	NP_009976.1
OG0003919	XP_449240.1	NP_014914.1
OG0003920	XP_449241.1	NP_014915.3
OG0003921	XP_449242.1	NP_014916.1
OG0003922	XP_449243.1	NP_014917.3
OG0003923	XP_449244.1	NP_014918.1
OG0003924	XP_449245.1	NP_014919.3
OG0003925	XP_449246.1	NP_014921.1
OG0003926	XP_449247.1	NP_014922.3
OG0003927	XP_449248.1	NP_014923.1
OG0003928	XP_449249.1	NP_014924.3
OG0003929	XP_449250.1	NP_014926.1
OG0003930	XP_449251.1	NP_013655.1
OG0003931	XP_449252.1	NP_013653.1
OG0003932	XP_449253.1	NP_013652.1
OG0003933	XP_449254.1	NP_013651.1
OG0003934	XP_449255.1	NP_013650.1
OG0003935	XP_449256.1	NP_013649.1
OG0003936	XP_449257.1	NP_013647.1
OG0003937	XP_449259.1	NP_013645.1
OG0003938	XP_449260.1	NP_013644.1
OG0003939	XP_449261.1	NP_013643.1
OG0003940	XP_449262.1	NP_013642.1
OG0003941	XP_449264.1	NP_013640.1
OG0003942	XP_449265.1	NP_013639.1
OG0003943	XP_449269.1	NP_011969.1
OG0003944	XP_449270.1	NP_011970.1
OG0003945	XP_449272.1	NP_014762.3
OG0003946	XP_449273.1	NP_014761.1
OG0003947	XP_449274.1	NP_010653.1
OG0003948	XP_449275.1	NP_014759.1
OG0003949	XP_449276.1	NP_011088.1
OG0003950	XP_449277.1	NP_011089.4
OG0003951	XP_449278.1	NP_011090.3
OG0003952	XP_449279.1	NP_011091.1
OG0003953	XP_449280.1	NP_011092.1
OG0003954	XP_449282.1	NP_011094.3
OG0003955	XP_449283.1	NP_011095.1
OG0003956	XP_449285.1	NP_011097.3
OG0003957	XP_449286.1	NP_011098.3
OG0003958	XP_449287.1	NP_011099.1
OG0003959	XP_449288.1	NP_011100.1
OG0003960	XP_449290.1	NP_011102.3
OG0003961	XP_449291.1	NP_011103.1
OG0003962	XP_449293.1	NP_011105.4
OG0003963	XP_449294.1	NP_011106.1
OG0003964	XP_449295.1	NP_011107.1
OG0003965	XP_449296.1	NP_013185.1
OG0003966	XP_449297.1	NP_013186.1
OG0003967	XP_449298.1	NP_013187.1
OG0003968	XP_449299.1	NP_013188.1
OG0003969	XP_449300.1	NP_013189.1
OG0003970	XP_449301.1	NP_013190.1
OG0003971	XP_449302.1	NP_013191.1
OG0003972	XP_449303.1	NP_010398.3
OG0003973	XP_449306.1	NP_015297.1
OG0003974	XP_449307.1	NP_015296.1
OG0003975	XP_449308.1	NP_015295.1
OG0003976	XP_449310.1	NP_015294.1
OG0003977	XP_449315.1	NP_015286.1
OG0003978	XP_449316.1	NP_015285.1
OG0003979	XP_449317.1	NP_015284.1
OG0003980	XP_449318.1	NP_015283.1
OG0003981	XP_449319.1	NP_015282.1
OG0003982	XP_449320.1	NP_015280.1
OG0003983	XP_449321.1	NP_015279.1
OG0003984	XP_449322.1	NP_015278.1
OG0003985	XP_449324.1	NP_015276.1
OG0003986	XP_449325.1	NP_015275.1
OG0003987	XP_449326.1	NP_015274.1
OG0003988	XP_449327.1	NP_013742.1
OG0003989	XP_449328.1	NP_012867.1
OG0003990	XP_449332.1	NP_011986.1
OG0003991	XP_449333.1	NP_011987.1
OG0003992	XP_449334.1	NP_011988.1
OG0003993	XP_449335.1	NP_011989.1
OG0003994	XP_449336.1	NP_011990.1
OG0003995	XP_449338.1	NP_011992.1
OG0003996	XP_449339.1	NP_013172.1
OG0003997	XP_449341.1	NP_013174.1
OG0003998	XP_449342.1	NP_013178.1
OG0003999	XP_449343.1	NP_013179.1
OG0004000	XP_449344.1	NP_013180.1
OG0004001	XP_449347.1	NP_010852.4
OG0004002	XP_449353.1	NP_012678.1
OG0004003	XP_449354.1	NP_012677.1
OG0004004	XP_449355.1	NP_012676.3
OG0004005	XP_449356.1	NP_012675.1
OG0004006	XP_449357.1	NP_012674.1
OG0004007	XP_449359.1	NP_012673.3
OG0004008	XP_449360.1	NP_012672.1
OG0004009	XP_449361.1	NP_116579.1
OG0004010	XP_449362.1	NP_012670.3
OG0004011	XP_449363.1	NP_058168.1
OG0004012	XP_449364.1	NP_012669.1
OG0004013	XP_449365.1	NP_012668.3
OG0004014	XP_449366.1	NP_012667.1
OG0004015	XP_449367.1	NP_012666.2
OG0004016	XP_449368.1	NP_012665.3
OG0004017	XP_449370.1	NP_012663.2
OG0004018	XP_449372.1	NP_012660.1
OG0004019	XP_449374.1	NP_013552.3
OG0004020	XP_449375.1	NP_013551.1
OG0004021	XP_449377.2	NP_013550.4
OG0004022	XP_449378.1	NP_013548.1
OG0004023	XP_449382.1	NP_013545.3
OG0004024	XP_449383.1	NP_013544.1
OG0004025	XP_002999599.1	NP_013543.3
OG0004026	XP_449384.1	NP_013542.1
OG0004027	XP_449385.1	NP_013541.3
OG0004028	XP_449386.1	NP_013540.1
OG0004029	XP_449387.1	NP_013539.4
OG0004030	XP_449388.1	NP_013535.1
OG0004031	XP_449389.1	NP_013534.3
OG0004032	XP_449390.1	NP_010626.1
OG0004033	XP_449391.1	NP_010625.1
OG0004034	XP_449392.1	NP_010624.3
OG0004035	XP_449393.1	NP_010623.3
OG0004036	XP_449394.1	NP_010622.1
OG0004037	XP_449395.1	NP_011660.1
OG0004038	XP_449396.1	NP_010621.1
OG0004039	XP_449397.1	NP_011953.1
OG0004040	XP_449398.1	NP_010620.3
OG0004041	XP_449399.1	NP_011952.1
OG0004042	XP_449400.1	NP_010619.3
OG0004043	XP_449401.1	NP_010618.1
OG0004044	XP_449402.1	NP_010617.1
OG0004045	XP_449403.1	NP_010616.3
OG0004046	XP_449404.1	NP_010615.3
OG0004047	XP_449406.1	NP_010612.2
OG0004048	XP_449407.1	NP_010611.3
OG0004049	XP_449408.1	NP_010610.3
OG0004050	XP_449409.1	NP_010685.1
OG0004051	XP_449410.1	NP_010683.3
OG0004052	XP_449411.1	NP_010681.1
OG0004053	XP_449412.1	NP_010680.1
OG0004054	XP_449413.1	NP_010679.3
OG0004055	XP_449414.1	NP_010678.3
OG0004056	XP_449415.1	NP_010677.1
OG0004057	XP_449416.1	NP_010676.1
OG0004058	XP_449417.1	NP_010675.3
OG0004059	XP_449420.1	NP_009637.1
OG0004060	XP_449423.1	NP_009635.1
OG0004061	XP_449425.1	NP_009633.3
OG0004062	XP_449427.1	NP_009632.2
OG0004063	XP_449429.1	NP_009630.3
OG0004064	XP_449430.1	NP_009629.6
OG0004065	XP_449431.1	NP_015161.1
OG0004066	XP_449432.1	NP_015160.1
OG0004067	XP_449433.1	NP_015159.1
OG0004068	XP_449434.1	NP_015158.1
OG0004069	XP_449435.1	NP_015163.1
OG0004070	XP_449436.1	NP_015164.1
OG0004071	XP_449437.1	NP_015166.1
OG0004072	XP_449438.1	NP_015167.1
OG0004073	XP_449439.1	NP_015168.1
OG0004074	XP_449440.1	NP_015169.1
OG0004075	XP_449441.1	NP_015170.1
OG0004076	XP_449442.1	NP_015171.1
OG0004077	XP_449443.1	NP_015172.1
OG0004078	XP_449444.1	NP_015173.1
OG0004079	XP_449445.1	NP_015174.1
OG0004080	XP_449446.1	NP_015175.1
OG0004081	XP_449448.1	NP_015176.1
OG0004082	XP_449449.1	NP_015177.2
OG0004083	XP_449450.1	NP_015178.1
OG0004084	XP_449451.1	NP_015179.1
OG0004085	XP_449453.1	NP_015181.1
OG0004086	XP_449459.1	NP_015187.1
OG0004087	XP_449461.1	NP_015190.1
OG0004088	XP_449462.1	NP_015192.1
OG0004089	XP_449463.1	NP_015193.1
OG0004090	XP_449464.1	NP_015194.1
OG0004091	XP_449465.1	NP_015195.1
OG0004092	XP_449466.1	NP_015196.1
OG0004093	XP_449467.1	NP_015197.1
OG0004094	XP_449468.1	NP_015198.1
OG0004095	XP_449469.1	NP_015199.1
OG0004096	XP_449471.1	NP_012349.2
OG0004097	XP_449474.1	NP_014003.1
OG0004098	XP_449475.1	NP_014004.1
OG0004099	XP_449476.1	NP_014005.1
OG0004100	XP_449478.1	NP_014007.1
OG0004101	XP_449479.1	NP_014008.1
OG0004102	XP_449480.1	NP_014009.1
OG0004103	XP_449481.1	NP_012448.1
OG0004104	XP_449482.1	NP_012450.1
OG0004105	XP_449486.1	NP_012454.1
OG0004106	XP_449487.1	NP_012455.1
OG0004107	XP_449488.1	NP_010895.1
OG0004108	XP_449489.1	NP_010896.3
OG0004109	XP_449490.1	NP_010897.1
OG0004110	XP_449491.1	NP_010899.3
OG0004111	XP_449492.1	NP_010901.1
OG0004112	XP_449493.1	NP_010903.3
OG0004113	XP_449494.1	NP_010905.1
OG0004114	XP_449495.1	NP_010904.2
OG0004115	XP_449498.1	NP_014400.1
OG0004116	XP_449499.1	NP_014112.1
OG0004117	XP_449500.1	NP_014111.1
OG0004118	XP_449501.1	NP_014109.1
OG0004119	XP_449502.1	NP_014108.1
OG0004120	XP_449503.1	NP_014107.1
OG0004121	XP_449505.1	NP_014105.1
OG0004122	XP_449506.1	NP_014104.1
OG0004123	XP_449507.1	NP_014102.1
OG0004124	XP_449512.1	NP_014095.2
OG0004125	XP_449513.1	NP_014094.1
OG0004126	XP_449514.1	NP_014514.1
OG0004127	XP_449515.1	NP_014093.1
OG0004128	XP_449516.1	NP_014091.1
OG0004129	XP_449517.1	NP_014090.2
OG0004130	XP_449518.1	NP_014089.2
OG0004131	XP_449519.1	NP_014088.1
OG0004132	XP_449520.1	NP_014087.1
OG0004133	XP_449521.1	NP_014085.1
OG0004134	XP_449522.1	NP_014084.1
OG0004135	XP_449523.1	NP_014083.2
OG0004136	XP_449524.1	NP_014082.1
OG0004137	XP_449525.1	NP_014081.1
OG0004138	XP_449526.1	NP_014079.1
OG0004139	XP_449527.1	NP_014078.1
OG0004140	XP_449528.1	NP_014077.1
OG0004141	XP_449530.1	NP_013227.1
OG0004142	XP_449531.1	NP_013228.1
OG0004143	XP_449532.1	NP_013229.1
OG0004144	XP_449533.1	NP_013230.1
OG0004145	XP_449535.1	NP_013232.1
OG0004146	XP_449536.1	NP_013233.1
OG0004147	XP_449538.1	NP_013236.1
OG0004148	XP_449539.1	NP_013238.1
OG0004149	XP_449540.1	NP_013239.1
OG0004150	XP_449541.1	NP_013240.1
OG0004151	XP_449542.1	NP_013242.1
OG0004152	XP_449543.1	NP_013243.1
OG0004153	XP_449544.1	NP_013244.1
OG0004154	XP_449547.1	NP_013246.1
OG0004155	XP_449548.1	NP_013247.1
OG0004156	XP_449549.1	NP_013248.1
OG0004157	XP_449550.1	NP_013249.1
OG0004158	XP_449551.1	NP_014928.1
OG0004159	XP_449552.1	NP_014929.3
OG0004160	XP_449553.1	NP_014930.1
OG0004161	XP_449554.1	NP_014931.3
OG0004162	XP_449555.1	NP_014932.1
OG0004163	XP_449557.1	NP_013956.1
OG0004164	XP_449560.1	NP_013958.1
OG0004165	XP_449561.1	NP_013959.1
OG0004166	XP_449563.1	NP_013962.1
OG0004167	XP_449564.1	NP_014942.4
OG0004168	XP_449565.1	NP_013963.1
OG0004169	XP_449567.1	NP_013965.1
OG0004170	XP_449570.1	NP_013966.1
OG0004171	XP_449571.1	NP_013967.1
OG0004172	XP_449572.2	NP_012797.1
OG0004173	XP_449573.1	NP_009751.1
OG0004174	XP_449574.1	NP_009752.3
OG0004175	XP_449575.1	NP_009753.3
OG0004176	XP_449576.1	NP_009754.1
OG0004177	XP_449577.1	NP_009756.1
OG0004178	XP_449578.1	NP_009757.1
OG0004179	XP_449579.1	NP_009759.3
OG0004180	XP_449580.1	NP_009760.1
OG0004181	XP_449582.1	NP_009761.4
OG0004182	XP_449583.1	NP_009762.2
OG0004183	XP_449584.1	NP_009763.2
OG0004184	XP_449586.1	NP_009766.4
OG0004185	XP_449587.1	NP_009767.1
OG0004186	XP_449588.1	NP_009722.3
OG0004187	XP_002999601.1	NP_009721.1
OG0004188	XP_449589.1	NP_009720.1
