Orthogroup	CBS138_protein	BG2_protein
OG0003565	XP_447451.1	QNG16144.1
OG0003566	XP_447452.1	QNG16145.1
OG0003567	XP_447453.1	QNG16146.1
OG0003568	XP_447454.1	QNG16147.1
OG0003569	XP_447455.1	QNG16148.1
OG0003570	XP_447456.1	QNG16149.1
OG0003571	XP_447457.1	QNG16150.1
OG0003572	XP_447459.1	QNG16152.1
OG0003573	XP_447462.1	QNG16155.1
OG0003574	XP_447463.1	QNG16156.1
OG0003575	XP_447464.1	QNG16157.1
OG0003576	XP_447465.1	QNG16158.1
OG0003577	XP_447466.1	QNG16159.1
OG0003578	XP_447467.1	QNG16160.1
OG0003579	XP_447468.1	QNG16161.1
OG0003580	XP_447470.1	QNG16163.1
OG0003581	XP_447472.1	QNG16166.1
OG0003582	XP_447473.1	QNG16167.1
OG0003583	XP_447474.1	QNG16168.1
OG0003584	XP_448820.1	QNG16169.1
OG0003585	XP_448821.1	QNG16170.1
OG0003586	XP_448822.1	QNG16171.1
OG0003587	XP_448823.1	QNG16172.1
OG0003588	XP_448825.1	QNG16174.1
OG0003589	XP_448826.1	QNG16175.1
OG0003590	XP_448827.1	QNG16176.1
OG0003591	XP_448829.1	QNG16178.1
OG0003592	XP_448830.1	QNG16179.1
OG0003593	XP_448831.1	QNG16180.1
OG0003594	XP_448833.1	QNG16182.1
OG0003595	XP_448834.1	QNG16183.1
OG0003596	XP_448835.1	QNG16184.1
OG0003597	XP_448837.1	QNG16186.1
OG0003598	XP_448838.1	QNG16187.1
OG0003599	XP_448839.1	QNG16188.1
OG0003600	XP_448840.1	QNG16189.1
OG0003601	XP_448842.1	QNG16191.1
OG0003602	XP_448843.1	QNG16192.1
OG0003603	XP_448844.1	QNG16193.1
OG0003604	XP_448845.1	QNG16194.1
OG0003605	XP_448846.1	QNG16195.1
OG0003606	XP_448848.1	QNG16197.1
OG0003607	XP_448849.1	QNG16200.1
OG0003608	XP_448850.1	QNG16201.1
OG0003609	XP_448853.1	QNG16204.1
OG0003610	XP_448854.1	QNG16205.1
OG0003611	XP_448855.1	QNG16206.1
OG0003612	XP_448856.1	QNG16207.1
OG0003613	XP_448857.1	QNG16208.1
OG0003614	XP_448858.1	QNG16209.1
OG0003615	XP_448859.1	QNG16210.1
OG0003616	XP_448860.1	QNG16211.1
OG0003617	XP_448861.1	QNG16212.1
OG0003618	XP_448862.1	QNG16213.1
OG0003619	XP_448863.1	QNG16214.1
OG0003620	XP_448864.1	QNG16215.1
OG0003621	XP_448865.1	QNG16216.1
OG0003622	XP_448866.1	QNG16217.1
OG0003623	XP_448867.1	QNG16218.1
OG0003624	XP_448868.2	QNG16219.1
OG0003625	XP_448869.1	QNG16220.1
OG0003626	XP_448870.1	QNG16221.1
OG0003627	XP_448871.1	QNG16222.1
OG0003628	XP_448872.1	QNG16223.1
OG0003629	XP_448873.1	QNG16224.1
OG0003630	XP_448874.1	QNG16225.1
OG0003631	XP_448875.1	QNG16226.1
OG0003632	XP_448877.1	QNG16228.1
OG0003633	XP_448878.1	QNG16229.1
OG0003634	XP_448879.1	QNG16230.1
OG0003635	XP_448881.1	QNG16232.1
OG0003636	XP_448882.1	QNG16233.1
OG0003637	XP_448883.1	QNG16234.1
OG0003638	XP_448884.1	QNG16235.1
OG0003639	XP_449150.1	QNG16236.1
OG0003640	XP_449149.1	QNG16237.1
OG0003641	XP_449147.1	QNG16240.1
OG0003642	XP_449146.1	QNG16241.1
OG0003643	XP_449143.1	QNG16244.1
OG0003644	XP_449142.1	QNG16245.1
OG0003645	XP_449141.1	QNG16246.1
OG0003646	XP_449140.1	QNG16247.1
OG0003647	XP_449139.1	QNG16248.1
OG0003648	XP_449138.1	QNG16249.1
OG0003649	XP_449137.1	QNG16250.1
OG0003650	XP_449136.1	QNG16251.1
OG0003651	XP_449135.1	QNG16252.1
OG0003652	XP_449134.1	QNG16253.1
OG0003653	XP_449133.1	QNG16254.1
OG0003654	XP_449132.1	QNG16255.1
OG0003655	XP_449131.1	QNG16256.1
OG0003656	XP_449130.1	QNG16257.1
OG0003657	XP_002999594.1	QNG16260.1
OG0003658	XP_002999593.1	QNG16263.1
OG0003659	XP_449126.1	QNG16264.1
OG0003660	XP_449125.1	QNG16265.1
OG0003661	XP_449122.1	QNG16269.1
OG0003662	XP_449121.1	QNG16270.1
OG0003663	XP_449120.1	QNG16271.1
OG0003664	XP_449119.1	QNG16272.1
OG0003665	XP_449118.1	QNG16273.1
OG0003666	XP_449117.1	QNG16274.1
OG0003667	XP_449116.1	QNG16275.1
OG0003668	XP_449114.1	QNG16277.1
OG0003669	XP_449113.1	QNG16278.1
OG0003670	XP_449112.1	QNG16279.1
OG0003671	XP_449111.1	QNG16280.1
OG0003672	XP_449110.1	QNG16281.1
OG0003673	XP_449109.1	QNG16282.1
OG0003674	XP_449104.1	QNG16286.1
OG0003675	XP_449102.1	QNG16288.1
OG0003676	XP_449101.1	QNG16289.1
OG0003677	XP_449100.1	QNG16290.1
OG0003678	XP_449099.1	QNG16291.1
OG0003679	XP_449098.1	QNG16292.1
OG0003680	XP_449097.1	QNG16293.1
OG0003681	XP_449096.1	QNG16294.1
OG0003682	XP_449095.1	QNG16295.1
OG0003683	XP_449094.1	QNG16296.1
OG0003684	XP_449093.1	QNG16297.1
OG0003685	XP_449092.1	QNG16298.1
OG0003686	XP_449088.1	QNG16302.1
OG0003687	XP_449087.1	QNG16303.1
OG0003688	XP_449086.1	QNG16304.1
OG0003689	XP_449085.1	QNG16305.1
OG0003690	XP_449084.1	QNG16306.1
OG0003691	XP_449083.1	QNG16307.1
OG0003692	XP_449082.1	QNG16308.1
OG0003693	XP_449081.1	QNG16309.1
OG0003694	XP_449080.1	QNG16310.1
OG0003695	XP_449079.1	QNG16311.1
OG0003696	XP_449078.1	QNG16312.1
OG0003697	XP_449077.1	QNG16313.1
OG0003698	XP_449073.1	QNG16317.1
OG0003699	XP_449072.1	QNG16318.1
OG0003700	XP_449070.1	QNG16320.1
OG0003701	XP_449069.1	QNG16321.1
OG0003702	XP_449066.1	QNG16324.1
OG0003703	XP_449064.1	QNG16326.1
OG0003704	XP_449063.1	QNG16327.1
OG0003705	XP_449062.2	QNG16328.1
OG0003706	XP_449060.1	QNG16329.1
OG0003707	XP_449059.1	QNG16330.1
OG0003708	XP_449058.2	QNG16331.1
OG0003709	XP_449057.1	QNG16332.1
OG0003710	XP_449056.1	QNG16333.1
OG0003711	XP_002999592.1	QNG16337.1
OG0003712	XP_449052.1	QNG16338.1
OG0003713	XP_449051.1	QNG16339.1
OG0003714	XP_449050.1	QNG16340.1
OG0003715	XP_449049.1	QNG16341.1
OG0003716	XP_449047.1	QNG16343.1
OG0003717	XP_449045.1	QNG16345.1
OG0003718	XP_449044.1	QNG16346.1
OG0003719	XP_449043.1	QNG16347.1
OG0003720	XP_449042.1	QNG16348.1
OG0003721	XP_449041.1	QNG16349.1
OG0003722	XP_449040.1	QNG16350.1
OG0003723	XP_449038.1	QNG16352.1
OG0003724	XP_449037.1	QNG16353.1
OG0003725	XP_449036.1	QNG16354.1
OG0003726	XP_449034.1	QNG16356.1
OG0003727	XP_449033.1	QNG16357.1
OG0003728	XP_449032.1	QNG16358.1
OG0003729	XP_449031.1	QNG16359.1
OG0003730	XP_449030.1	QNG16360.1
OG0003731	XP_449029.1	QNG16361.1
OG0003732	XP_449024.1	QNG16365.1
OG0003733	XP_449023.1	QNG16366.1
OG0003734	XP_449020.1	QNG16369.1
OG0003735	XP_002999591.1	QNG16370.1
OG0003736	XP_449019.1	QNG16371.1
OG0003737	XP_449018.1	QNG16372.1
OG0003738	XP_449017.1	QNG16373.1
OG0003739	XP_449016.1	QNG16374.1
OG0003740	XP_449015.1	QNG16375.1
OG0003741	XP_449014.1	QNG16376.1
OG0003742	XP_449013.1	QNG16377.1
OG0003743	XP_449012.1	QNG16378.1
OG0003744	XP_449010.1	QNG16380.1
OG0003745	XP_449009.1	QNG16381.1
OG0003746	XP_449008.1	QNG16382.1
OG0003747	XP_449007.1	QNG16383.1
OG0003748	XP_449005.1	QNG16384.1
OG0003749	XP_449004.1	QNG16385.1
OG0003750	XP_449003.1	QNG16386.1
OG0003751	XP_449002.1	QNG16387.1
OG0003752	XP_448999.1	QNG16389.1
OG0003753	XP_448997.1	QNG16391.1
OG0003754	XP_448996.1	QNG16392.1
OG0003755	XP_448995.1	QNG16393.1
OG0003756	XP_448994.1	QNG16394.1
OG0003757	XP_448993.1	QNG16395.1
OG0003758	XP_448991.1	QNG16397.1
OG0003759	XP_448990.1	QNG16398.1
OG0003760	XP_448988.1	QNG16400.1
OG0003761	XP_448987.1	QNG16401.1
OG0003762	XP_448985.1	QNG16404.1
OG0003763	XP_448984.1	QNG16405.1
OG0003764	XP_448983.1	QNG16406.1
OG0003765	XP_448982.1	QNG16407.1
OG0003766	XP_448981.1	QNG16408.1
OG0003767	XP_448980.1	QNG16409.1
OG0003768	XP_448979.1	QNG16410.1
OG0003769	XP_448978.1	QNG16411.1
OG0003770	XP_448977.1	QNG16412.1
OG0003771	XP_448976.1	QNG16413.1
OG0003772	XP_448972.1	QNG16417.1
OG0003773	XP_448970.1	QNG16419.1
OG0003774	XP_448969.1	QNG16420.1
OG0003775	XP_448968.1	QNG16421.1
OG0003776	XP_448967.1	QNG16422.1
OG0003777	XP_448965.1	QNG16424.1
OG0003778	XP_448964.1	QNG16425.1
OG0003779	XP_002999588.1	QNG16426.1
OG0003780	XP_448963.1	QNG16427.1
OG0003781	XP_448962.1	QNG16428.1
OG0003782	XP_448960.1	QNG16430.1
OG0003783	XP_448959.1	QNG16431.1
OG0003784	XP_448958.1	QNG16432.1
OG0003785	XP_448957.1	QNG16433.1
OG0003786	XP_448956.1	QNG16434.1
OG0003787	XP_448955.1	QNG16435.1
OG0003788	XP_448954.1	QNG16436.1
OG0003789	XP_448953.1	QNG16437.1
OG0003790	XP_448952.1	QNG16438.1
OG0003791	XP_448951.1	QNG16439.1
OG0003792	XP_448949.1	QNG16441.1
OG0003793	XP_448948.1	QNG16442.1
OG0003794	XP_448945.1	QNG16445.1
OG0003795	XP_448944.1	QNG16446.1
OG0003796	XP_448942.1	QNG16448.1
OG0003797	XP_448941.1	QNG16449.1
OG0003798	XP_448940.1	QNG16450.1
OG0003799	XP_448939.1	QNG16451.1
OG0003800	XP_448938.1	QNG16452.1
OG0003801	XP_448937.1	QNG16453.1
OG0003802	XP_448936.1	QNG16454.1
OG0003803	XP_448935.1	QNG16455.1
OG0003804	XP_448933.1	QNG16457.1
OG0003805	XP_448932.1	QNG16458.1
OG0003806	XP_448931.1	QNG16459.1
OG0003807	XP_448929.1	QNG16461.1
OG0003808	XP_448928.1	QNG16462.1
OG0003809	XP_448927.1	QNG16463.1
OG0003810	XP_448926.1	QNG16464.1
OG0003811	XP_448925.1	QNG16465.1
OG0003812	XP_448924.1	QNG16466.1
OG0003813	XP_448923.1	QNG16467.1
OG0003814	XP_448922.1	QNG16468.1
OG0003815	XP_448921.1	QNG16469.1
OG0003816	XP_448919.1	QNG16470.1
OG0003817	XP_448918.1	QNG16471.1
OG0003818	XP_448917.1	QNG16472.1
OG0003819	XP_448916.1	QNG16473.1
OG0003820	XP_448914.1	QNG16475.1
OG0003821	XP_448913.1	QNG16476.1
OG0003822	XP_448912.1	QNG16477.1
OG0003823	XP_448910.1	QNG16479.1
OG0003824	XP_448909.1	QNG16480.1
OG0003825	XP_448908.1	QNG16481.1
OG0003826	XP_448907.1	QNG16482.1
OG0003827	XP_448906.1	QNG16483.1
OG0003828	XP_448905.1	QNG16484.1
OG0003829	XP_448904.1	QNG16485.1
OG0003830	XP_448903.1	QNG16486.1
OG0003831	XP_448902.1	QNG16487.1
OG0003832	XP_448899.1	QNG16490.1
OG0003833	XP_448897.1	QNG16492.1
OG0003834	XP_448896.1	QNG16493.1
OG0003835	XP_448895.1	QNG16494.1
OG0003836	XP_448894.1	QNG16495.1
OG0003837	XP_448893.1	QNG16496.1
OG0003838	XP_002999587.1	QNG16497.1
OG0003839	XP_448892.1	QNG16498.1
OG0003840	XP_448891.1	QNG16499.1
OG0003841	XP_448890.1	QNG16500.1
OG0003842	XP_448889.1	QNG16501.1
OG0003843	XP_448888.1	QNG16502.1
OG0003844	XP_448887.1	QNG16503.1
OG0003845	XP_448886.1	QNG16504.1
OG0003846	XP_449152.1	QNG16507.1
OG0003847	XP_449153.1	QNG16508.1
OG0003848	XP_449154.1	QNG16509.1
OG0003849	XP_449155.1	QNG16510.1
OG0003850	XP_449156.1	QNG16511.1
OG0003851	XP_449157.1	QNG16512.1
OG0003852	XP_449158.1	QNG16513.1
OG0003853	XP_449159.1	QNG16514.1
OG0003854	XP_449160.1	QNG16515.1
OG0003855	XP_449161.1	QNG16516.1
OG0003856	XP_449162.1	QNG16517.1
OG0003857	XP_449163.1	QNG16518.1
OG0003858	XP_449165.1	QNG16520.1
OG0003859	XP_449166.1	QNG16521.1
OG0003860	XP_449167.1	QNG16522.1
OG0003861	XP_449168.1	QNG16523.1
OG0003862	XP_449169.1	QNG16524.1
OG0003863	XP_449170.1	QNG16525.1
OG0003864	XP_449171.1	QNG16526.1
OG0003865	XP_449172.1	QNG16527.1
OG0003866	XP_449173.1	QNG16528.1
OG0003867	XP_449174.1	QNG16529.1
OG0003868	XP_449176.1	QNG16531.1
OG0003869	XP_449177.1	QNG16532.1
OG0003870	XP_449179.1	QNG16534.1
OG0003871	XP_449180.1	QNG16535.1
OG0003872	XP_449181.1	QNG16536.1
OG0003873	XP_449184.1	QNG16539.1
OG0003874	XP_449185.1	QNG16540.1
OG0003875	XP_449186.1	QNG16541.1
OG0003876	XP_449188.1	QNG16543.1
OG0003877	XP_449189.1	QNG16544.1
OG0003878	XP_449190.1	QNG16545.1
OG0003879	XP_449191.1	QNG16546.1
OG0003880	XP_449192.1	QNG16547.1
OG0003881	XP_449193.1	QNG16548.1
OG0003882	XP_449194.1	QNG16549.1
OG0003883	XP_449195.1	QNG16550.1
OG0003884	XP_449196.1	QNG16551.1
OG0003885	XP_449197.1	QNG16552.1
OG0003886	XP_449198.1	QNG16553.1
OG0003887	XP_449199.1	QNG16554.1
OG0003888	XP_449201.1	QNG16556.1
OG0003889	XP_449202.1	QNG16557.1
OG0003890	XP_449205.1	QNG16560.1
OG0003891	XP_002999596.1	QNG16561.1
OG0003892	XP_449206.1	QNG16562.1
OG0003893	XP_449208.1	QNG16565.1
OG0003894	XP_449209.1	QNG16566.1
OG0003895	XP_449210.1	QNG16567.1
OG0003896	XP_449211.1	QNG16568.1
OG0003897	XP_449213.1	QNG16570.1
OG0003898	XP_449214.1	QNG16571.1
OG0003899	XP_449215.1	QNG16572.1
OG0003900	XP_449216.1	QNG16573.1
OG0003901	XP_449217.1	QNG16574.1
OG0003902	XP_449218.1	QNG16575.1
OG0003903	XP_449219.1	QNG16576.1
OG0003904	XP_449220.1	QNG16577.1
OG0003905	XP_449221.1	QNG16578.1
OG0003906	XP_449223.1	QNG16580.1
OG0003907	XP_449224.1	QNG16581.1
OG0003908	XP_449225.1	QNG16582.1
OG0003909	XP_449226.1	QNG16583.1
OG0003910	XP_449228.1	QNG16585.1
OG0003911	XP_449229.1	QNG16586.1
OG0003912	XP_449231.1	QNG16588.1
OG0003913	XP_449232.1	QNG16589.1
OG0003914	XP_449233.1	QNG16590.1
OG0003915	XP_449234.1	QNG16591.1
OG0003916	XP_449237.1	QNG16594.1
OG0003917	XP_449238.1	QNG16595.1
OG0003918	XP_449239.1	QNG16596.1
OG0003919	XP_449240.1	QNG16597.1
OG0003920	XP_449241.1	QNG16598.1
OG0003921	XP_449242.1	QNG16599.1
OG0003922	XP_449243.1	QNG16600.1
OG0003923	XP_449244.1	QNG16601.1
OG0003924	XP_449245.1	QNG16602.1
OG0003925	XP_449246.1	QNG16603.1
OG0003926	XP_449247.1	QNG16604.1
OG0003927	XP_449248.1	QNG16605.1
OG0003928	XP_449249.1	QNG16606.1
OG0003929	XP_449250.1	QNG16607.1
OG0003930	XP_449251.1	QNG16608.1
OG0003931	XP_449252.1	QNG16609.1
OG0003932	XP_449253.1	QNG16610.1
OG0003933	XP_449254.1	QNG16611.1
OG0003934	XP_449255.1	QNG16612.1
OG0003935	XP_449256.1	QNG16613.1
OG0003936	XP_449257.1	QNG16614.1
OG0003937	XP_449259.1	QNG16616.1
OG0003938	XP_449260.1	QNG16617.1
OG0003939	XP_449261.1	QNG16618.1
OG0003940	XP_449262.1	QNG16619.1
OG0003941	XP_449264.1	QNG16621.1
OG0003942	XP_449265.1	QNG16622.1
OG0003943	XP_449269.1	QNG16626.1
OG0003944	XP_449270.1	QNG16627.1
OG0003945	XP_449272.1	QNG16629.1
OG0003946	XP_449273.1	QNG16630.1
OG0003947	XP_449274.1	QNG16631.1
OG0003948	XP_449275.1	QNG16632.1
OG0003949	XP_449276.1	QNG16633.1
OG0003950	XP_449277.1	QNG16634.1
OG0003951	XP_449278.1	QNG16635.1
OG0003952	XP_449279.1	QNG16636.1
OG0003953	XP_449280.1	QNG16637.1
OG0003954	XP_449282.1	QNG16639.1
OG0003955	XP_449283.1	QNG16640.1
OG0003956	XP_449285.1	QNG16642.1
OG0003957	XP_449286.1	QNG16643.1
OG0003958	XP_449287.1	QNG16644.1
OG0003959	XP_449288.1	QNG16645.1
OG0003960	XP_449290.1	QNG16647.1
OG0003961	XP_449291.1	QNG16648.1
OG0003962	XP_449293.1	QNG16650.1
OG0003963	XP_449294.1	QNG16651.1
OG0003964	XP_449295.1	QNG16652.1
OG0003965	XP_449296.1	QNG16653.1
OG0003966	XP_449297.1	QNG16654.1
OG0003967	XP_449298.1	QNG16655.1
OG0003968	XP_449299.1	QNG16656.1
OG0003969	XP_449300.1	QNG16657.1
OG0003970	XP_449301.1	QNG16658.1
OG0003971	XP_449302.1	QNG16659.1
OG0003972	XP_449303.1	QNG16660.1
OG0003973	XP_449306.1	QNG16663.1
OG0003974	XP_449307.1	QNG16664.1
OG0003975	XP_449308.1	QNG16665.1
OG0003976	XP_449310.1	QNG16667.1
OG0003977	XP_449315.1	QNG16670.1
OG0003978	XP_449316.1	QNG16671.1
OG0003979	XP_449317.1	QNG16672.1
OG0003980	XP_449318.1	QNG16673.1
OG0003981	XP_449319.1	QNG16674.1
OG0003982	XP_449320.1	QNG16675.1
OG0003983	XP_449321.1	QNG16676.1
OG0003984	XP_449322.1	QNG16677.1
OG0003985	XP_449324.1	QNG16679.1
OG0003986	XP_449325.1	QNG16680.1
OG0003987	XP_449326.1	QNG16681.1
OG0003988	XP_449327.1	QNG16682.1
OG0003989	XP_449328.1	QNG16683.1
OG0003990	XP_449332.1	QNG16687.1
OG0003991	XP_449333.1	QNG16688.1
OG0003992	XP_449334.1	QNG16689.1
OG0003993	XP_449335.1	QNG16690.1
OG0003994	XP_449336.1	QNG16691.1
OG0003995	XP_449338.1	QNG16693.1
OG0003996	XP_449339.1	QNG16694.1
OG0003997	XP_449341.1	QNG16696.1
OG0003998	XP_449342.1	QNG16697.1
OG0003999	XP_449343.1	QNG16698.1
OG0004000	XP_449344.1	QNG16699.1
OG0004001	XP_449347.1	QNG16702.1
OG0004002	XP_449353.1	QNG16711.1
OG0004003	XP_449354.1	QNG16712.1
OG0004004	XP_449355.1	QNG16713.1
OG0004005	XP_449356.1	QNG16714.1
OG0004006	XP_449357.1	QNG16715.1
OG0004007	XP_449359.1	QNG16717.1
OG0004008	XP_449360.1	QNG16718.1
OG0004009	XP_449361.1	QNG16719.1
OG0004010	XP_449362.1	QNG16720.1
OG0004011	XP_449363.1	QNG16721.1
OG0004012	XP_449364.1	QNG16722.1
OG0004013	XP_449365.1	QNG16723.1
OG0004014	XP_449366.1	QNG16724.1
OG0004015	XP_449367.1	QNG16725.1
OG0004016	XP_449368.1	QNG16726.1
OG0004017	XP_449370.1	QNG16728.1
OG0004018	XP_449372.1	QNG16730.1
OG0004019	XP_449374.1	QNG16732.1
OG0004020	XP_449375.1	QNG16733.1
OG0004021	XP_449377.2	QNG16735.1
OG0004022	XP_449378.1	QNG16736.1
OG0004023	XP_449382.1	QNG16740.1
OG0004024	XP_449383.1	QNG16741.1
OG0004025	XP_002999599.1	QNG16742.1
OG0004026	XP_449384.1	QNG16743.1
OG0004027	XP_449385.1	QNG16744.1
OG0004028	XP_449386.1	QNG16745.1
OG0004029	XP_449387.1	QNG16746.1
OG0004030	XP_449388.1	QNG16747.1
OG0004031	XP_449389.1	QNG16748.1
OG0004032	XP_449390.1	QNG16749.1
OG0004033	XP_449391.1	QNG16750.1
OG0004034	XP_449392.1	QNG16751.1
OG0004035	XP_449393.1	QNG16752.1
OG0004036	XP_449394.1	QNG16753.1
OG0004037	XP_449395.1	QNG16754.1
OG0004038	XP_449396.1	QNG16755.1
OG0004039	XP_449397.1	QNG16756.1
OG0004040	XP_449398.1	QNG16757.1
OG0004041	XP_449399.1	QNG16758.1
OG0004042	XP_449400.1	QNG16759.1
OG0004043	XP_449401.1	QNG16760.1
OG0004044	XP_449402.1	QNG16761.1
OG0004045	XP_449403.1	QNG16762.1
OG0004046	XP_449404.1	QNG16763.1
OG0004047	XP_449406.1	QNG16765.1
OG0004048	XP_449407.1	QNG16766.1
OG0004049	XP_449408.1	QNG16767.1
OG0004050	XP_449409.1	QNG16768.1
OG0004051	XP_449410.1	QNG16769.1
OG0004052	XP_449411.1	QNG16770.1
OG0004053	XP_449412.1	QNG16771.1
OG0004054	XP_449413.1	QNG16772.1
OG0004055	XP_449414.1	QNG16773.1
OG0004056	XP_449415.1	QNG16774.1
OG0004057	XP_449416.1	QNG16775.1
OG0004058	XP_449417.1	QNG16776.1
OG0004059	XP_449420.1	QNG16779.1
OG0004060	XP_449423.1	QNG16782.1
OG0004061	XP_449425.1	QNG16784.1
OG0004062	XP_449427.1	QNG16786.1
OG0004063	XP_449429.1	QNG16788.1
OG0004064	XP_449430.1	QNG16789.1
OG0004065	XP_449431.1	QNG16790.1
OG0004066	XP_449432.1	QNG16791.1
OG0004067	XP_449433.1	QNG16792.1
OG0004068	XP_449434.1	QNG16793.1
OG0004069	XP_449435.1	QNG16794.1
OG0004070	XP_449436.1	QNG16795.1
OG0004071	XP_449437.1	QNG16796.1
OG0004072	XP_449438.1	QNG16797.1
OG0004073	XP_449439.1	QNG16798.1
OG0004074	XP_449440.1	QNG16799.1
OG0004075	XP_449441.1	QNG16800.1
OG0004076	XP_449442.1	QNG16801.1
OG0004077	XP_449443.1	QNG16802.1
OG0004078	XP_449444.1	QNG16803.1
OG0004079	XP_449445.1	QNG16804.1
OG0004080	XP_449446.1	QNG16805.1
OG0004081	XP_449448.1	QNG16807.1
OG0004082	XP_449449.1	QNG16808.1
OG0004083	XP_449450.1	QNG16809.1
OG0004084	XP_449451.1	QNG16810.1
OG0004085	XP_449453.1	QNG16812.1
OG0004086	XP_449459.1	QNG16817.1
OG0004087	XP_449461.1	QNG16819.1
OG0004088	XP_449462.1	QNG16820.1
OG0004089	XP_449463.1	QNG16821.1
OG0004090	XP_449464.1	QNG16822.1
OG0004091	XP_449465.1	QNG16823.1
OG0004092	XP_449466.1	QNG16824.1
OG0004093	XP_449467.1	QNG16825.1
OG0004094	XP_449468.1	QNG16826.1
OG0004095	XP_449469.1	QNG16827.1
OG0004096	XP_449471.1	QNG16829.1
OG0004097	XP_449474.1	QNG16832.1
OG0004098	XP_449475.1	QNG16833.1
OG0004099	XP_449476.1	QNG16834.1
OG0004100	XP_449478.1	QNG16836.1
OG0004101	XP_449479.1	QNG16837.1
OG0004102	XP_449480.1	QNG16838.1
OG0004103	XP_449481.1	QNG16839.1
OG0004104	XP_449482.1	QNG16840.1
OG0004105	XP_449486.1	QNG16844.1
OG0004106	XP_449487.1	QNG16845.1
OG0004107	XP_449488.1	QNG16846.1
OG0004108	XP_449489.1	QNG16847.1
OG0004109	XP_449490.1	QNG16848.1
OG0004110	XP_449491.1	QNG16850.1
OG0004111	XP_449492.1	QNG16851.1
OG0004112	XP_449493.1	QNG16852.1
OG0004113	XP_449494.1	QNG16854.1
OG0004114	XP_449495.1	QNG16855.1
OG0004115	XP_449498.1	QNG16858.1
OG0004116	XP_449499.1	QNG16859.1
OG0004117	XP_449500.1	QNG16860.1
OG0004118	XP_449501.1	QNG16861.1
OG0004119	XP_449502.1	QNG16862.1
OG0004120	XP_449503.1	QNG16863.1
OG0004121	XP_449505.1	QNG16865.1
OG0004122	XP_449506.1	QNG16866.1
OG0004123	XP_449507.1	QNG16867.1
OG0004124	XP_449512.1	QNG16872.1
OG0004125	XP_449513.1	QNG16873.1
OG0004126	XP_449514.1	QNG16874.1
OG0004127	XP_449515.1	QNG16875.1
OG0004128	XP_449516.1	QNG16876.1
OG0004129	XP_449517.1	QNG16877.1
OG0004130	XP_449518.1	QNG16878.1
OG0004131	XP_449519.1	QNG16879.1
OG0004132	XP_449520.1	QNG16880.1
OG0004133	XP_449521.1	QNG16881.1
OG0004134	XP_449522.1	QNG16882.1
OG0004135	XP_449523.1	QNG16883.1
OG0004136	XP_449524.1	QNG16884.1
OG0004137	XP_449525.1	QNG16885.1
OG0004138	XP_449526.1	QNG16886.1
OG0004139	XP_449527.1	QNG16887.1
OG0004140	XP_449528.1	QNG16888.1
OG0004141	XP_449530.1	QNG16890.1
OG0004142	XP_449531.1	QNG16891.1
OG0004143	XP_449532.1	QNG16892.1
OG0004144	XP_449533.1	QNG16893.1
OG0004145	XP_449535.1	QNG16895.1
OG0004146	XP_449536.1	QNG16896.1
OG0004147	XP_449538.1	QNG16898.1
OG0004148	XP_449539.1	QNG16899.1
OG0004149	XP_449540.1	QNG16900.1
OG0004150	XP_449541.1	QNG16901.1
OG0004151	XP_449542.1	QNG16902.1
OG0004152	XP_449543.1	QNG16903.1
OG0004153	XP_449544.1	QNG16904.1
OG0004154	XP_449547.1	QNG16907.1
OG0004155	XP_449548.1	QNG16908.1
OG0004156	XP_449549.1	QNG16910.1
OG0004157	XP_449550.1	QNG16911.1
OG0004158	XP_449551.1	QNG16912.1
OG0004159	XP_449552.1	QNG16913.1
OG0004160	XP_449553.1	QNG16914.1
OG0004161	XP_449554.1	QNG16915.1
OG0004162	XP_449555.1	QNG16916.1
OG0004163	XP_449557.1	QNG16918.1
OG0004164	XP_449560.1	QNG16921.1
OG0004165	XP_449561.1	QNG16922.1
OG0004166	XP_449563.1	QNG16924.1
OG0004167	XP_449564.1	QNG16925.1
OG0004168	XP_449565.1	QNG16926.1
OG0004169	XP_449567.1	QNG16928.1
OG0004170	XP_449570.1	QNG16931.1
OG0004171	XP_449571.1	QNG16932.1
OG0004172	XP_449572.2	QNG16933.1
OG0004173	XP_449573.1	QNG16934.1
OG0004174	XP_449574.1	QNG16935.1
OG0004175	XP_449575.1	QNG16936.1
OG0004176	XP_449576.1	QNG16937.1
OG0004177	XP_449577.1	QNG16938.1
OG0004178	XP_449578.1	QNG16939.1
OG0004179	XP_449579.1	QNG16940.1
OG0004180	XP_449580.1	QNG16941.1
OG0004181	XP_449582.1	QNG16943.1
OG0004182	XP_449583.1	QNG16944.1
OG0004183	XP_449584.1	QNG16945.1
OG0004184	XP_449586.1	QNG16947.1
OG0004185	XP_449587.1	QNG16948.1
OG0004186	XP_449588.1	QNG16949.1
OG0004187	XP_002999601.1	QNG16950.1
OG0004188	XP_449589.1	QNG16951.1
OG0004189	XP_449591.1	QNG16953.1
OG0004190	XP_449592.1	QNG16954.1
OG0004191	XP_449593.1	QNG16955.1
OG0004192	XP_449594.1	QNG16956.1
OG0004193	XP_449595.1	QNG16957.1
OG0004194	XP_449596.1	QNG16958.1
OG0004195	XP_449597.1	QNG16959.1
OG0004196	XP_449601.1	QNG16963.1
OG0004197	XP_449602.1	QNG16964.1
OG0004198	XP_449604.1	QNG16966.1
