Orthogroup	BG2_protein	sacCer_protein
OG0003558	QNG16135.1	NP_009409.1
OG0003559	QNG16136.1	NP_009408.3
OG0003560	QNG16137.1	NP_009573.1
OG0003561	QNG16138.1	NP_010272.1
OG0003562	QNG16139.1	NP_009571.1
OG0003563	QNG16141.1	NP_010276.3
OG0003564	QNG16142.1	NP_009600.2
OG0003565	QNG16144.1	NP_009597.2
OG0003566	QNG16145.1	NP_009596.1
OG0003567	QNG16146.1	NP_009595.1
OG0003568	QNG16147.1	NP_009591.1
OG0003569	QNG16148.1	NP_009590.1
OG0003570	QNG16149.1	NP_009585.1
OG0003571	QNG16150.1	NP_009592.1
OG0003572	QNG16152.1	NP_009594.1
OG0003573	QNG16155.1	NP_010277.1
OG0003574	QNG16156.1	NP_011020.3
OG0003575	QNG16157.1	NP_011019.1
OG0003576	QNG16158.1	NP_011018.1
OG0003577	QNG16159.1	NP_011017.3
OG0003578	QNG16160.1	NP_011015.3
OG0003579	QNG16161.1	NP_011014.1
OG0003580	QNG16163.1	NP_011012.3
OG0003581	QNG16166.1	NP_011010.1
OG0003582	QNG16167.1	NP_011009.1
OG0003583	QNG16168.1	NP_010107.1
OG0003584	QNG16169.1	NP_010108.1
OG0003585	QNG16170.1	NP_010110.1
OG0003586	QNG16171.1	NP_010113.1
OG0003587	QNG16172.1	NP_010866.1
OG0003588	QNG16174.1	NP_010870.1
OG0003589	QNG16175.1	NP_010871.3
OG0003590	QNG16176.1	NP_010872.1
OG0003591	QNG16178.1	NP_010876.2
OG0003592	QNG16179.1	NP_010877.3
OG0003593	QNG16180.1	NP_010878.1
OG0003594	QNG16182.1	NP_010882.1
OG0003595	QNG16183.1	NP_010883.3
OG0003596	QNG16184.1	NP_013667.1
OG0003597	QNG16186.1	NP_013664.1
OG0003598	QNG16187.1	NP_013663.1
OG0003599	QNG16188.1	NP_013662.1
OG0003600	QNG16189.1	NP_013660.1
OG0003601	QNG16191.1	NP_012338.1
OG0003602	QNG16192.1	NP_012862.1
OG0003603	QNG16193.1	NP_012877.1
OG0003604	QNG16194.1	NP_012878.1
OG0003605	QNG16195.1	NP_012879.1
OG0003606	QNG16197.1	NP_012882.3
OG0003607	QNG16200.1	NP_012883.1
OG0003608	QNG16201.1	NP_012884.3
OG0003609	QNG16204.1	NP_012889.3
OG0003610	QNG16205.1	NP_012890.1
OG0003611	QNG16206.1	NP_012891.4
OG0003612	QNG16207.1	NP_012892.1
OG0003613	QNG16208.1	NP_012893.3
OG0003614	QNG16209.1	NP_012896.1
OG0003615	QNG16210.1	NP_012897.3
OG0003616	QNG16211.1	NP_009850.1
OG0003617	QNG16212.1	NP_009849.1
OG0003618	QNG16213.1	NP_009848.4
OG0003619	QNG16214.1	NP_009847.4
OG0003620	QNG16215.1	NP_012934.1
OG0003621	QNG16216.1	NP_012933.4
OG0003622	QNG16217.1	NP_012932.1
OG0003623	QNG16218.1	NP_012931.4
OG0003624	QNG16219.1	NP_012929.4
OG0003625	QNG16220.1	NP_012927.3
OG0003626	QNG16221.1	NP_012926.1
OG0003627	QNG16222.1	NP_012925.3
OG0003628	QNG16223.1	NP_010915.1
OG0003629	QNG16224.1	NP_010914.3
OG0003630	QNG16225.1	NP_010913.2
OG0003631	QNG16226.1	NP_010911.3
OG0003632	QNG16228.1	NP_010909.1
OG0003633	QNG16229.1	NP_010907.3
OG0003634	QNG16230.1	NP_012863.1
OG0003635	QNG16232.1	NP_012105.1
OG0003636	QNG16233.1	NP_013026.2
OG0003637	QNG16234.1	NP_013025.3
OG0003638	QNG16235.1	NP_012072.3
OG0003639	QNG16236.1	NP_012071.1
OG0003640	QNG16237.1	NP_012070.3
OG0003641	QNG16240.1	NP_015473.1
OG0003642	QNG16241.1	NP_015474.1
OG0003643	QNG16244.1	NP_015477.1
OG0003644	QNG16245.1	NP_015478.1
OG0003645	QNG16246.1	NP_015479.2
OG0003646	QNG16247.1	NP_012129.1
OG0003647	QNG16248.1	NP_014320.1
OG0003648	QNG16249.1	NP_012127.1
OG0003649	QNG16250.1	NP_012126.1
OG0003650	QNG16251.1	NP_012124.1
OG0003651	QNG16252.1	NP_012123.1
OG0003652	QNG16253.1	NP_009965.2
OG0003653	QNG16254.1	NP_009964.2
OG0003654	QNG16255.1	NP_009963.1
OG0003655	QNG16256.1	NP_009962.2
OG0003656	QNG16257.1	NP_009961.2
OG0003657	QNG16260.1	NP_012346.1
OG0003658	QNG16263.1	NP_009958.2
OG0003659	QNG16264.1	NP_009957.1
OG0003660	QNG16265.1	NP_009953.1
OG0003661	QNG16269.1	NP_009948.1
OG0003662	QNG16270.1	NP_009947.1
OG0003663	QNG16271.1	NP_009946.1
OG0003664	QNG16272.1	NP_009943.2
OG0003665	QNG16273.1	NP_009942.2
OG0003666	QNG16274.1	NP_009934.1
OG0003667	QNG16275.1	NP_009935.1
OG0003668	QNG16277.1	NP_009937.2
OG0003669	QNG16278.1	NP_009938.2
OG0003670	QNG16279.1	NP_009940.2
OG0003671	QNG16280.1	NP_015057.1
OG0003672	QNG16281.1	NP_013710.1
OG0003673	QNG16282.1	NP_013712.1
OG0003674	QNG16286.1	NP_009623.1
OG0003675	QNG16288.1	NP_009621.3
OG0003676	QNG16289.1	NP_010177.1
OG0003677	QNG16290.1	NP_010178.1
OG0003678	QNG16291.1	NP_010179.1
OG0003679	QNG16292.1	NP_010180.1
OG0003680	QNG16293.1	NP_010181.2
OG0003681	QNG16294.1	NP_010182.1
OG0003682	QNG16295.1	NP_010183.1
OG0003683	QNG16296.1	NP_010184.1
OG0003684	QNG16297.1	NP_010185.1
OG0003685	QNG16298.1	NP_010186.1
OG0003686	QNG16302.1	NP_010191.1
OG0003687	QNG16303.1	NP_010192.1
OG0003688	QNG16304.1	NP_010193.1
OG0003689	QNG16305.1	NP_010194.1
OG0003690	QNG16306.1	NP_010195.1
OG0003691	QNG16307.1	NP_010196.1
OG0003692	QNG16308.1	NP_015292.1
OG0003693	QNG16309.1	NP_015291.1
OG0003694	QNG16310.1	NP_010197.1
OG0003695	QNG16311.1	NP_013866.1
OG0003696	QNG16312.1	NP_075208.1
OG0003697	QNG16313.1	NP_010199.1
OG0003698	QNG16317.1	NP_013859.1
OG0003699	QNG16318.1	NP_010205.1
OG0003700	QNG16320.1	NP_009701.3
OG0003701	QNG16321.1	NP_009704.1
OG0003702	QNG16324.1	NP_011750.1
OG0003703	QNG16326.1	NP_011749.3
OG0003704	QNG16327.1	NP_011748.3
OG0003705	QNG16328.1	NP_011741.5
OG0003706	QNG16329.1	NP_011743.2
OG0003707	QNG16330.1	NP_011745.1
OG0003708	QNG16331.1	NP_011746.3
OG0003709	QNG16332.1	NP_011747.2
OG0003710	QNG16333.1	NP_010416.1
OG0003711	QNG16337.1	NP_796378.3
OG0003712	QNG16338.1	NP_010390.3
OG0003713	QNG16339.1	NP_010388.1
OG0003714	QNG16340.1	NP_010386.1
OG0003715	QNG16341.1	NP_010385.3
OG0003716	QNG16343.1	NP_061491.1
OG0003717	QNG16345.1	NP_011324.1
OG0003718	QNG16346.1	NP_011325.1
OG0003719	QNG16347.1	NP_011328.1
OG0003720	QNG16348.1	NP_011329.1
OG0003721	QNG16349.1	NP_011330.1
OG0003722	QNG16350.1	NP_011331.3
OG0003723	QNG16352.1	NP_011332.2
OG0003724	QNG16353.1	NP_011334.1
OG0003725	QNG16354.1	NP_011335.1
OG0003726	QNG16356.1	NP_011337.1
OG0003727	QNG16357.1	NP_011339.1
OG0003728	QNG16358.1	NP_011340.1
OG0003729	QNG16359.1	NP_011341.3
OG0003730	QNG16360.1	NP_011342.1
OG0003731	QNG16361.1	NP_011343.1
OG0003732	QNG16365.1	NP_012403.1
OG0003733	QNG16366.1	NP_012404.1
OG0003734	QNG16369.1	NP_012407.2
OG0003735	QNG16370.1	NP_878103.1
OG0003736	QNG16371.1	NP_012408.1
OG0003737	QNG16372.1	NP_012409.1
OG0003738	QNG16373.1	NP_012410.1
OG0003739	QNG16374.1	NP_012411.1
OG0003740	QNG16375.1	NP_012412.1
OG0003741	QNG16376.1	NP_012413.1
OG0003742	QNG16377.1	NP_012414.1
OG0003743	QNG16378.1	NP_012418.1
OG0003744	QNG16380.1	NP_012420.1
OG0003745	QNG16381.1	NP_012912.1
OG0003746	QNG16382.1	NP_012913.3
OG0003747	QNG16383.1	NP_012914.1
OG0003748	QNG16384.1	NP_012835.1
OG0003749	QNG16385.1	NP_012836.1
OG0003750	QNG16386.1	NP_012837.1
OG0003751	QNG16387.1	NP_012838.1
OG0003752	QNG16389.1	NP_012841.1
OG0003753	QNG16391.1	NP_012843.1
OG0003754	QNG16392.1	NP_012844.1
OG0003755	QNG16393.1	NP_012846.1
OG0003756	QNG16394.1	NP_012848.1
OG0003757	QNG16395.1	NP_012849.1
OG0003758	QNG16397.1	NP_013767.1
OG0003759	QNG16398.1	NP_013764.1
OG0003760	QNG16400.1	NP_011635.2
OG0003761	QNG16401.1	NP_011634.1
OG0003762	QNG16404.1	NP_011632.3
OG0003763	QNG16405.1	NP_015454.1
OG0003764	QNG16406.1	NP_011631.1
OG0003765	QNG16407.1	NP_011628.4
OG0003766	QNG16408.1	NP_011627.1
OG0003767	QNG16409.1	NP_011626.1
OG0003768	QNG16410.1	NP_011625.3
OG0003769	QNG16411.1	NP_014819.3
OG0003770	QNG16412.1	NP_014818.1
OG0003771	QNG16413.1	NP_014817.3
OG0003772	QNG16417.1	NP_014811.3
OG0003773	QNG16419.1	NP_014809.3
OG0003774	QNG16420.1	NP_014808.1
OG0003775	QNG16421.1	NP_014807.3
OG0003776	QNG16422.1	NP_014806.1
OG0003777	QNG16424.1	NP_014804.3
OG0003778	QNG16425.1	NP_014803.1
OG0003779	QNG16426.1	NP_014802.3
OG0003780	QNG16427.1	NP_014801.1
OG0003781	QNG16428.1	NP_014800.3
OG0003782	QNG16430.1	NP_014798.3
OG0003783	QNG16431.1	NP_014794.3
OG0003784	QNG16432.1	NP_014793.1
OG0003785	QNG16433.1	NP_014270.1
OG0003786	QNG16434.1	NP_014271.3
OG0003787	QNG16435.1	NP_014272.3
OG0003788	QNG16436.1	NP_014273.1
OG0003789	QNG16437.1	NP_014275.3
OG0003790	QNG16438.1	NP_014276.1
OG0003791	QNG16439.1	NP_014277.1
OG0003792	QNG16441.1	NP_014280.3
OG0003793	QNG16442.1	NP_014281.1
OG0003794	QNG16445.1	NP_014284.1
OG0003795	QNG16446.1	NP_014756.3
OG0003796	QNG16448.1	NP_014286.1
OG0003797	QNG16449.1	NP_014287.3
OG0003798	QNG16450.1	NP_014288.3
OG0003799	QNG16451.1	NP_014289.1
OG0003800	QNG16452.1	NP_014741.1
OG0003801	QNG16453.1	NP_014740.1
OG0003802	QNG16454.1	NP_014738.1
OG0003803	QNG16455.1	NP_014736.1
OG0003804	QNG16457.1	NP_012432.1
OG0003805	QNG16458.1	NP_012433.1
OG0003806	QNG16459.1	NP_012434.1
OG0003807	QNG16461.1	NP_012953.2
OG0003808	QNG16462.1	NP_012438.1
OG0003809	QNG16463.1	NP_012439.2
OG0003810	QNG16464.1	NP_012440.1
OG0003811	QNG16465.1	NP_012441.1
OG0003812	QNG16466.1	NP_012442.1
OG0003813	QNG16467.1	NP_012443.1
OG0003814	QNG16468.1	NP_012444.2
OG0003815	QNG16469.1	NP_012445.1
OG0003816	QNG16470.1	NP_012446.1
OG0003817	QNG16471.1	NP_012971.2
OG0003818	QNG16472.1	NP_012970.3
OG0003819	QNG16473.1	NP_012969.1
OG0003820	QNG16475.1	NP_012965.3
OG0003821	QNG16476.1	NP_012964.2
OG0003822	QNG16477.1	NP_012963.3
OG0003823	QNG16479.1	NP_012961.3
OG0003824	QNG16480.1	NP_012959.1
OG0003825	QNG16481.1	NP_012956.3
OG0003826	QNG16482.1	NP_012955.1
OG0003827	QNG16483.1	NP_012954.3
OG0003828	QNG16484.1	NP_012948.3
OG0003829	QNG16485.1	NP_012949.1
OG0003830	QNG16486.1	NP_012950.3
OG0003831	QNG16487.1	NP_012951.1
OG0003832	QNG16490.1	NP_014845.1
OG0003833	QNG16492.1	NP_014848.1
OG0003834	QNG16493.1	NP_014849.3
OG0003835	QNG16494.1	NP_014850.1
OG0003836	QNG16495.1	NP_014851.3
OG0003837	QNG16496.1	NP_014852.1
OG0003838	QNG16497.1	NP_014853.3
OG0003839	QNG16498.1	NP_014854.2
OG0003840	QNG16499.1	NP_014855.3
OG0003841	QNG16500.1	NP_014856.1
OG0003842	QNG16501.1	NP_014858.1
OG0003843	QNG16502.1	NP_014859.3
OG0003844	QNG16503.1	NP_014860.1
OG0003845	QNG16504.1	NP_014862.3
OG0003846	QNG16507.1	NP_015305.1
OG0003847	QNG16508.1	NP_015310.1
OG0003848	QNG16509.1	NP_015311.1
OG0003849	QNG16510.1	NP_015312.1
OG0003850	QNG16511.1	NP_015313.1
OG0003851	QNG16512.1	NP_015314.1
OG0003852	QNG16513.1	NP_015315.1
OG0003853	QNG16514.1	NP_015316.1
OG0003854	QNG16515.1	NP_015317.1
OG0003855	QNG16516.1	NP_015318.1
OG0003856	QNG16517.1	NP_015319.1
OG0003857	QNG16518.1	NP_015320.1
OG0003858	QNG16520.1	NP_015322.1
OG0003859	QNG16521.1	NP_116654.1
OG0003860	QNG16522.1	NP_116655.1
OG0003861	QNG16523.1	NP_015323.1
OG0003862	QNG16524.1	NP_015324.1
OG0003863	QNG16525.1	NP_015325.1
OG0003864	QNG16526.1	NP_015326.1
OG0003865	QNG16527.1	NP_116657.1
OG0003866	QNG16528.1	NP_116659.1
OG0003867	QNG16529.1	NP_116660.1
OG0003868	QNG16531.1	NP_015328.1
OG0003869	QNG16532.1	NP_015329.1
OG0003870	QNG16534.1	NP_015331.1
OG0003871	QNG16535.1	NP_015332.1
OG0003872	QNG16536.1	NP_015333.1
OG0003873	QNG16539.1	NP_012274.1
OG0003874	QNG16540.1	NP_012273.1
OG0003875	QNG16541.1	NP_012272.3
OG0003876	QNG16543.1	NP_009811.3
OG0003877	QNG16544.1	NP_012275.3
OG0003878	QNG16545.1	NP_012276.1
OG0003879	QNG16546.1	NP_012277.1
OG0003880	QNG16547.1	NP_012911.3
OG0003881	QNG16548.1	NP_012910.1
OG0003882	QNG16549.1	NP_012909.3
OG0003883	QNG16550.1	NP_012908.1
OG0003884	QNG16551.1	NP_012907.3
OG0003885	QNG16552.1	NP_076899.1
OG0003886	QNG16553.1	NP_012906.3
OG0003887	QNG16554.1	NP_012903.1
OG0003888	QNG16556.1	NP_012901.3
OG0003889	QNG16557.1	NP_012900.1
OG0003890	QNG16560.1	NP_014687.1
OG0003891	QNG16561.1	NP_014688.1
OG0003892	QNG16562.1	NP_014689.1
OG0003893	QNG16565.1	NP_014691.1
OG0003894	QNG16566.1	NP_014692.1
OG0003895	QNG16567.1	NP_014694.1
OG0003896	QNG16568.1	NP_014695.1
OG0003897	QNG16570.1	NP_014700.1
OG0003898	QNG16571.1	NP_116582.1
OG0003899	QNG16572.1	NP_014702.1
OG0003900	QNG16573.1	NP_014703.1
OG0003901	QNG16574.1	NP_013001.1
OG0003902	QNG16575.1	NP_014707.1
OG0003903	QNG16576.1	NP_014708.1
OG0003904	QNG16577.1	NP_014709.1
OG0003905	QNG16578.1	NP_014710.1
OG0003906	QNG16580.1	NP_014713.1
OG0003907	QNG16581.1	NP_013007.1
OG0003908	QNG16582.1	NP_011930.1
OG0003909	QNG16583.1	NP_011931.2
OG0003910	QNG16585.1	NP_013924.1
OG0003911	QNG16586.1	NP_013925.1
OG0003912	QNG16588.1	NP_013927.1
OG0003913	QNG16589.1	NP_013928.1
OG0003914	QNG16590.1	NP_013929.1
OG0003915	QNG16591.1	NP_013931.1
OG0003916	QNG16594.1	NP_009974.1
OG0003917	QNG16595.1	NP_009975.1
OG0003918	QNG16596.1	NP_009976.1
OG0003919	QNG16597.1	NP_014914.1
OG0003920	QNG16598.1	NP_014915.3
OG0003921	QNG16599.1	NP_014916.1
OG0003922	QNG16600.1	NP_014917.3
OG0003923	QNG16601.1	NP_014918.1
OG0003924	QNG16602.1	NP_014919.3
OG0003925	QNG16603.1	NP_014921.1
OG0003926	QNG16604.1	NP_014922.3
OG0003927	QNG16605.1	NP_014923.1
OG0003928	QNG16606.1	NP_014924.3
OG0003929	QNG16607.1	NP_014926.1
OG0003930	QNG16608.1	NP_013655.1
OG0003931	QNG16609.1	NP_013653.1
OG0003932	QNG16610.1	NP_013652.1
OG0003933	QNG16611.1	NP_013651.1
OG0003934	QNG16612.1	NP_013650.1
OG0003935	QNG16613.1	NP_013649.1
OG0003936	QNG16614.1	NP_013647.1
OG0003937	QNG16616.1	NP_013645.1
OG0003938	QNG16617.1	NP_013644.1
OG0003939	QNG16618.1	NP_013643.1
OG0003940	QNG16619.1	NP_013642.1
OG0003941	QNG16621.1	NP_013640.1
OG0003942	QNG16622.1	NP_013639.1
OG0003943	QNG16626.1	NP_011969.1
OG0003944	QNG16627.1	NP_011970.1
OG0003945	QNG16629.1	NP_014762.3
OG0003946	QNG16630.1	NP_014761.1
OG0003947	QNG16631.1	NP_010653.1
OG0003948	QNG16632.1	NP_014759.1
OG0003949	QNG16633.1	NP_011088.1
OG0003950	QNG16634.1	NP_011089.4
OG0003951	QNG16635.1	NP_011090.3
OG0003952	QNG16636.1	NP_011091.1
OG0003953	QNG16637.1	NP_011092.1
OG0003954	QNG16639.1	NP_011094.3
OG0003955	QNG16640.1	NP_011095.1
OG0003956	QNG16642.1	NP_011097.3
OG0003957	QNG16643.1	NP_011098.3
OG0003958	QNG16644.1	NP_011099.1
OG0003959	QNG16645.1	NP_011100.1
OG0003960	QNG16647.1	NP_011102.3
OG0003961	QNG16648.1	NP_011103.1
OG0003962	QNG16650.1	NP_011105.4
OG0003963	QNG16651.1	NP_011106.1
OG0003964	QNG16652.1	NP_011107.1
OG0003965	QNG16653.1	NP_013185.1
OG0003966	QNG16654.1	NP_013186.1
OG0003967	QNG16655.1	NP_013187.1
OG0003968	QNG16656.1	NP_013188.1
OG0003969	QNG16657.1	NP_013189.1
OG0003970	QNG16658.1	NP_013190.1
OG0003971	QNG16659.1	NP_013191.1
OG0003972	QNG16660.1	NP_010398.3
OG0003973	QNG16663.1	NP_015297.1
OG0003974	QNG16664.1	NP_015296.1
OG0003975	QNG16665.1	NP_015295.1
OG0003976	QNG16667.1	NP_015294.1
OG0003977	QNG16670.1	NP_015286.1
OG0003978	QNG16671.1	NP_015285.1
OG0003979	QNG16672.1	NP_015284.1
OG0003980	QNG16673.1	NP_015283.1
OG0003981	QNG16674.1	NP_015282.1
OG0003982	QNG16675.1	NP_015280.1
OG0003983	QNG16676.1	NP_015279.1
OG0003984	QNG16677.1	NP_015278.1
OG0003985	QNG16679.1	NP_015276.1
OG0003986	QNG16680.1	NP_015275.1
OG0003987	QNG16681.1	NP_015274.1
OG0003988	QNG16682.1	NP_013742.1
OG0003989	QNG16683.1	NP_012867.1
OG0003990	QNG16687.1	NP_011986.1
OG0003991	QNG16688.1	NP_011987.1
OG0003992	QNG16689.1	NP_011988.1
OG0003993	QNG16690.1	NP_011989.1
OG0003994	QNG16691.1	NP_011990.1
OG0003995	QNG16693.1	NP_011992.1
OG0003996	QNG16694.1	NP_013172.1
OG0003997	QNG16696.1	NP_013174.1
OG0003998	QNG16697.1	NP_013178.1
OG0003999	QNG16698.1	NP_013179.1
OG0004000	QNG16699.1	NP_013180.1
OG0004001	QNG16702.1	NP_010852.4
OG0004002	QNG16711.1	NP_012678.1
OG0004003	QNG16712.1	NP_012677.1
OG0004004	QNG16713.1	NP_012676.3
OG0004005	QNG16714.1	NP_012675.1
OG0004006	QNG16715.1	NP_012674.1
OG0004007	QNG16717.1	NP_012673.3
OG0004008	QNG16718.1	NP_012672.1
OG0004009	QNG16719.1	NP_116579.1
OG0004010	QNG16720.1	NP_012670.3
OG0004011	QNG16721.1	NP_058168.1
OG0004012	QNG16722.1	NP_012669.1
OG0004013	QNG16723.1	NP_012668.3
OG0004014	QNG16724.1	NP_012667.1
OG0004015	QNG16725.1	NP_012666.2
OG0004016	QNG16726.1	NP_012665.3
OG0004017	QNG16728.1	NP_012663.2
OG0004018	QNG16730.1	NP_012660.1
OG0004019	QNG16732.1	NP_013552.3
OG0004020	QNG16733.1	NP_013551.1
OG0004021	QNG16735.1	NP_013550.4
OG0004022	QNG16736.1	NP_013548.1
OG0004023	QNG16740.1	NP_013545.3
OG0004024	QNG16741.1	NP_013544.1
OG0004025	QNG16742.1	NP_013543.3
OG0004026	QNG16743.1	NP_013542.1
OG0004027	QNG16744.1	NP_013541.3
OG0004028	QNG16745.1	NP_013540.1
OG0004029	QNG16746.1	NP_013539.4
OG0004030	QNG16747.1	NP_013535.1
OG0004031	QNG16748.1	NP_013534.3
OG0004032	QNG16749.1	NP_010626.1
OG0004033	QNG16750.1	NP_010625.1
OG0004034	QNG16751.1	NP_010624.3
OG0004035	QNG16752.1	NP_010623.3
OG0004036	QNG16753.1	NP_010622.1
OG0004037	QNG16754.1	NP_011660.1
OG0004038	QNG16755.1	NP_010621.1
OG0004039	QNG16756.1	NP_011953.1
OG0004040	QNG16757.1	NP_010620.3
OG0004041	QNG16758.1	NP_011952.1
OG0004042	QNG16759.1	NP_010619.3
OG0004043	QNG16760.1	NP_010618.1
OG0004044	QNG16761.1	NP_010617.1
OG0004045	QNG16762.1	NP_010616.3
OG0004046	QNG16763.1	NP_010615.3
OG0004047	QNG16765.1	NP_010612.2
OG0004048	QNG16766.1	NP_010611.3
OG0004049	QNG16767.1	NP_010610.3
OG0004050	QNG16768.1	NP_010685.1
OG0004051	QNG16769.1	NP_010683.3
OG0004052	QNG16770.1	NP_010681.1
OG0004053	QNG16771.1	NP_010680.1
OG0004054	QNG16772.1	NP_010679.3
OG0004055	QNG16773.1	NP_010678.3
OG0004056	QNG16774.1	NP_010677.1
OG0004057	QNG16775.1	NP_010676.1
OG0004058	QNG16776.1	NP_010675.3
OG0004059	QNG16779.1	NP_009637.1
OG0004060	QNG16782.1	NP_009635.1
OG0004061	QNG16784.1	NP_009633.3
OG0004062	QNG16786.1	NP_009632.2
OG0004063	QNG16788.1	NP_009630.3
OG0004064	QNG16789.1	NP_009629.6
OG0004065	QNG16790.1	NP_015161.1
OG0004066	QNG16791.1	NP_015160.1
OG0004067	QNG16792.1	NP_015159.1
OG0004068	QNG16793.1	NP_015158.1
OG0004069	QNG16794.1	NP_015163.1
OG0004070	QNG16795.1	NP_015164.1
OG0004071	QNG16796.1	NP_015166.1
OG0004072	QNG16797.1	NP_015167.1
OG0004073	QNG16798.1	NP_015168.1
OG0004074	QNG16799.1	NP_015169.1
OG0004075	QNG16800.1	NP_015170.1
OG0004076	QNG16801.1	NP_015171.1
OG0004077	QNG16802.1	NP_015172.1
OG0004078	QNG16803.1	NP_015173.1
OG0004079	QNG16804.1	NP_015174.1
OG0004080	QNG16805.1	NP_015175.1
OG0004081	QNG16807.1	NP_015176.1
OG0004082	QNG16808.1	NP_015177.2
OG0004083	QNG16809.1	NP_015178.1
OG0004084	QNG16810.1	NP_015179.1
OG0004085	QNG16812.1	NP_015181.1
OG0004086	QNG16817.1	NP_015187.1
OG0004087	QNG16819.1	NP_015190.1
OG0004088	QNG16820.1	NP_015192.1
OG0004089	QNG16821.1	NP_015193.1
OG0004090	QNG16822.1	NP_015194.1
OG0004091	QNG16823.1	NP_015195.1
OG0004092	QNG16824.1	NP_015196.1
OG0004093	QNG16825.1	NP_015197.1
OG0004094	QNG16826.1	NP_015198.1
OG0004095	QNG16827.1	NP_015199.1
OG0004096	QNG16829.1	NP_012349.2
OG0004097	QNG16832.1	NP_014003.1
OG0004098	QNG16833.1	NP_014004.1
OG0004099	QNG16834.1	NP_014005.1
OG0004100	QNG16836.1	NP_014007.1
OG0004101	QNG16837.1	NP_014008.1
OG0004102	QNG16838.1	NP_014009.1
OG0004103	QNG16839.1	NP_012448.1
OG0004104	QNG16840.1	NP_012450.1
OG0004105	QNG16844.1	NP_012454.1
OG0004106	QNG16845.1	NP_012455.1
OG0004107	QNG16846.1	NP_010895.1
OG0004108	QNG16847.1	NP_010896.3
OG0004109	QNG16848.1	NP_010897.1
OG0004110	QNG16850.1	NP_010899.3
OG0004111	QNG16851.1	NP_010901.1
OG0004112	QNG16852.1	NP_010903.3
OG0004113	QNG16854.1	NP_010905.1
OG0004114	QNG16855.1	NP_010904.2
OG0004115	QNG16858.1	NP_014400.1
OG0004116	QNG16859.1	NP_014112.1
OG0004117	QNG16860.1	NP_014111.1
OG0004118	QNG16861.1	NP_014109.1
OG0004119	QNG16862.1	NP_014108.1
OG0004120	QNG16863.1	NP_014107.1
OG0004121	QNG16865.1	NP_014105.1
OG0004122	QNG16866.1	NP_014104.1
OG0004123	QNG16867.1	NP_014102.1
OG0004124	QNG16872.1	NP_014095.2
OG0004125	QNG16873.1	NP_014094.1
OG0004126	QNG16874.1	NP_014514.1
OG0004127	QNG16875.1	NP_014093.1
OG0004128	QNG16876.1	NP_014091.1
OG0004129	QNG16877.1	NP_014090.2
OG0004130	QNG16878.1	NP_014089.2
OG0004131	QNG16879.1	NP_014088.1
OG0004132	QNG16880.1	NP_014087.1
OG0004133	QNG16881.1	NP_014085.1
OG0004134	QNG16882.1	NP_014084.1
OG0004135	QNG16883.1	NP_014083.2
OG0004136	QNG16884.1	NP_014082.1
OG0004137	QNG16885.1	NP_014081.1
OG0004138	QNG16886.1	NP_014079.1
OG0004139	QNG16887.1	NP_014078.1
OG0004140	QNG16888.1	NP_014077.1
OG0004141	QNG16890.1	NP_013227.1
OG0004142	QNG16891.1	NP_013228.1
OG0004143	QNG16892.1	NP_013229.1
OG0004144	QNG16893.1	NP_013230.1
OG0004145	QNG16895.1	NP_013232.1
OG0004146	QNG16896.1	NP_013233.1
OG0004147	QNG16898.1	NP_013236.1
OG0004148	QNG16899.1	NP_013238.1
OG0004149	QNG16900.1	NP_013239.1
OG0004150	QNG16901.1	NP_013240.1
OG0004151	QNG16902.1	NP_013242.1
OG0004152	QNG16903.1	NP_013243.1
OG0004153	QNG16904.1	NP_013244.1
OG0004154	QNG16907.1	NP_013246.1
OG0004155	QNG16908.1	NP_013247.1
OG0004156	QNG16910.1	NP_013248.1
OG0004157	QNG16911.1	NP_013249.1
OG0004158	QNG16912.1	NP_014928.1
OG0004159	QNG16913.1	NP_014929.3
OG0004160	QNG16914.1	NP_014930.1
OG0004161	QNG16915.1	NP_014931.3
OG0004162	QNG16916.1	NP_014932.1
OG0004163	QNG16918.1	NP_013956.1
OG0004164	QNG16921.1	NP_013958.1
OG0004165	QNG16922.1	NP_013959.1
OG0004166	QNG16924.1	NP_013962.1
OG0004167	QNG16925.1	NP_014942.4
OG0004168	QNG16926.1	NP_013963.1
OG0004169	QNG16928.1	NP_013965.1
OG0004170	QNG16931.1	NP_013966.1
OG0004171	QNG16932.1	NP_013967.1
OG0004172	QNG16933.1	NP_012797.1
OG0004173	QNG16934.1	NP_009751.1
OG0004174	QNG16935.1	NP_009752.3
OG0004175	QNG16936.1	NP_009753.3
OG0004176	QNG16937.1	NP_009754.1
OG0004177	QNG16938.1	NP_009756.1
OG0004178	QNG16939.1	NP_009757.1
OG0004179	QNG16940.1	NP_009759.3
OG0004180	QNG16941.1	NP_009760.1
OG0004181	QNG16943.1	NP_009761.4
OG0004182	QNG16944.1	NP_009762.2
OG0004183	QNG16945.1	NP_009763.2
OG0004184	QNG16947.1	NP_009766.4
OG0004185	QNG16948.1	NP_009767.1
OG0004186	QNG16949.1	NP_009722.3
OG0004187	QNG16950.1	NP_009721.1
OG0004188	QNG16951.1	NP_009720.1
OG0004189	QNG16953.1	NP_010163.1
OG0004190	QNG16954.1	NP_014383.1
OG0004191	QNG16955.1	NP_011448.3
OG0004192	QNG16956.1	NP_011449.1
