Orthogroup	BG2_protein	CBS138_protein
OG0003565	QNG16144.1	XP_447451.1
OG0003566	QNG16145.1	XP_447452.1
OG0003567	QNG16146.1	XP_447453.1
OG0003568	QNG16147.1	XP_447454.1
OG0003569	QNG16148.1	XP_447455.1
OG0003570	QNG16149.1	XP_447456.1
OG0003571	QNG16150.1	XP_447457.1
OG0003572	QNG16152.1	XP_447459.1
OG0003573	QNG16155.1	XP_447462.1
OG0003574	QNG16156.1	XP_447463.1
OG0003575	QNG16157.1	XP_447464.1
OG0003576	QNG16158.1	XP_447465.1
OG0003577	QNG16159.1	XP_447466.1
OG0003578	QNG16160.1	XP_447467.1
OG0003579	QNG16161.1	XP_447468.1
OG0003580	QNG16163.1	XP_447470.1
OG0003581	QNG16166.1	XP_447472.1
OG0003582	QNG16167.1	XP_447473.1
OG0003583	QNG16168.1	XP_447474.1
OG0003584	QNG16169.1	XP_448820.1
OG0003585	QNG16170.1	XP_448821.1
OG0003586	QNG16171.1	XP_448822.1
OG0003587	QNG16172.1	XP_448823.1
OG0003588	QNG16174.1	XP_448825.1
OG0003589	QNG16175.1	XP_448826.1
OG0003590	QNG16176.1	XP_448827.1
OG0003591	QNG16178.1	XP_448829.1
OG0003592	QNG16179.1	XP_448830.1
OG0003593	QNG16180.1	XP_448831.1
OG0003594	QNG16182.1	XP_448833.1
OG0003595	QNG16183.1	XP_448834.1
OG0003596	QNG16184.1	XP_448835.1
OG0003597	QNG16186.1	XP_448837.1
OG0003598	QNG16187.1	XP_448838.1
OG0003599	QNG16188.1	XP_448839.1
OG0003600	QNG16189.1	XP_448840.1
OG0003601	QNG16191.1	XP_448842.1
OG0003602	QNG16192.1	XP_448843.1
OG0003603	QNG16193.1	XP_448844.1
OG0003604	QNG16194.1	XP_448845.1
OG0003605	QNG16195.1	XP_448846.1
OG0003606	QNG16197.1	XP_448848.1
OG0003607	QNG16200.1	XP_448849.1
OG0003608	QNG16201.1	XP_448850.1
OG0003609	QNG16204.1	XP_448853.1
OG0003610	QNG16205.1	XP_448854.1
OG0003611	QNG16206.1	XP_448855.1
OG0003612	QNG16207.1	XP_448856.1
OG0003613	QNG16208.1	XP_448857.1
OG0003614	QNG16209.1	XP_448858.1
OG0003615	QNG16210.1	XP_448859.1
OG0003616	QNG16211.1	XP_448860.1
OG0003617	QNG16212.1	XP_448861.1
OG0003618	QNG16213.1	XP_448862.1
OG0003619	QNG16214.1	XP_448863.1
OG0003620	QNG16215.1	XP_448864.1
OG0003621	QNG16216.1	XP_448865.1
OG0003622	QNG16217.1	XP_448866.1
OG0003623	QNG16218.1	XP_448867.1
OG0003624	QNG16219.1	XP_448868.2
OG0003625	QNG16220.1	XP_448869.1
OG0003626	QNG16221.1	XP_448870.1
OG0003627	QNG16222.1	XP_448871.1
OG0003628	QNG16223.1	XP_448872.1
OG0003629	QNG16224.1	XP_448873.1
OG0003630	QNG16225.1	XP_448874.1
OG0003631	QNG16226.1	XP_448875.1
OG0003632	QNG16228.1	XP_448877.1
OG0003633	QNG16229.1	XP_448878.1
OG0003634	QNG16230.1	XP_448879.1
OG0003635	QNG16232.1	XP_448881.1
OG0003636	QNG16233.1	XP_448882.1
OG0003637	QNG16234.1	XP_448883.1
OG0003638	QNG16235.1	XP_448884.1
OG0003639	QNG16236.1	XP_449150.1
OG0003640	QNG16237.1	XP_449149.1
OG0003641	QNG16240.1	XP_449147.1
OG0003642	QNG16241.1	XP_449146.1
OG0003643	QNG16244.1	XP_449143.1
OG0003644	QNG16245.1	XP_449142.1
OG0003645	QNG16246.1	XP_449141.1
OG0003646	QNG16247.1	XP_449140.1
OG0003647	QNG16248.1	XP_449139.1
OG0003648	QNG16249.1	XP_449138.1
OG0003649	QNG16250.1	XP_449137.1
OG0003650	QNG16251.1	XP_449136.1
OG0003651	QNG16252.1	XP_449135.1
OG0003652	QNG16253.1	XP_449134.1
OG0003653	QNG16254.1	XP_449133.1
OG0003654	QNG16255.1	XP_449132.1
OG0003655	QNG16256.1	XP_449131.1
OG0003656	QNG16257.1	XP_449130.1
OG0003657	QNG16260.1	XP_002999594.1
OG0003658	QNG16263.1	XP_002999593.1
OG0003659	QNG16264.1	XP_449126.1
OG0003660	QNG16265.1	XP_449125.1
OG0003661	QNG16269.1	XP_449122.1
OG0003662	QNG16270.1	XP_449121.1
OG0003663	QNG16271.1	XP_449120.1
OG0003664	QNG16272.1	XP_449119.1
OG0003665	QNG16273.1	XP_449118.1
OG0003666	QNG16274.1	XP_449117.1
OG0003667	QNG16275.1	XP_449116.1
OG0003668	QNG16277.1	XP_449114.1
OG0003669	QNG16278.1	XP_449113.1
OG0003670	QNG16279.1	XP_449112.1
OG0003671	QNG16280.1	XP_449111.1
OG0003672	QNG16281.1	XP_449110.1
OG0003673	QNG16282.1	XP_449109.1
OG0003674	QNG16286.1	XP_449104.1
OG0003675	QNG16288.1	XP_449102.1
OG0003676	QNG16289.1	XP_449101.1
OG0003677	QNG16290.1	XP_449100.1
OG0003678	QNG16291.1	XP_449099.1
OG0003679	QNG16292.1	XP_449098.1
OG0003680	QNG16293.1	XP_449097.1
OG0003681	QNG16294.1	XP_449096.1
OG0003682	QNG16295.1	XP_449095.1
OG0003683	QNG16296.1	XP_449094.1
OG0003684	QNG16297.1	XP_449093.1
OG0003685	QNG16298.1	XP_449092.1
OG0003686	QNG16302.1	XP_449088.1
OG0003687	QNG16303.1	XP_449087.1
OG0003688	QNG16304.1	XP_449086.1
OG0003689	QNG16305.1	XP_449085.1
OG0003690	QNG16306.1	XP_449084.1
OG0003691	QNG16307.1	XP_449083.1
OG0003692	QNG16308.1	XP_449082.1
OG0003693	QNG16309.1	XP_449081.1
OG0003694	QNG16310.1	XP_449080.1
OG0003695	QNG16311.1	XP_449079.1
OG0003696	QNG16312.1	XP_449078.1
OG0003697	QNG16313.1	XP_449077.1
OG0003698	QNG16317.1	XP_449073.1
OG0003699	QNG16318.1	XP_449072.1
OG0003700	QNG16320.1	XP_449070.1
OG0003701	QNG16321.1	XP_449069.1
OG0003702	QNG16324.1	XP_449066.1
OG0003703	QNG16326.1	XP_449064.1
OG0003704	QNG16327.1	XP_449063.1
OG0003705	QNG16328.1	XP_449062.2
OG0003706	QNG16329.1	XP_449060.1
OG0003707	QNG16330.1	XP_449059.1
OG0003708	QNG16331.1	XP_449058.2
OG0003709	QNG16332.1	XP_449057.1
OG0003710	QNG16333.1	XP_449056.1
OG0003711	QNG16337.1	XP_002999592.1
OG0003712	QNG16338.1	XP_449052.1
OG0003713	QNG16339.1	XP_449051.1
OG0003714	QNG16340.1	XP_449050.1
OG0003715	QNG16341.1	XP_449049.1
OG0003716	QNG16343.1	XP_449047.1
OG0003717	QNG16345.1	XP_449045.1
OG0003718	QNG16346.1	XP_449044.1
OG0003719	QNG16347.1	XP_449043.1
OG0003720	QNG16348.1	XP_449042.1
OG0003721	QNG16349.1	XP_449041.1
OG0003722	QNG16350.1	XP_449040.1
OG0003723	QNG16352.1	XP_449038.1
OG0003724	QNG16353.1	XP_449037.1
OG0003725	QNG16354.1	XP_449036.1
OG0003726	QNG16356.1	XP_449034.1
OG0003727	QNG16357.1	XP_449033.1
OG0003728	QNG16358.1	XP_449032.1
OG0003729	QNG16359.1	XP_449031.1
OG0003730	QNG16360.1	XP_449030.1
OG0003731	QNG16361.1	XP_449029.1
OG0003732	QNG16365.1	XP_449024.1
OG0003733	QNG16366.1	XP_449023.1
OG0003734	QNG16369.1	XP_449020.1
OG0003735	QNG16370.1	XP_002999591.1
OG0003736	QNG16371.1	XP_449019.1
OG0003737	QNG16372.1	XP_449018.1
OG0003738	QNG16373.1	XP_449017.1
OG0003739	QNG16374.1	XP_449016.1
OG0003740	QNG16375.1	XP_449015.1
OG0003741	QNG16376.1	XP_449014.1
OG0003742	QNG16377.1	XP_449013.1
OG0003743	QNG16378.1	XP_449012.1
OG0003744	QNG16380.1	XP_449010.1
OG0003745	QNG16381.1	XP_449009.1
OG0003746	QNG16382.1	XP_449008.1
OG0003747	QNG16383.1	XP_449007.1
OG0003748	QNG16384.1	XP_449005.1
OG0003749	QNG16385.1	XP_449004.1
OG0003750	QNG16386.1	XP_449003.1
OG0003751	QNG16387.1	XP_449002.1
OG0003752	QNG16389.1	XP_448999.1
OG0003753	QNG16391.1	XP_448997.1
OG0003754	QNG16392.1	XP_448996.1
OG0003755	QNG16393.1	XP_448995.1
OG0003756	QNG16394.1	XP_448994.1
OG0003757	QNG16395.1	XP_448993.1
OG0003758	QNG16397.1	XP_448991.1
OG0003759	QNG16398.1	XP_448990.1
OG0003760	QNG16400.1	XP_448988.1
OG0003761	QNG16401.1	XP_448987.1
OG0003762	QNG16404.1	XP_448985.1
OG0003763	QNG16405.1	XP_448984.1
OG0003764	QNG16406.1	XP_448983.1
OG0003765	QNG16407.1	XP_448982.1
OG0003766	QNG16408.1	XP_448981.1
OG0003767	QNG16409.1	XP_448980.1
OG0003768	QNG16410.1	XP_448979.1
OG0003769	QNG16411.1	XP_448978.1
OG0003770	QNG16412.1	XP_448977.1
OG0003771	QNG16413.1	XP_448976.1
OG0003772	QNG16417.1	XP_448972.1
OG0003773	QNG16419.1	XP_448970.1
OG0003774	QNG16420.1	XP_448969.1
OG0003775	QNG16421.1	XP_448968.1
OG0003776	QNG16422.1	XP_448967.1
OG0003777	QNG16424.1	XP_448965.1
OG0003778	QNG16425.1	XP_448964.1
OG0003779	QNG16426.1	XP_002999588.1
OG0003780	QNG16427.1	XP_448963.1
OG0003781	QNG16428.1	XP_448962.1
OG0003782	QNG16430.1	XP_448960.1
OG0003783	QNG16431.1	XP_448959.1
OG0003784	QNG16432.1	XP_448958.1
OG0003785	QNG16433.1	XP_448957.1
OG0003786	QNG16434.1	XP_448956.1
OG0003787	QNG16435.1	XP_448955.1
OG0003788	QNG16436.1	XP_448954.1
OG0003789	QNG16437.1	XP_448953.1
OG0003790	QNG16438.1	XP_448952.1
OG0003791	QNG16439.1	XP_448951.1
OG0003792	QNG16441.1	XP_448949.1
OG0003793	QNG16442.1	XP_448948.1
OG0003794	QNG16445.1	XP_448945.1
OG0003795	QNG16446.1	XP_448944.1
OG0003796	QNG16448.1	XP_448942.1
OG0003797	QNG16449.1	XP_448941.1
OG0003798	QNG16450.1	XP_448940.1
OG0003799	QNG16451.1	XP_448939.1
OG0003800	QNG16452.1	XP_448938.1
OG0003801	QNG16453.1	XP_448937.1
OG0003802	QNG16454.1	XP_448936.1
OG0003803	QNG16455.1	XP_448935.1
OG0003804	QNG16457.1	XP_448933.1
OG0003805	QNG16458.1	XP_448932.1
OG0003806	QNG16459.1	XP_448931.1
OG0003807	QNG16461.1	XP_448929.1
OG0003808	QNG16462.1	XP_448928.1
OG0003809	QNG16463.1	XP_448927.1
OG0003810	QNG16464.1	XP_448926.1
OG0003811	QNG16465.1	XP_448925.1
OG0003812	QNG16466.1	XP_448924.1
OG0003813	QNG16467.1	XP_448923.1
OG0003814	QNG16468.1	XP_448922.1
OG0003815	QNG16469.1	XP_448921.1
OG0003816	QNG16470.1	XP_448919.1
OG0003817	QNG16471.1	XP_448918.1
OG0003818	QNG16472.1	XP_448917.1
OG0003819	QNG16473.1	XP_448916.1
OG0003820	QNG16475.1	XP_448914.1
OG0003821	QNG16476.1	XP_448913.1
OG0003822	QNG16477.1	XP_448912.1
OG0003823	QNG16479.1	XP_448910.1
OG0003824	QNG16480.1	XP_448909.1
OG0003825	QNG16481.1	XP_448908.1
OG0003826	QNG16482.1	XP_448907.1
OG0003827	QNG16483.1	XP_448906.1
OG0003828	QNG16484.1	XP_448905.1
OG0003829	QNG16485.1	XP_448904.1
OG0003830	QNG16486.1	XP_448903.1
OG0003831	QNG16487.1	XP_448902.1
OG0003832	QNG16490.1	XP_448899.1
OG0003833	QNG16492.1	XP_448897.1
OG0003834	QNG16493.1	XP_448896.1
OG0003835	QNG16494.1	XP_448895.1
OG0003836	QNG16495.1	XP_448894.1
OG0003837	QNG16496.1	XP_448893.1
OG0003838	QNG16497.1	XP_002999587.1
OG0003839	QNG16498.1	XP_448892.1
OG0003840	QNG16499.1	XP_448891.1
OG0003841	QNG16500.1	XP_448890.1
OG0003842	QNG16501.1	XP_448889.1
OG0003843	QNG16502.1	XP_448888.1
OG0003844	QNG16503.1	XP_448887.1
OG0003845	QNG16504.1	XP_448886.1
OG0003846	QNG16507.1	XP_449152.1
OG0003847	QNG16508.1	XP_449153.1
OG0003848	QNG16509.1	XP_449154.1
OG0003849	QNG16510.1	XP_449155.1
OG0003850	QNG16511.1	XP_449156.1
OG0003851	QNG16512.1	XP_449157.1
OG0003852	QNG16513.1	XP_449158.1
OG0003853	QNG16514.1	XP_449159.1
OG0003854	QNG16515.1	XP_449160.1
OG0003855	QNG16516.1	XP_449161.1
OG0003856	QNG16517.1	XP_449162.1
OG0003857	QNG16518.1	XP_449163.1
OG0003858	QNG16520.1	XP_449165.1
OG0003859	QNG16521.1	XP_449166.1
OG0003860	QNG16522.1	XP_449167.1
OG0003861	QNG16523.1	XP_449168.1
OG0003862	QNG16524.1	XP_449169.1
OG0003863	QNG16525.1	XP_449170.1
OG0003864	QNG16526.1	XP_449171.1
OG0003865	QNG16527.1	XP_449172.1
OG0003866	QNG16528.1	XP_449173.1
OG0003867	QNG16529.1	XP_449174.1
OG0003868	QNG16531.1	XP_449176.1
OG0003869	QNG16532.1	XP_449177.1
OG0003870	QNG16534.1	XP_449179.1
OG0003871	QNG16535.1	XP_449180.1
OG0003872	QNG16536.1	XP_449181.1
OG0003873	QNG16539.1	XP_449184.1
OG0003874	QNG16540.1	XP_449185.1
OG0003875	QNG16541.1	XP_449186.1
OG0003876	QNG16543.1	XP_449188.1
OG0003877	QNG16544.1	XP_449189.1
OG0003878	QNG16545.1	XP_449190.1
OG0003879	QNG16546.1	XP_449191.1
OG0003880	QNG16547.1	XP_449192.1
OG0003881	QNG16548.1	XP_449193.1
OG0003882	QNG16549.1	XP_449194.1
OG0003883	QNG16550.1	XP_449195.1
OG0003884	QNG16551.1	XP_449196.1
OG0003885	QNG16552.1	XP_449197.1
OG0003886	QNG16553.1	XP_449198.1
OG0003887	QNG16554.1	XP_449199.1
OG0003888	QNG16556.1	XP_449201.1
OG0003889	QNG16557.1	XP_449202.1
OG0003890	QNG16560.1	XP_449205.1
OG0003891	QNG16561.1	XP_002999596.1
OG0003892	QNG16562.1	XP_449206.1
OG0003893	QNG16565.1	XP_449208.1
OG0003894	QNG16566.1	XP_449209.1
OG0003895	QNG16567.1	XP_449210.1
OG0003896	QNG16568.1	XP_449211.1
OG0003897	QNG16570.1	XP_449213.1
OG0003898	QNG16571.1	XP_449214.1
OG0003899	QNG16572.1	XP_449215.1
OG0003900	QNG16573.1	XP_449216.1
OG0003901	QNG16574.1	XP_449217.1
OG0003902	QNG16575.1	XP_449218.1
OG0003903	QNG16576.1	XP_449219.1
OG0003904	QNG16577.1	XP_449220.1
OG0003905	QNG16578.1	XP_449221.1
OG0003906	QNG16580.1	XP_449223.1
OG0003907	QNG16581.1	XP_449224.1
OG0003908	QNG16582.1	XP_449225.1
OG0003909	QNG16583.1	XP_449226.1
OG0003910	QNG16585.1	XP_449228.1
OG0003911	QNG16586.1	XP_449229.1
OG0003912	QNG16588.1	XP_449231.1
OG0003913	QNG16589.1	XP_449232.1
OG0003914	QNG16590.1	XP_449233.1
OG0003915	QNG16591.1	XP_449234.1
OG0003916	QNG16594.1	XP_449237.1
OG0003917	QNG16595.1	XP_449238.1
OG0003918	QNG16596.1	XP_449239.1
OG0003919	QNG16597.1	XP_449240.1
OG0003920	QNG16598.1	XP_449241.1
OG0003921	QNG16599.1	XP_449242.1
OG0003922	QNG16600.1	XP_449243.1
OG0003923	QNG16601.1	XP_449244.1
OG0003924	QNG16602.1	XP_449245.1
OG0003925	QNG16603.1	XP_449246.1
OG0003926	QNG16604.1	XP_449247.1
OG0003927	QNG16605.1	XP_449248.1
OG0003928	QNG16606.1	XP_449249.1
OG0003929	QNG16607.1	XP_449250.1
OG0003930	QNG16608.1	XP_449251.1
OG0003931	QNG16609.1	XP_449252.1
OG0003932	QNG16610.1	XP_449253.1
OG0003933	QNG16611.1	XP_449254.1
OG0003934	QNG16612.1	XP_449255.1
OG0003935	QNG16613.1	XP_449256.1
OG0003936	QNG16614.1	XP_449257.1
OG0003937	QNG16616.1	XP_449259.1
OG0003938	QNG16617.1	XP_449260.1
OG0003939	QNG16618.1	XP_449261.1
OG0003940	QNG16619.1	XP_449262.1
OG0003941	QNG16621.1	XP_449264.1
OG0003942	QNG16622.1	XP_449265.1
OG0003943	QNG16626.1	XP_449269.1
OG0003944	QNG16627.1	XP_449270.1
OG0003945	QNG16629.1	XP_449272.1
OG0003946	QNG16630.1	XP_449273.1
OG0003947	QNG16631.1	XP_449274.1
OG0003948	QNG16632.1	XP_449275.1
OG0003949	QNG16633.1	XP_449276.1
OG0003950	QNG16634.1	XP_449277.1
OG0003951	QNG16635.1	XP_449278.1
OG0003952	QNG16636.1	XP_449279.1
OG0003953	QNG16637.1	XP_449280.1
OG0003954	QNG16639.1	XP_449282.1
OG0003955	QNG16640.1	XP_449283.1
OG0003956	QNG16642.1	XP_449285.1
OG0003957	QNG16643.1	XP_449286.1
OG0003958	QNG16644.1	XP_449287.1
OG0003959	QNG16645.1	XP_449288.1
OG0003960	QNG16647.1	XP_449290.1
OG0003961	QNG16648.1	XP_449291.1
OG0003962	QNG16650.1	XP_449293.1
OG0003963	QNG16651.1	XP_449294.1
OG0003964	QNG16652.1	XP_449295.1
OG0003965	QNG16653.1	XP_449296.1
OG0003966	QNG16654.1	XP_449297.1
OG0003967	QNG16655.1	XP_449298.1
OG0003968	QNG16656.1	XP_449299.1
OG0003969	QNG16657.1	XP_449300.1
OG0003970	QNG16658.1	XP_449301.1
OG0003971	QNG16659.1	XP_449302.1
OG0003972	QNG16660.1	XP_449303.1
OG0003973	QNG16663.1	XP_449306.1
OG0003974	QNG16664.1	XP_449307.1
OG0003975	QNG16665.1	XP_449308.1
OG0003976	QNG16667.1	XP_449310.1
OG0003977	QNG16670.1	XP_449315.1
OG0003978	QNG16671.1	XP_449316.1
OG0003979	QNG16672.1	XP_449317.1
OG0003980	QNG16673.1	XP_449318.1
OG0003981	QNG16674.1	XP_449319.1
OG0003982	QNG16675.1	XP_449320.1
OG0003983	QNG16676.1	XP_449321.1
OG0003984	QNG16677.1	XP_449322.1
OG0003985	QNG16679.1	XP_449324.1
OG0003986	QNG16680.1	XP_449325.1
OG0003987	QNG16681.1	XP_449326.1
OG0003988	QNG16682.1	XP_449327.1
OG0003989	QNG16683.1	XP_449328.1
OG0003990	QNG16687.1	XP_449332.1
OG0003991	QNG16688.1	XP_449333.1
OG0003992	QNG16689.1	XP_449334.1
OG0003993	QNG16690.1	XP_449335.1
OG0003994	QNG16691.1	XP_449336.1
OG0003995	QNG16693.1	XP_449338.1
OG0003996	QNG16694.1	XP_449339.1
OG0003997	QNG16696.1	XP_449341.1
OG0003998	QNG16697.1	XP_449342.1
OG0003999	QNG16698.1	XP_449343.1
OG0004000	QNG16699.1	XP_449344.1
OG0004001	QNG16702.1	XP_449347.1
OG0004002	QNG16711.1	XP_449353.1
OG0004003	QNG16712.1	XP_449354.1
OG0004004	QNG16713.1	XP_449355.1
OG0004005	QNG16714.1	XP_449356.1
OG0004006	QNG16715.1	XP_449357.1
OG0004007	QNG16717.1	XP_449359.1
OG0004008	QNG16718.1	XP_449360.1
OG0004009	QNG16719.1	XP_449361.1
OG0004010	QNG16720.1	XP_449362.1
OG0004011	QNG16721.1	XP_449363.1
OG0004012	QNG16722.1	XP_449364.1
OG0004013	QNG16723.1	XP_449365.1
OG0004014	QNG16724.1	XP_449366.1
OG0004015	QNG16725.1	XP_449367.1
OG0004016	QNG16726.1	XP_449368.1
OG0004017	QNG16728.1	XP_449370.1
OG0004018	QNG16730.1	XP_449372.1
OG0004019	QNG16732.1	XP_449374.1
OG0004020	QNG16733.1	XP_449375.1
OG0004021	QNG16735.1	XP_449377.2
OG0004022	QNG16736.1	XP_449378.1
OG0004023	QNG16740.1	XP_449382.1
OG0004024	QNG16741.1	XP_449383.1
OG0004025	QNG16742.1	XP_002999599.1
OG0004026	QNG16743.1	XP_449384.1
OG0004027	QNG16744.1	XP_449385.1
OG0004028	QNG16745.1	XP_449386.1
OG0004029	QNG16746.1	XP_449387.1
OG0004030	QNG16747.1	XP_449388.1
OG0004031	QNG16748.1	XP_449389.1
OG0004032	QNG16749.1	XP_449390.1
OG0004033	QNG16750.1	XP_449391.1
OG0004034	QNG16751.1	XP_449392.1
OG0004035	QNG16752.1	XP_449393.1
OG0004036	QNG16753.1	XP_449394.1
OG0004037	QNG16754.1	XP_449395.1
OG0004038	QNG16755.1	XP_449396.1
OG0004039	QNG16756.1	XP_449397.1
OG0004040	QNG16757.1	XP_449398.1
OG0004041	QNG16758.1	XP_449399.1
OG0004042	QNG16759.1	XP_449400.1
OG0004043	QNG16760.1	XP_449401.1
OG0004044	QNG16761.1	XP_449402.1
OG0004045	QNG16762.1	XP_449403.1
OG0004046	QNG16763.1	XP_449404.1
OG0004047	QNG16765.1	XP_449406.1
OG0004048	QNG16766.1	XP_449407.1
OG0004049	QNG16767.1	XP_449408.1
OG0004050	QNG16768.1	XP_449409.1
OG0004051	QNG16769.1	XP_449410.1
OG0004052	QNG16770.1	XP_449411.1
OG0004053	QNG16771.1	XP_449412.1
OG0004054	QNG16772.1	XP_449413.1
OG0004055	QNG16773.1	XP_449414.1
OG0004056	QNG16774.1	XP_449415.1
OG0004057	QNG16775.1	XP_449416.1
OG0004058	QNG16776.1	XP_449417.1
OG0004059	QNG16779.1	XP_449420.1
OG0004060	QNG16782.1	XP_449423.1
OG0004061	QNG16784.1	XP_449425.1
OG0004062	QNG16786.1	XP_449427.1
OG0004063	QNG16788.1	XP_449429.1
OG0004064	QNG16789.1	XP_449430.1
OG0004065	QNG16790.1	XP_449431.1
OG0004066	QNG16791.1	XP_449432.1
OG0004067	QNG16792.1	XP_449433.1
OG0004068	QNG16793.1	XP_449434.1
OG0004069	QNG16794.1	XP_449435.1
OG0004070	QNG16795.1	XP_449436.1
OG0004071	QNG16796.1	XP_449437.1
OG0004072	QNG16797.1	XP_449438.1
OG0004073	QNG16798.1	XP_449439.1
OG0004074	QNG16799.1	XP_449440.1
OG0004075	QNG16800.1	XP_449441.1
OG0004076	QNG16801.1	XP_449442.1
OG0004077	QNG16802.1	XP_449443.1
OG0004078	QNG16803.1	XP_449444.1
OG0004079	QNG16804.1	XP_449445.1
OG0004080	QNG16805.1	XP_449446.1
OG0004081	QNG16807.1	XP_449448.1
OG0004082	QNG16808.1	XP_449449.1
OG0004083	QNG16809.1	XP_449450.1
OG0004084	QNG16810.1	XP_449451.1
OG0004085	QNG16812.1	XP_449453.1
OG0004086	QNG16817.1	XP_449459.1
OG0004087	QNG16819.1	XP_449461.1
OG0004088	QNG16820.1	XP_449462.1
OG0004089	QNG16821.1	XP_449463.1
OG0004090	QNG16822.1	XP_449464.1
OG0004091	QNG16823.1	XP_449465.1
OG0004092	QNG16824.1	XP_449466.1
OG0004093	QNG16825.1	XP_449467.1
OG0004094	QNG16826.1	XP_449468.1
OG0004095	QNG16827.1	XP_449469.1
OG0004096	QNG16829.1	XP_449471.1
OG0004097	QNG16832.1	XP_449474.1
OG0004098	QNG16833.1	XP_449475.1
OG0004099	QNG16834.1	XP_449476.1
OG0004100	QNG16836.1	XP_449478.1
OG0004101	QNG16837.1	XP_449479.1
OG0004102	QNG16838.1	XP_449480.1
OG0004103	QNG16839.1	XP_449481.1
OG0004104	QNG16840.1	XP_449482.1
OG0004105	QNG16844.1	XP_449486.1
OG0004106	QNG16845.1	XP_449487.1
OG0004107	QNG16846.1	XP_449488.1
OG0004108	QNG16847.1	XP_449489.1
OG0004109	QNG16848.1	XP_449490.1
OG0004110	QNG16850.1	XP_449491.1
OG0004111	QNG16851.1	XP_449492.1
OG0004112	QNG16852.1	XP_449493.1
OG0004113	QNG16854.1	XP_449494.1
OG0004114	QNG16855.1	XP_449495.1
OG0004115	QNG16858.1	XP_449498.1
OG0004116	QNG16859.1	XP_449499.1
OG0004117	QNG16860.1	XP_449500.1
OG0004118	QNG16861.1	XP_449501.1
OG0004119	QNG16862.1	XP_449502.1
OG0004120	QNG16863.1	XP_449503.1
OG0004121	QNG16865.1	XP_449505.1
OG0004122	QNG16866.1	XP_449506.1
OG0004123	QNG16867.1	XP_449507.1
OG0004124	QNG16872.1	XP_449512.1
OG0004125	QNG16873.1	XP_449513.1
OG0004126	QNG16874.1	XP_449514.1
OG0004127	QNG16875.1	XP_449515.1
OG0004128	QNG16876.1	XP_449516.1
OG0004129	QNG16877.1	XP_449517.1
OG0004130	QNG16878.1	XP_449518.1
OG0004131	QNG16879.1	XP_449519.1
OG0004132	QNG16880.1	XP_449520.1
OG0004133	QNG16881.1	XP_449521.1
OG0004134	QNG16882.1	XP_449522.1
OG0004135	QNG16883.1	XP_449523.1
OG0004136	QNG16884.1	XP_449524.1
OG0004137	QNG16885.1	XP_449525.1
OG0004138	QNG16886.1	XP_449526.1
OG0004139	QNG16887.1	XP_449527.1
OG0004140	QNG16888.1	XP_449528.1
OG0004141	QNG16890.1	XP_449530.1
OG0004142	QNG16891.1	XP_449531.1
OG0004143	QNG16892.1	XP_449532.1
OG0004144	QNG16893.1	XP_449533.1
OG0004145	QNG16895.1	XP_449535.1
OG0004146	QNG16896.1	XP_449536.1
OG0004147	QNG16898.1	XP_449538.1
OG0004148	QNG16899.1	XP_449539.1
OG0004149	QNG16900.1	XP_449540.1
OG0004150	QNG16901.1	XP_449541.1
OG0004151	QNG16902.1	XP_449542.1
OG0004152	QNG16903.1	XP_449543.1
OG0004153	QNG16904.1	XP_449544.1
OG0004154	QNG16907.1	XP_449547.1
OG0004155	QNG16908.1	XP_449548.1
OG0004156	QNG16910.1	XP_449549.1
OG0004157	QNG16911.1	XP_449550.1
OG0004158	QNG16912.1	XP_449551.1
OG0004159	QNG16913.1	XP_449552.1
OG0004160	QNG16914.1	XP_449553.1
OG0004161	QNG16915.1	XP_449554.1
OG0004162	QNG16916.1	XP_449555.1
OG0004163	QNG16918.1	XP_449557.1
OG0004164	QNG16921.1	XP_449560.1
OG0004165	QNG16922.1	XP_449561.1
OG0004166	QNG16924.1	XP_449563.1
OG0004167	QNG16925.1	XP_449564.1
OG0004168	QNG16926.1	XP_449565.1
OG0004169	QNG16928.1	XP_449567.1
OG0004170	QNG16931.1	XP_449570.1
OG0004171	QNG16932.1	XP_449571.1
OG0004172	QNG16933.1	XP_449572.2
OG0004173	QNG16934.1	XP_449573.1
OG0004174	QNG16935.1	XP_449574.1
OG0004175	QNG16936.1	XP_449575.1
OG0004176	QNG16937.1	XP_449576.1
OG0004177	QNG16938.1	XP_449577.1
OG0004178	QNG16939.1	XP_449578.1
OG0004179	QNG16940.1	XP_449579.1
OG0004180	QNG16941.1	XP_449580.1
OG0004181	QNG16943.1	XP_449582.1
OG0004182	QNG16944.1	XP_449583.1
OG0004183	QNG16945.1	XP_449584.1
OG0004184	QNG16947.1	XP_449586.1
OG0004185	QNG16948.1	XP_449587.1
OG0004186	QNG16949.1	XP_449588.1
OG0004187	QNG16950.1	XP_002999601.1
OG0004188	QNG16951.1	XP_449589.1
OG0004189	QNG16953.1	XP_449591.1
OG0004190	QNG16954.1	XP_449592.1
OG0004191	QNG16955.1	XP_449593.1
OG0004192	QNG16956.1	XP_449594.1
OG0004193	QNG16957.1	XP_449595.1
OG0004194	QNG16958.1	XP_449596.1
OG0004195	QNG16959.1	XP_449597.1
OG0004196	QNG16963.1	XP_449601.1
OG0004197	QNG16964.1	XP_449602.1
OG0004198	QNG16966.1	XP_449604.1
