Orthogroup	Species	CBS138_protein	Orthologs
OG0002068	BG2_protein	XP_446840.1	QNG14173.1
OG0002069	sacCer_protein	XP_446841.1	NP_015087.1
OG0002069	BG2_protein	XP_446841.1	QNG14174.1
OG0002070	BG2_protein	XP_446842.1	QNG14175.1
OG0002070	sacCer_protein	XP_446842.1	NP_015088.1
OG0002071	BG2_protein	XP_446843.1	QNG14176.1
OG0002071	sacCer_protein	XP_446843.1	NP_015089.1
OG0002072	BG2_protein	XP_446844.1	QNG14177.1
OG0002072	sacCer_protein	XP_446844.1	NP_010565.3
OG0002073	sacCer_protein	XP_446845.1	NP_010568.3
OG0002073	BG2_protein	XP_446845.1	QNG14178.1
OG0002074	BG2_protein	XP_446846.1	QNG14179.1
OG0002074	sacCer_protein	XP_446846.1	NP_010574.1
OG0002075	sacCer_protein	XP_446847.1	NP_010573.3
OG0002075	BG2_protein	XP_446847.1	QNG14180.1
OG0002076	sacCer_protein	XP_446848.1	NP_010572.3
OG0002076	BG2_protein	XP_446848.1	QNG14181.1
OG0002077	BG2_protein	XP_002999548.1	QNG14182.1
OG0002077	sacCer_protein	XP_002999548.1	NP_010571.1
OG0002078	BG2_protein	XP_446849.1	QNG14183.1
OG0002078	sacCer_protein	XP_446849.1	NP_010570.1
OG0002079	sacCer_protein	XP_446850.1	NP_010569.3
OG0002079	BG2_protein	XP_446850.1	QNG14184.1
OG0002080	BG2_protein	XP_446851.1	QNG14185.1
OG0002080	sacCer_protein	XP_446851.1	NP_010575.1
OG0002081	BG2_protein	XP_446852.1	QNG14186.1
OG0002081	sacCer_protein	XP_446852.1	NP_010577.3
OG0002082	sacCer_protein	XP_446853.1	NP_010578.3
OG0002082	BG2_protein	XP_446853.1	QNG14187.1
OG0002083	BG2_protein	XP_446854.1	QNG14188.1
OG0002083	sacCer_protein	XP_446854.1	NP_010579.1
OG0002084	sacCer_protein	XP_446855.1	NP_010580.1
OG0002084	BG2_protein	XP_446855.1	QNG14189.1
OG0002085	sacCer_protein	XP_446856.1	NP_010581.3
OG0002085	BG2_protein	XP_446856.1	QNG14190.1
OG0002086	BG2_protein	XP_446857.1	QNG14191.1
OG0002086	sacCer_protein	XP_446857.1	NP_010582.3
OG0002087	BG2_protein	XP_446858.1	QNG14192.1
OG0002087	sacCer_protein	XP_446858.1	NP_010583.1
OG0002088	sacCer_protein	XP_446859.1	NP_010584.1
OG0002088	BG2_protein	XP_446859.1	QNG14193.1
OG0002089	BG2_protein	XP_446860.1	QNG14194.1
OG0002089	sacCer_protein	XP_446860.1	NP_010585.3
OG0002090	sacCer_protein	XP_446862.1	NP_010587.1
OG0002090	BG2_protein	XP_446862.1	QNG14196.1
OG0002091	sacCer_protein	XP_446863.1	NP_010588.1
OG0002091	BG2_protein	XP_446863.1	QNG14197.1
OG0002092	BG2_protein	XP_446864.1	QNG14198.1
OG0002092	sacCer_protein	XP_446864.1	NP_010589.3
OG0002093	BG2_protein	XP_446865.1	QNG14199.1
OG0002093	sacCer_protein	XP_446865.1	NP_010590.3
OG0002094	BG2_protein	XP_446866.1	QNG14200.1
OG0002094	sacCer_protein	XP_446866.1	NP_010820.3
OG0002095	BG2_protein	XP_446867.1	QNG14201.1
OG0002095	sacCer_protein	XP_446867.1	NP_010821.3
OG0002096	sacCer_protein	XP_446868.1	NP_010816.4
OG0002096	BG2_protein	XP_446868.1	QNG14202.1
OG0002098	sacCer_protein	XP_446869.1	NP_010812.3
OG0002098	BG2_protein	XP_446869.1	QNG14204.1
OG0002099	BG2_protein	XP_446870.1	QNG14205.1
OG0002099	sacCer_protein	XP_446870.1	NP_010811.1
OG0002100	sacCer_protein	XP_446872.1	NP_010808.3
OG0002100	BG2_protein	XP_446872.1	QNG14207.1
OG0002101	BG2_protein	XP_446873.1	QNG14208.1
OG0002101	sacCer_protein	XP_446873.1	NP_010807.3
OG0002102	BG2_protein	XP_446876.1	QNG14211.1
OG0002102	sacCer_protein	XP_446876.1	NP_012596.3
OG0002103	BG2_protein	XP_446878.1	QNG14213.1
OG0002103	sacCer_protein	XP_446878.1	NP_012594.1
OG0002104	BG2_protein	XP_446880.1	QNG14215.1
OG0002104	sacCer_protein	XP_446880.1	NP_012592.1
OG0002105	sacCer_protein	XP_446881.1	NP_012591.1
OG0002105	BG2_protein	XP_446881.1	QNG14216.1
OG0002106	BG2_protein	XP_446882.1	QNG14217.1
OG0002106	sacCer_protein	XP_446882.1	NP_012590.3
OG0002107	sacCer_protein	XP_446883.1	NP_011958.1
OG0002107	BG2_protein	XP_446883.1	QNG14218.1
OG0002108	BG2_protein	XP_446884.1	QNG14219.1
OG0002108	sacCer_protein	XP_446884.1	NP_011957.1
OG0002109	BG2_protein	XP_446885.1	QNG14220.1
OG0002109	sacCer_protein	XP_446885.1	NP_011956.1
OG0002110	sacCer_protein	XP_446886.1	NP_011955.1
OG0002110	BG2_protein	XP_446886.1	QNG14221.1
OG0002111	BG2_protein	XP_446887.1	QNG14222.1
OG0002111	sacCer_protein	XP_446887.1	NP_011954.1
OG0002112	sacCer_protein	XP_446889.1	NP_011951.1
OG0002112	BG2_protein	XP_446889.1	QNG14224.1
OG0002113	BG2_protein	XP_446890.1	QNG14225.1
OG0002113	sacCer_protein	XP_446890.1	NP_013996.2
OG0002114	BG2_protein	XP_446891.1	QNG14226.1
OG0002114	sacCer_protein	XP_446891.1	NP_013995.1
OG0002115	sacCer_protein	XP_446892.1	NP_013994.1
OG0002115	BG2_protein	XP_446892.1	QNG14227.1
OG0002116	sacCer_protein	XP_446893.1	NP_013993.1
OG0002116	BG2_protein	XP_446893.1	QNG14228.1
OG0002117	BG2_protein	XP_446895.1	QNG14230.1
OG0002117	sacCer_protein	XP_446895.1	NP_013992.1
OG0002118	BG2_protein	XP_446896.1	QNG14231.1
OG0002118	sacCer_protein	XP_446896.1	NP_013991.1
OG0002119	BG2_protein	XP_446897.1	QNG14232.1
OG0002119	sacCer_protein	XP_446897.1	NP_013990.1
OG0002120	BG2_protein	XP_446898.1	QNG14233.1
OG0002120	sacCer_protein	XP_446898.1	NP_013989.2
OG0002121	BG2_protein	XP_446900.1	QNG14235.1
OG0002121	sacCer_protein	XP_446900.1	NP_013987.1
OG0002122	BG2_protein	XP_446901.1	QNG14236.1
OG0002122	sacCer_protein	XP_446901.1	NP_013986.1
OG0002123	BG2_protein	XP_446902.1	QNG14237.1
OG0002123	sacCer_protein	XP_446902.1	NP_013985.1
OG0002124	sacCer_protein	XP_446903.1	NP_013984.1
OG0002124	BG2_protein	XP_446903.1	QNG14238.1
OG0002125	sacCer_protein	XP_002999550.1	NP_013983.1
OG0002125	BG2_protein	XP_002999550.1	QNG14239.1
OG0002126	BG2_protein	XP_446906.1	QNG14242.1
OG0002126	sacCer_protein	XP_446906.1	NP_013979.1
OG0002127	BG2_protein	XP_446908.1	QNG14244.1
OG0002127	sacCer_protein	XP_446908.1	NP_013976.1
OG0002128	sacCer_protein	XP_446909.1	NP_014590.1
OG0002128	BG2_protein	XP_446909.1	QNG14245.1
OG0002129	sacCer_protein	XP_446910.1	NP_013975.1
OG0002129	BG2_protein	XP_446910.1	QNG14246.1
OG0002130	sacCer_protein	XP_446911.1	NP_012986.1
OG0002130	BG2_protein	XP_446911.1	QNG14247.1
OG0002131	BG2_protein	XP_446913.1	QNG14249.1
OG0002131	sacCer_protein	XP_446913.1	NP_013266.1
OG0002132	BG2_protein	XP_446914.1	QNG14250.1
OG0002132	sacCer_protein	XP_446914.1	NP_013264.1
OG0002133	sacCer_protein	XP_446916.1	NP_012461.1
OG0002133	BG2_protein	XP_446916.1	QNG14252.1
OG0002134	sacCer_protein	XP_446917.1	NP_012462.3
OG0002134	BG2_protein	XP_446917.1	QNG14253.1
OG0002135	BG2_protein	XP_446918.1	QNG14254.1
OG0002135	sacCer_protein	XP_446918.1	NP_012463.1
OG0002136	BG2_protein	XP_446919.1	QNG14255.1
OG0002136	sacCer_protein	XP_446919.1	NP_012464.1
OG0002137	sacCer_protein	XP_446921.1	NP_012466.1
OG0002137	BG2_protein	XP_446921.1	QNG14257.1
OG0002138	BG2_protein	XP_446923.1	QNG14259.1
OG0002138	sacCer_protein	XP_446923.1	NP_011420.3
OG0002139	BG2_protein	XP_446924.1	QNG14260.1
OG0002139	sacCer_protein	XP_446924.1	NP_011421.1
OG0002140	sacCer_protein	XP_446925.1	NP_011422.1
OG0002140	BG2_protein	XP_446925.1	QNG14261.1
OG0002141	BG2_protein	XP_446926.1	QNG14262.1
OG0002141	sacCer_protein	XP_446926.1	NP_011423.1
OG0002142	sacCer_protein	XP_446927.1	NP_011424.3
OG0002142	BG2_protein	XP_446927.1	QNG14263.1
OG0002143	sacCer_protein	XP_446928.1	NP_011425.1
OG0002143	BG2_protein	XP_446928.1	QNG14264.1
OG0002144	BG2_protein	XP_446930.1	QNG14266.1
OG0002144	sacCer_protein	XP_446930.1	NP_011428.1
OG0002145	sacCer_protein	XP_446931.1	NP_011429.3
OG0002145	BG2_protein	XP_446931.1	QNG14267.1
OG0002146	sacCer_protein	XP_446932.1	NP_011430.1
OG0002146	BG2_protein	XP_446932.1	QNG14268.1
OG0002147	sacCer_protein	XP_446934.1	NP_011432.1
OG0002147	BG2_protein	XP_446934.1	QNG14270.1
OG0002148	BG2_protein	XP_446935.1	QNG14271.1
OG0002148	sacCer_protein	XP_446935.1	NP_015134.1
OG0002149	sacCer_protein	XP_446936.1	NP_011433.3
OG0002149	BG2_protein	XP_446936.1	QNG14272.1
OG0002150	BG2_protein	XP_446938.1	QNG14274.1
OG0002150	sacCer_protein	XP_446938.1	NP_011435.1
OG0002151	sacCer_protein	XP_446939.1	NP_011436.1
OG0002151	BG2_protein	XP_446939.1	QNG14275.1
OG0002152	sacCer_protein	XP_446940.1	NP_011437.3
OG0002152	BG2_protein	XP_446940.1	QNG14276.1
OG0002153	BG2_protein	XP_446943.1	QNG14279.1
OG0002153	sacCer_protein	XP_446943.1	NP_011442.3
OG0002154	sacCer_protein	XP_446945.1	NP_011444.1
OG0002154	BG2_protein	XP_446945.1	QNG14280.1
OG0002155	BG2_protein	XP_446946.1	QNG14281.1
OG0002155	sacCer_protein	XP_446946.1	NP_011445.1
OG0002156	sacCer_protein	XP_446947.1	NP_011447.1
OG0002156	BG2_protein	XP_446947.1	QNG14282.1
OG0002157	sacCer_protein	XP_446948.1	NP_015120.1
OG0002157	BG2_protein	XP_446948.1	QNG14283.1
OG0002158	sacCer_protein	XP_446949.1	NP_014386.2
OG0002158	BG2_protein	XP_446949.1	QNG14284.1
OG0002159	BG2_protein	XP_446950.1	QNG14285.1
OG0002159	sacCer_protein	XP_446950.1	NP_013351.1
OG0002160	sacCer_protein	XP_446951.1	NP_014387.1
OG0002160	BG2_protein	XP_446951.1	QNG14286.1
OG0002161	BG2_protein	XP_446952.1	QNG14287.1
OG0002161	sacCer_protein	XP_446952.1	NP_014388.3
OG0002162	sacCer_protein	XP_446954.1	NP_013276.1
OG0002162	BG2_protein	XP_446954.1	QNG14289.1
OG0002163	BG2_protein	XP_446955.1	QNG14290.1
OG0002163	sacCer_protein	XP_446955.1	NP_014391.1
OG0002164	BG2_protein	XP_446956.1	QNG14291.1
OG0002164	sacCer_protein	XP_446956.1	NP_014392.3
OG0002165	sacCer_protein	XP_446957.1	NP_013277.1
OG0002165	BG2_protein	XP_446957.1	QNG14292.1
OG0002166	BG2_protein	XP_446958.1	QNG14293.1
OG0002166	sacCer_protein	XP_446958.1	NP_014396.3
OG0002167	sacCer_protein	XP_446959.1	NP_009911.2
OG0002167	BG2_protein	XP_446959.1	QNG14294.1
OG0002168	sacCer_protein	XP_446960.1	NP_009912.2
OG0002168	BG2_protein	XP_446960.1	QNG14295.1
OG0002169	BG2_protein	XP_446961.1	QNG14296.1
OG0002169	sacCer_protein	XP_446961.1	NP_014395.3
OG0002170	sacCer_protein	XP_446963.1	NP_014393.1
OG0002170	BG2_protein	XP_446963.1	QNG14298.1
OG0002171	sacCer_protein	XP_446964.1	NP_009918.1
OG0002171	BG2_protein	XP_446964.1	QNG14299.1
OG0002172	sacCer_protein	XP_446965.1	NP_009919.3
OG0002172	BG2_protein	XP_446965.1	QNG14300.1
OG0002173	BG2_protein	XP_446966.1	QNG14302.1
OG0002173	sacCer_protein	XP_446966.1	NP_014397.1
OG0002174	sacCer_protein	XP_446972.1	NP_013580.1
OG0002174	BG2_protein	XP_446972.1	QNG14308.1
OG0002175	sacCer_protein	XP_446973.1	NP_013622.1
OG0002175	BG2_protein	XP_446973.1	QNG14309.1
OG0002176	sacCer_protein	XP_446974.1	NP_013624.1
OG0002176	BG2_protein	XP_446974.1	QNG14310.1
OG0002177	BG2_protein	XP_446977.2	QNG14313.1
OG0002177	sacCer_protein	XP_446977.2	NP_013629.1
OG0002178	sacCer_protein	XP_446979.1	NP_013631.1
OG0002178	BG2_protein	XP_446979.1	QNG14315.1
OG0002179	BG2_protein	XP_446982.1	QNG14322.1
OG0002179	sacCer_protein	XP_446982.1	NP_013633.1
OG0002180	sacCer_protein	XP_446983.1	NP_012659.1
OG0002180	BG2_protein	XP_446983.1	QNG14323.1
OG0002181	sacCer_protein	XP_446984.1	NP_013634.1
OG0002181	BG2_protein	XP_446984.1	QNG14324.1
OG0002182	BG2_protein	XP_446985.1	QNG14325.1
OG0002182	sacCer_protein	XP_446985.1	NP_013635.1
OG0002183	BG2_protein	XP_446986.1	QNG14326.1
OG0002183	sacCer_protein	XP_446986.1	NP_011968.1
OG0002184	BG2_protein	XP_446987.1	QNG14327.1
OG0002184	sacCer_protein	XP_446987.1	NP_014621.1
OG0002185	sacCer_protein	XP_446988.1	NP_013886.1
OG0002185	BG2_protein	XP_446988.1	QNG14328.1
OG0002186	BG2_protein	XP_446989.1	QNG14329.1
OG0002186	sacCer_protein	XP_446989.1	NP_013885.1
OG0002187	sacCer_protein	XP_446990.1	NP_013884.1
OG0002187	BG2_protein	XP_446990.1	QNG14330.1
OG0002188	sacCer_protein	XP_446991.1	NP_009460.1
OG0002188	BG2_protein	XP_446991.1	QNG14331.1
OG0002189	sacCer_protein	XP_446993.1	NP_009463.1
OG0002189	BG2_protein	XP_446993.1	QNG14333.1
OG0002190	sacCer_protein	XP_446995.1	NP_009465.2
OG0002190	BG2_protein	XP_446995.1	QNG14335.1
OG0002191	sacCer_protein	XP_446996.1	NP_013707.1
OG0002191	BG2_protein	XP_446996.1	QNG14336.1
OG0002192	BG2_protein	XP_446997.1	QNG14337.1
OG0002192	sacCer_protein	XP_446997.1	NP_013706.1
OG0002193	BG2_protein	XP_446998.1	QNG14338.1
OG0002193	sacCer_protein	XP_446998.1	NP_010717.1
OG0002194	sacCer_protein	XP_002999551.1	NP_013705.1
OG0002194	BG2_protein	XP_002999551.1	QNG14339.1
OG0002195	BG2_protein	XP_446999.1	QNG14340.1
OG0002195	sacCer_protein	XP_446999.1	NP_013703.1
OG0002196	BG2_protein	XP_447000.1	QNG14341.1
OG0002196	sacCer_protein	XP_447000.1	NP_013702.1
OG0002197	sacCer_protein	XP_447001.1	NP_013701.1
OG0002197	BG2_protein	XP_447001.1	QNG14342.1
OG0002198	BG2_protein	XP_447002.1	QNG14343.1
OG0002198	sacCer_protein	XP_447002.1	NP_010720.3
OG0002199	sacCer_protein	XP_447003.1	NP_013699.1
OG0002199	BG2_protein	XP_447003.1	QNG14344.1
OG0002200	sacCer_protein	XP_447004.1	NP_013698.1
OG0002200	BG2_protein	XP_447004.1	QNG14345.1
OG0002201	sacCer_protein	XP_447005.1	NP_013697.1
OG0002201	BG2_protein	XP_447005.1	QNG14346.1
OG0002202	BG2_protein	XP_447008.1	QNG14349.1
OG0002202	sacCer_protein	XP_447008.1	NP_013480.1
OG0002203	BG2_protein	XP_447009.1	QNG14350.1
OG0002203	sacCer_protein	XP_447009.1	NP_010373.3
OG0002204	sacCer_protein	XP_447011.1	NP_013482.1
OG0002204	BG2_protein	XP_447011.1	QNG14352.1
OG0002205	BG2_protein	XP_447013.1	QNG14354.1
OG0002205	sacCer_protein	XP_447013.1	NP_013484.3
OG0002206	sacCer_protein	XP_447014.1	NP_013485.1
OG0002206	BG2_protein	XP_447014.1	QNG14355.1
OG0002207	sacCer_protein	XP_447015.1	NP_013486.3
OG0002207	BG2_protein	XP_447015.1	QNG14356.1
OG0002208	BG2_protein	XP_447016.1	QNG14357.1
OG0002208	sacCer_protein	XP_447016.1	NP_013487.1
OG0002209	BG2_protein	XP_447017.1	QNG14358.1
OG0002209	sacCer_protein	XP_447017.1	NP_013488.3
OG0002210	BG2_protein	XP_447018.1	QNG14359.1
OG0002210	sacCer_protein	XP_447018.1	NP_013489.1
OG0002211	BG2_protein	XP_447019.1	QNG14360.1
OG0002211	sacCer_protein	XP_447019.1	NP_015264.1
OG0002212	BG2_protein	XP_447020.1	QNG14361.1
OG0002212	sacCer_protein	XP_447020.1	NP_015262.1
OG0002213	sacCer_protein	XP_447021.1	NP_015260.1
OG0002213	BG2_protein	XP_447021.1	QNG14362.1
OG0002214	sacCer_protein	XP_447022.1	NP_015259.1
OG0002214	BG2_protein	XP_447022.1	QNG14363.1
OG0002215	sacCer_protein	XP_447023.1	NP_015258.1
OG0002215	BG2_protein	XP_447023.1	QNG14364.1
OG0002216	sacCer_protein	XP_447025.1	NP_015256.1
OG0002216	BG2_protein	XP_447025.1	QNG14366.1
OG0002217	sacCer_protein	XP_447026.1	NP_015255.1
OG0002217	BG2_protein	XP_447026.1	QNG14367.1
OG0002218	sacCer_protein	XP_447027.1	NP_015254.1
OG0002218	BG2_protein	XP_447027.1	QNG14368.1
OG0002219	BG2_protein	XP_447028.1	QNG14369.1
OG0002219	sacCer_protein	XP_447028.1	NP_015253.1
OG0002220	sacCer_protein	XP_447030.2	NP_015250.1
OG0002220	BG2_protein	XP_447030.2	QNG14371.1
OG0002221	sacCer_protein	XP_447031.1	NP_015249.1
OG0002221	BG2_protein	XP_447031.1	QNG14372.1
OG0002222	BG2_protein	XP_447032.1	QNG14373.1
OG0002222	sacCer_protein	XP_447032.1	NP_015248.1
OG0002223	BG2_protein	XP_447033.1	QNG14374.1
OG0002223	sacCer_protein	XP_447033.1	NP_009755.1
OG0002224	BG2_protein	XP_447034.1	QNG14375.1
OG0002224	sacCer_protein	XP_447034.1	NP_015247.1
OG0002225	BG2_protein	XP_447036.1	QNG14377.1
OG0002225	sacCer_protein	XP_447036.1	NP_015243.1
OG0002226	sacCer_protein	XP_447037.1	NP_015242.1
OG0002226	BG2_protein	XP_447037.1	QNG14378.1
OG0002227	sacCer_protein	XP_447038.1	NP_015240.1
OG0002227	BG2_protein	XP_447038.1	QNG14379.1
OG0002228	BG2_protein	XP_447042.1	QNG14383.1
OG0002228	sacCer_protein	XP_447042.1	NP_015234.1
OG0002229	sacCer_protein	XP_447043.1	NP_015233.1
OG0002229	BG2_protein	XP_447043.1	QNG14384.1
OG0002230	sacCer_protein	XP_447044.1	NP_015232.1
OG0002230	BG2_protein	XP_447044.1	QNG14385.1
OG0002231	BG2_protein	XP_447045.1	QNG14386.1
OG0002231	sacCer_protein	XP_447045.1	NP_015231.2
OG0002232	sacCer_protein	XP_447046.1	NP_015229.1
OG0002232	BG2_protein	XP_447046.1	QNG14387.1
OG0002233	BG2_protein	XP_447047.1	QNG14389.1
OG0002233	sacCer_protein	XP_447047.1	NP_015228.1
OG0002234	sacCer_protein	XP_447048.1	NP_015227.1
OG0002234	BG2_protein	XP_447048.1	QNG14390.1
OG0002235	BG2_protein	XP_447049.1	QNG14391.1
OG0002235	sacCer_protein	XP_447049.1	NP_015226.1
OG0002236	sacCer_protein	XP_447050.1	NP_015225.1
OG0002236	BG2_protein	XP_447050.1	QNG14392.1
OG0002237	sacCer_protein	XP_447051.1	NP_015224.1
OG0002237	BG2_protein	XP_447051.1	QNG14393.1
OG0002238	BG2_protein	XP_447052.1	QNG14394.1
OG0002238	sacCer_protein	XP_447052.1	NP_015222.1
OG0002239	BG2_protein	XP_447053.1	QNG14395.1
OG0002239	sacCer_protein	XP_447053.1	NP_015221.1
OG0002240	BG2_protein	XP_447055.1	QNG14397.1
OG0002240	sacCer_protein	XP_447055.1	NP_015218.1
OG0002241	BG2_protein	XP_447056.1	QNG14398.1
OG0002241	sacCer_protein	XP_447056.1	NP_015217.1
OG0002242	BG2_protein	XP_447060.1	QNG14402.1
OG0002242	sacCer_protein	XP_447060.1	NP_015007.1
OG0002243	sacCer_protein	XP_447061.1	NP_010894.1
OG0002243	BG2_protein	XP_447061.1	QNG14403.1
OG0002244	sacCer_protein	XP_447062.1	NP_009381.1
OG0002244	BG2_protein	XP_447062.1	QNG14404.1
OG0002245	sacCer_protein	XP_447063.1	NP_009382.2
OG0002245	BG2_protein	XP_447063.1	QNG14405.1
OG0002246	sacCer_protein	XP_447064.1	NP_009383.1
OG0002246	BG2_protein	XP_447064.1	QNG14406.1
OG0002247	sacCer_protein	XP_447065.1	NP_014591.1
OG0002247	BG2_protein	XP_447065.1	QNG14407.1
OG0002248	BG2_protein	XP_447066.1	QNG14408.1
OG0002248	sacCer_protein	XP_447066.1	NP_009384.1
OG0002249	BG2_protein	XP_447070.1	QNG14412.1
OG0002249	sacCer_protein	XP_447070.1	NP_009388.2
OG0002250	sacCer_protein	XP_447071.1	NP_009389.3
OG0002250	BG2_protein	XP_447071.1	QNG14413.1
OG0002251	BG2_protein	XP_447072.1	QNG14414.1
OG0002251	sacCer_protein	XP_447072.1	NP_009390.1
OG0002252	sacCer_protein	XP_447073.1	NP_009391.2
OG0002252	BG2_protein	XP_447073.1	QNG14415.1
OG0002253	sacCer_protein	XP_447074.1	NP_013495.1
OG0002253	BG2_protein	XP_447074.1	QNG14416.1
OG0002254	sacCer_protein	XP_447075.1	NP_013494.3
OG0002254	BG2_protein	XP_447075.1	QNG14417.1
OG0002255	sacCer_protein	XP_447076.1	NP_013493.2
OG0002255	BG2_protein	XP_447076.1	QNG14418.1
OG0002256	BG2_protein	XP_447077.1	QNG14419.1
OG0002256	sacCer_protein	XP_447077.1	NP_013491.1
OG0002257	sacCer_protein	XP_447078.1	NP_013490.3
OG0002257	BG2_protein	XP_447078.1	QNG14420.1
OG0002258	sacCer_protein	XP_447079.1	NP_012121.2
OG0002258	BG2_protein	XP_447079.1	QNG14421.1
OG0002259	BG2_protein	XP_447080.1	QNG14422.1
OG0002259	sacCer_protein	XP_447080.1	NP_012120.1
OG0002260	BG2_protein	XP_447081.1	QNG14423.1
OG0002260	sacCer_protein	XP_447081.1	NP_012119.1
OG0002261	BG2_protein	XP_447082.1	QNG14424.1
OG0002261	sacCer_protein	XP_447082.1	NP_012116.1
OG0002262	BG2_protein	XP_447084.1	QNG14427.1
OG0002262	sacCer_protein	XP_447084.1	NP_013023.3
OG0002263	sacCer_protein	XP_447085.1	NP_012113.1
OG0002263	BG2_protein	XP_447085.1	QNG14428.1
OG0002264	sacCer_protein	XP_447086.1	NP_012112.3
OG0002264	BG2_protein	XP_447086.1	QNG14429.1
OG0002265	BG2_protein	XP_447087.1	QNG14430.1
OG0002265	sacCer_protein	XP_447087.1	NP_012111.1
OG0002266	sacCer_protein	XP_447088.1	NP_012110.1
OG0002266	BG2_protein	XP_447088.1	QNG14431.1
OG0002267	sacCer_protein	XP_002999552.1	NP_001027534.1
OG0002267	BG2_protein	XP_002999552.1	QNG14432.1
OG0002268	sacCer_protein	XP_447089.1	NP_012109.1
OG0002268	BG2_protein	XP_447089.1	QNG14433.1
OG0002269	BG2_protein	XP_447090.1	QNG14434.1
OG0002269	sacCer_protein	XP_447090.1	NP_012107.1
OG0002270	sacCer_protein	XP_447091.1	NP_012106.1
OG0002270	BG2_protein	XP_447091.1	QNG14435.1
OG0002271	BG2_protein	XP_447092.1	QNG14436.1
OG0002271	sacCer_protein	XP_447092.1	NP_012945.1
OG0002272	BG2_protein	XP_447095.1	QNG14439.1
OG0002272	sacCer_protein	XP_447095.1	NP_013610.1
OG0002273	sacCer_protein	XP_447096.1	NP_013611.1
OG0002273	BG2_protein	XP_447096.1	QNG14440.1
OG0002274	sacCer_protein	XP_447097.1	NP_013576.1
OG0002274	BG2_protein	XP_447097.1	QNG14441.1
OG0002275	BG2_protein	XP_447098.1	QNG14442.1
OG0002275	sacCer_protein	XP_447098.1	NP_013612.1
OG0002276	sacCer_protein	XP_447099.1	NP_013613.1
OG0002276	BG2_protein	XP_447099.1	QNG14443.1
OG0002277	BG2_protein	XP_447100.1	QNG14444.1
OG0002277	sacCer_protein	XP_447100.1	NP_013617.1
OG0002278	BG2_protein	XP_447101.1	QNG14445.1
OG0002278	sacCer_protein	XP_447101.1	NP_013618.1
OG0002279	BG2_protein	XP_002999553.1	QNG14446.1
OG0002279	sacCer_protein	XP_002999553.1	NP_010609.1
OG0002280	sacCer_protein	XP_447102.1	NP_010608.1
OG0002280	BG2_protein	XP_447102.1	QNG14447.1
OG0002281	BG2_protein	XP_447103.1	QNG14448.1
OG0002281	sacCer_protein	XP_447103.1	NP_010607.3
OG0002282	BG2_protein	XP_447104.1	QNG14449.1
OG0002282	sacCer_protein	XP_447104.1	NP_710144.3
OG0002283	BG2_protein	XP_447105.1	QNG14450.1
OG0002283	sacCer_protein	XP_447105.1	NP_010606.1
OG0002284	BG2_protein	XP_447106.1	QNG14451.1
OG0002284	sacCer_protein	XP_447106.1	NP_010605.1
OG0002285	sacCer_protein	XP_447107.1	NP_010604.4
OG0002285	BG2_protein	XP_447107.1	QNG14452.1
OG0002286	sacCer_protein	XP_447108.1	NP_010603.3
OG0002286	BG2_protein	XP_447108.1	QNG14453.1
OG0002287	sacCer_protein	XP_447109.1	NP_011937.1
OG0002287	BG2_protein	XP_447109.1	QNG14454.1
OG0002288	BG2_protein	XP_447110.1	QNG14455.1
OG0002288	sacCer_protein	XP_447110.1	NP_011936.1
OG0002289	BG2_protein	XP_447111.1	QNG14456.1
OG0002289	sacCer_protein	XP_447111.1	NP_010602.3
OG0002290	BG2_protein	XP_447112.1	QNG14457.1
OG0002290	sacCer_protein	XP_447112.1	NP_011935.1
OG0002291	sacCer_protein	XP_447113.1	NP_010601.3
OG0002291	BG2_protein	XP_447113.1	QNG14458.1
OG0002292	sacCer_protein	XP_447114.1	NP_010600.1
OG0002292	BG2_protein	XP_447114.1	QNG14459.1
OG0002293	sacCer_protein	XP_447115.2	NP_010599.1
OG0002293	BG2_protein	XP_447115.2	QNG14460.1
OG0002294	sacCer_protein	XP_447117.1	NP_010769.3
OG0002294	BG2_protein	XP_447117.1	QNG14462.1
OG0002295	sacCer_protein	XP_447118.1	NP_010770.3
OG0002295	BG2_protein	XP_447118.1	QNG14463.1
OG0002296	sacCer_protein	XP_447120.1	NP_009713.1
OG0002296	BG2_protein	XP_447120.1	QNG14465.1
OG0002297	sacCer_protein	XP_447121.1	NP_009714.3
OG0002297	BG2_protein	XP_447121.1	QNG14466.1
OG0002298	BG2_protein	XP_447122.1	QNG14467.1
OG0002298	sacCer_protein	XP_447122.1	NP_009715.4
OG0002299	BG2_protein	XP_447123.1	QNG14468.1
OG0002299	sacCer_protein	XP_447123.1	NP_009716.1
OG0002300	sacCer_protein	XP_447124.1	NP_009717.1
OG0002300	BG2_protein	XP_447124.1	QNG14469.1
OG0002301	sacCer_protein	XP_447125.1	NP_009718.3
