Orthogroup	Species	BG2_protein	Orthologs
OG0002738	sacCer_protein	QNG15057.1	NP_009533.1
OG0002739	sacCer_protein	QNG15058.1	NP_009532.1
OG0002739	CBS138_protein	QNG15058.1	XP_447897.1
OG0002740	sacCer_protein	QNG15059.1	NP_009531.1
OG0002740	CBS138_protein	QNG15059.1	XP_447898.1
OG0002741	sacCer_protein	QNG15060.1	NP_009530.1
OG0002741	CBS138_protein	QNG15060.1	XP_447899.1
OG0002742	CBS138_protein	QNG15061.1	XP_447900.1
OG0002742	sacCer_protein	QNG15061.1	NP_013518.3
OG0002743	CBS138_protein	QNG15062.1	XP_447901.1
OG0002743	sacCer_protein	QNG15062.1	NP_013521.3
OG0002744	CBS138_protein	QNG15063.1	XP_447902.1
OG0002744	sacCer_protein	QNG15063.1	NP_013522.1
OG0002745	sacCer_protein	QNG15064.1	NP_013523.3
OG0002745	CBS138_protein	QNG15064.1	XP_447903.1
OG0002746	CBS138_protein	QNG15066.1	XP_447905.1
OG0002746	sacCer_protein	QNG15066.1	NP_012730.1
OG0002747	sacCer_protein	QNG15067.1	NP_013524.1
OG0002747	CBS138_protein	QNG15067.1	XP_447906.1
OG0002748	sacCer_protein	QNG15068.1	NP_013525.3
OG0002748	CBS138_protein	QNG15068.1	XP_447907.1
OG0002749	sacCer_protein	QNG15069.1	NP_013526.1
OG0002749	CBS138_protein	QNG15069.1	XP_447908.1
OG0002750	sacCer_protein	QNG15071.1	NP_013527.3
OG0002750	CBS138_protein	QNG15071.1	XP_447910.1
OG0002751	sacCer_protein	QNG15072.1	NP_013528.1
OG0002751	CBS138_protein	QNG15072.1	XP_447911.1
OG0002752	CBS138_protein	QNG15073.1	XP_447912.1
OG0002752	sacCer_protein	QNG15073.1	NP_013529.3
OG0002753	CBS138_protein	QNG15074.1	XP_447913.1
OG0002753	sacCer_protein	QNG15074.1	NP_013530.1
OG0002754	CBS138_protein	QNG15075.1	XP_447914.1
OG0002754	sacCer_protein	QNG15075.1	NP_013531.3
OG0002755	CBS138_protein	QNG15076.1	XP_447915.1
OG0002755	sacCer_protein	QNG15076.1	NP_013533.1
OG0002756	CBS138_protein	QNG15077.1	XP_447916.1
OG0002756	sacCer_protein	QNG15077.1	NP_012489.2
OG0002757	CBS138_protein	QNG15078.1	XP_447917.1
OG0002757	sacCer_protein	QNG15078.1	NP_012488.3
OG0002758	CBS138_protein	QNG15080.1	XP_447919.1
OG0002758	sacCer_protein	QNG15080.1	NP_012486.3
OG0002759	sacCer_protein	QNG15081.1	NP_012485.1
OG0002759	CBS138_protein	QNG15081.1	XP_447920.1
OG0002760	sacCer_protein	QNG15082.1	NP_012484.1
OG0002760	CBS138_protein	QNG15082.1	XP_447921.1
OG0002761	CBS138_protein	QNG15084.1	XP_447923.1
OG0002761	sacCer_protein	QNG15084.1	NP_012482.1
OG0002762	CBS138_protein	QNG15085.1	XP_447924.1
OG0002762	sacCer_protein	QNG15085.1	NP_012481.3
OG0002763	sacCer_protein	QNG15086.1	NP_012480.1
OG0002763	CBS138_protein	QNG15086.1	XP_447925.1
OG0002764	CBS138_protein	QNG15087.1	XP_447926.1
OG0002764	sacCer_protein	QNG15087.1	NP_012479.1
OG0002765	sacCer_protein	QNG15088.1	NP_012478.3
OG0002765	CBS138_protein	QNG15088.1	XP_447927.1
OG0002766	CBS138_protein	QNG15089.1	XP_447928.1
OG0002766	sacCer_protein	QNG15089.1	NP_012476.1
OG0002767	sacCer_protein	QNG15090.1	NP_012475.3
OG0002767	CBS138_protein	QNG15090.1	XP_447929.1
OG0002768	sacCer_protein	QNG15091.1	NP_012474.1
OG0002768	CBS138_protein	QNG15091.1	XP_447931.1
OG0002769	CBS138_protein	QNG15092.1	XP_447932.1
OG0002769	sacCer_protein	QNG15092.1	NP_012473.1
OG0002770	sacCer_protein	QNG15094.1	NP_012472.1
OG0002770	CBS138_protein	QNG15094.1	XP_447933.1
OG0002771	CBS138_protein	QNG15095.1	XP_447934.1
OG0002771	sacCer_protein	QNG15095.1	NP_012470.1
OG0002772	CBS138_protein	QNG15096.1	XP_447935.1
OG0002772	sacCer_protein	QNG15096.1	NP_012469.3
OG0002773	sacCer_protein	QNG15097.1	NP_012467.1
OG0002773	CBS138_protein	QNG15097.1	XP_447936.1
OG0002774	CBS138_protein	QNG15098.1	XP_447937.1
OG0002774	sacCer_protein	QNG15098.1	NP_011418.1
OG0002775	sacCer_protein	QNG15099.1	NP_011417.1
OG0002775	CBS138_protein	QNG15099.1	XP_447938.1
OG0002776	sacCer_protein	QNG15101.1	NP_011416.3
OG0002776	CBS138_protein	QNG15101.1	XP_447940.1
OG0002777	sacCer_protein	QNG15103.1	NP_014319.1
OG0002777	CBS138_protein	QNG15103.1	XP_447942.1
OG0002778	CBS138_protein	QNG15104.1	XP_447943.1
OG0002778	sacCer_protein	QNG15104.1	NP_014318.3
OG0002779	sacCer_protein	QNG15105.1	NP_014317.4
OG0002779	CBS138_protein	QNG15105.1	XP_447944.1
OG0002780	CBS138_protein	QNG15106.1	XP_447945.1
OG0002780	sacCer_protein	QNG15106.1	NP_014316.3
OG0002781	sacCer_protein	QNG15107.1	NP_014315.1
OG0002781	CBS138_protein	QNG15107.1	XP_447946.1
OG0002782	CBS138_protein	QNG15108.1	XP_447947.1
OG0002782	sacCer_protein	QNG15108.1	NP_014314.3
OG0002783	sacCer_protein	QNG15109.1	NP_014313.1
OG0002783	CBS138_protein	QNG15109.1	XP_447948.1
OG0002784	sacCer_protein	QNG15110.1	NP_014311.3
OG0002784	CBS138_protein	QNG15110.1	XP_447949.1
OG0002785	CBS138_protein	QNG15111.1	XP_447950.1
OG0002785	sacCer_protein	QNG15111.1	NP_014309.3
OG0002786	sacCer_protein	QNG15112.1	NP_014260.3
OG0002786	CBS138_protein	QNG15112.1	XP_447951.1
OG0002787	sacCer_protein	QNG15113.1	NP_014247.1
OG0002787	CBS138_protein	QNG15113.1	XP_447952.1
OG0002788	sacCer_protein	QNG15114.1	NP_014248.3
OG0002788	CBS138_protein	QNG15114.1	XP_447953.1
OG0002789	sacCer_protein	QNG15115.1	NP_014250.1
OG0002789	CBS138_protein	QNG15115.1	XP_447954.1
OG0002790	CBS138_protein	QNG15116.1	XP_447955.1
OG0002790	sacCer_protein	QNG15116.1	NP_014251.1
OG0002791	CBS138_protein	QNG15117.1	XP_447956.1
OG0002791	sacCer_protein	QNG15117.1	NP_014252.2
OG0002792	sacCer_protein	QNG15122.1	NP_014240.1
OG0002792	CBS138_protein	QNG15122.1	XP_447961.1
OG0002793	CBS138_protein	QNG15126.1	XP_447965.1
OG0002793	sacCer_protein	QNG15126.1	NP_014244.1
OG0002794	CBS138_protein	QNG15127.1	XP_447966.1
OG0002794	sacCer_protein	QNG15127.1	NP_014258.1
OG0002795	CBS138_protein	QNG15128.1	XP_447967.1
OG0002795	sacCer_protein	QNG15128.1	NP_014246.1
OG0002796	sacCer_protein	QNG15129.1	NP_014257.1
OG0002796	CBS138_protein	QNG15129.1	XP_447968.1
OG0002797	sacCer_protein	QNG15131.1	NP_014238.3
OG0002797	CBS138_protein	QNG15131.1	XP_447970.1
OG0002798	CBS138_protein	QNG15133.1	XP_447971.1
OG0002798	sacCer_protein	QNG15133.1	NP_014236.1
OG0002799	CBS138_protein	QNG15134.1	XP_447972.1
OG0002799	sacCer_protein	QNG15134.1	NP_014235.1
OG0002800	CBS138_protein	QNG15135.1	XP_447973.1
OG0002800	sacCer_protein	QNG15135.1	NP_014234.3
OG0002801	CBS138_protein	QNG15136.1	XP_447974.1
OG0002801	sacCer_protein	QNG15136.1	NP_014233.1
OG0002802	sacCer_protein	QNG15137.1	NP_014232.1
OG0002802	CBS138_protein	QNG15137.1	XP_447975.1
OG0002803	sacCer_protein	QNG15138.1	NP_014231.1
OG0002803	CBS138_protein	QNG15138.1	XP_447976.1
OG0002804	CBS138_protein	QNG15139.1	XP_447977.1
OG0002804	sacCer_protein	QNG15139.1	NP_014230.1
OG0002805	sacCer_protein	QNG15140.1	NP_014227.4
OG0002805	CBS138_protein	QNG15140.1	XP_447978.1
OG0002806	sacCer_protein	QNG15141.1	NP_010105.1
OG0002806	CBS138_protein	QNG15141.1	XP_447979.1
OG0002807	sacCer_protein	QNG15142.1	NP_010104.1
OG0002807	CBS138_protein	QNG15142.1	XP_447980.1
OG0002808	sacCer_protein	QNG15145.1	NP_010101.1
OG0002808	CBS138_protein	QNG15145.1	XP_447983.1
OG0002809	CBS138_protein	QNG15146.1	XP_002999573.1
OG0002809	sacCer_protein	QNG15146.1	NP_010153.1
OG0002810	sacCer_protein	QNG15149.1	NP_011314.2
OG0002810	CBS138_protein	QNG15149.1	XP_447986.1
OG0002811	CBS138_protein	QNG15152.1	XP_447989.1
OG0002811	sacCer_protein	QNG15152.1	NP_013605.1
OG0002812	sacCer_protein	QNG15153.1	NP_013604.1
OG0002812	CBS138_protein	QNG15153.1	XP_447990.1
OG0002813	sacCer_protein	QNG15154.1	NP_013603.1
OG0002813	CBS138_protein	QNG15154.1	XP_447991.1
OG0002814	CBS138_protein	QNG15155.1	XP_447992.1
OG0002814	sacCer_protein	QNG15155.1	NP_013602.1
OG0002815	sacCer_protein	QNG15158.1	NP_013599.1
OG0002815	CBS138_protein	QNG15158.1	XP_447995.1
OG0002816	sacCer_protein	QNG15160.1	NP_013597.1
OG0002816	CBS138_protein	QNG15160.1	XP_447997.1
OG0002817	CBS138_protein	QNG15162.1	XP_447999.1
OG0002817	sacCer_protein	QNG15162.1	NP_013595.1
OG0002818	CBS138_protein	QNG15163.1	XP_448000.1
OG0002818	sacCer_protein	QNG15163.1	NP_015200.1
OG0002819	sacCer_protein	QNG15165.1	NP_015202.1
OG0002819	CBS138_protein	QNG15165.1	XP_448002.1
OG0002820	sacCer_protein	QNG15166.1	NP_015203.1
OG0002820	CBS138_protein	QNG15166.1	XP_448003.1
OG0002821	sacCer_protein	QNG15167.1	NP_015204.1
OG0002821	CBS138_protein	QNG15167.1	XP_448004.1
OG0002822	sacCer_protein	QNG15168.1	NP_015205.1
OG0002822	CBS138_protein	QNG15168.1	XP_448005.1
OG0002823	CBS138_protein	QNG15170.1	XP_448007.1
OG0002823	sacCer_protein	QNG15170.1	NP_015207.1
OG0002824	CBS138_protein	QNG15171.1	XP_448008.1
OG0002824	sacCer_protein	QNG15171.1	NP_015208.1
OG0002825	CBS138_protein	QNG15172.1	XP_448009.1
OG0002825	sacCer_protein	QNG15172.1	NP_015209.1
OG0002826	sacCer_protein	QNG15173.1	NP_015210.1
OG0002826	CBS138_protein	QNG15173.1	XP_448010.1
OG0002827	sacCer_protein	QNG15174.1	NP_015216.3
OG0002827	CBS138_protein	QNG15174.1	XP_448011.2
OG0002828	sacCer_protein	QNG15175.1	NP_015215.1
OG0002828	CBS138_protein	QNG15175.1	XP_448012.1
OG0002829	CBS138_protein	QNG15176.1	XP_448013.1
OG0002829	sacCer_protein	QNG15176.1	NP_015214.1
OG0002830	sacCer_protein	QNG15177.1	NP_015212.1
OG0002830	CBS138_protein	QNG15177.1	XP_448014.1
OG0002831	sacCer_protein	QNG15178.1	NP_014837.1
OG0002831	CBS138_protein	QNG15178.1	XP_448015.1
OG0002832	sacCer_protein	QNG15181.1	NP_015012.3
OG0002832	CBS138_protein	QNG15181.1	XP_448018.1
OG0002833	CBS138_protein	QNG15182.1	XP_448019.1
OG0002833	sacCer_protein	QNG15182.1	NP_009346.1
OG0002834	sacCer_protein	QNG15183.1	NP_015013.1
OG0002834	CBS138_protein	QNG15183.1	XP_448020.1
OG0002835	sacCer_protein	QNG15184.1	NP_015014.3
OG0002835	CBS138_protein	QNG15184.1	XP_448021.1
OG0002836	CBS138_protein	QNG15185.1	XP_448022.1
OG0002836	sacCer_protein	QNG15185.1	NP_015015.1
OG0002837	sacCer_protein	QNG15187.1	NP_014176.2
OG0002837	CBS138_protein	QNG15187.1	XP_448024.1
OG0002838	CBS138_protein	QNG15188.1	XP_448025.1
OG0002838	sacCer_protein	QNG15188.1	NP_014175.1
OG0002839	sacCer_protein	QNG15190.1	NP_014172.1
OG0002839	CBS138_protein	QNG15190.1	XP_448027.1
OG0002840	sacCer_protein	QNG15191.1	NP_014170.1
OG0002840	CBS138_protein	QNG15191.1	XP_448028.1
OG0002841	CBS138_protein	QNG15192.1	XP_448029.1
OG0002841	sacCer_protein	QNG15192.1	NP_014169.1
OG0002842	sacCer_protein	QNG15193.1	NP_014168.1
OG0002842	CBS138_protein	QNG15193.1	XP_448030.1
OG0002843	CBS138_protein	QNG15194.1	XP_448031.1
OG0002843	sacCer_protein	QNG15194.1	NP_014167.1
OG0002844	CBS138_protein	QNG15195.1	XP_448032.1
OG0002844	sacCer_protein	QNG15195.1	NP_014166.1
OG0002845	CBS138_protein	QNG15196.1	XP_448033.1
OG0002845	sacCer_protein	QNG15196.1	NP_014165.1
OG0002846	CBS138_protein	QNG15197.1	XP_448034.1
OG0002846	sacCer_protein	QNG15197.1	NP_014163.1
OG0002847	CBS138_protein	QNG15198.1	XP_448035.1
OG0002847	sacCer_protein	QNG15198.1	NP_014161.1
OG0002848	CBS138_protein	QNG15199.1	XP_448036.1
OG0002848	sacCer_protein	QNG15199.1	NP_014160.2
OG0002849	sacCer_protein	QNG15200.1	NP_014159.1
OG0002849	CBS138_protein	QNG15200.1	XP_448037.1
OG0002850	sacCer_protein	QNG15201.1	NP_014158.1
OG0002850	CBS138_protein	QNG15201.1	XP_448038.1
OG0002851	CBS138_protein	QNG15202.1	XP_448039.1
OG0002851	sacCer_protein	QNG15202.1	NP_014157.1
OG0002852	sacCer_protein	QNG15203.1	NP_014156.2
OG0002852	CBS138_protein	QNG15203.1	XP_448040.1
OG0002853	CBS138_protein	QNG15204.1	XP_448041.1
OG0002853	sacCer_protein	QNG15204.1	NP_014155.1
OG0002854	CBS138_protein	QNG15205.1	XP_448042.1
OG0002854	sacCer_protein	QNG15205.1	NP_014154.1
OG0002855	CBS138_protein	QNG15206.1	XP_448043.1
OG0002855	sacCer_protein	QNG15206.1	NP_014153.1
OG0002856	CBS138_protein	QNG15207.1	XP_448044.1
OG0002856	sacCer_protein	QNG15207.1	NP_014152.1
OG0002857	sacCer_protein	QNG15208.1	NP_014151.1
OG0002857	CBS138_protein	QNG15208.1	XP_448045.1
OG0002858	sacCer_protein	QNG15209.1	NP_014149.1
OG0002858	CBS138_protein	QNG15209.1	XP_448046.1
OG0002859	sacCer_protein	QNG15210.1	NP_014148.1
OG0002859	CBS138_protein	QNG15210.1	XP_448047.1
OG0002860	sacCer_protein	QNG15211.1	NP_014147.1
OG0002860	CBS138_protein	QNG15211.1	XP_448048.1
OG0002861	CBS138_protein	QNG15212.1	XP_448049.1
OG0002861	sacCer_protein	QNG15212.1	NP_014146.1
OG0002862	CBS138_protein	QNG15213.1	XP_448050.1
OG0002862	sacCer_protein	QNG15213.1	NP_014145.1
OG0002863	CBS138_protein	QNG15214.1	XP_448051.1
OG0002863	sacCer_protein	QNG15214.1	NP_014144.1
OG0002864	CBS138_protein	QNG15215.1	XP_448052.1
OG0002864	sacCer_protein	QNG15215.1	NP_014143.2
OG0002865	sacCer_protein	QNG15217.1	NP_014141.1
OG0002865	CBS138_protein	QNG15217.1	XP_448054.1
OG0002866	sacCer_protein	QNG15218.1	NP_014140.1
OG0002866	CBS138_protein	QNG15218.1	XP_002999574.1
OG0002867	CBS138_protein	QNG15219.1	XP_448055.1
OG0002867	sacCer_protein	QNG15219.1	NP_014139.2
OG0002868	sacCer_protein	QNG15220.1	NP_014138.1
OG0002868	CBS138_protein	QNG15220.1	XP_448056.1
OG0002869	CBS138_protein	QNG15221.1	XP_448057.1
OG0002869	sacCer_protein	QNG15221.1	NP_014137.1
OG0002870	CBS138_protein	QNG15222.1	XP_448058.1
OG0002870	sacCer_protein	QNG15222.1	NP_014136.1
OG0002871	sacCer_protein	QNG15223.1	NP_014135.1
OG0002871	CBS138_protein	QNG15223.1	XP_448059.1
OG0002872	sacCer_protein	QNG15224.1	NP_011562.1
OG0002872	CBS138_protein	QNG15224.1	XP_448060.1
OG0002873	sacCer_protein	QNG15225.1	NP_014134.1
OG0002873	CBS138_protein	QNG15225.1	XP_448061.1
OG0002874	CBS138_protein	QNG15226.1	XP_448062.1
OG0002874	sacCer_protein	QNG15226.1	NP_014132.1
OG0002875	sacCer_protein	QNG15229.1	NP_014128.2
OG0002875	CBS138_protein	QNG15229.1	XP_448065.1
OG0002876	sacCer_protein	QNG15230.1	NP_014127.1
OG0002876	CBS138_protein	QNG15230.1	XP_448066.1
OG0002877	sacCer_protein	QNG15231.1	NP_014126.1
OG0002877	CBS138_protein	QNG15231.1	XP_448067.1
OG0002878	sacCer_protein	QNG15233.1	NP_014124.1
OG0002878	CBS138_protein	QNG15233.1	XP_448069.1
OG0002879	sacCer_protein	QNG15234.1	NP_014122.1
OG0002879	CBS138_protein	QNG15234.1	XP_448070.1
OG0002880	sacCer_protein	QNG15236.1	NP_014120.1
OG0002880	CBS138_protein	QNG15236.1	XP_448073.1
OG0002881	sacCer_protein	QNG15237.1	NP_010787.3
OG0002881	CBS138_protein	QNG15237.1	XP_448074.1
OG0002882	CBS138_protein	QNG15239.1	XP_448076.1
OG0002882	sacCer_protein	QNG15239.1	NP_010791.3
OG0002883	CBS138_protein	QNG15241.1	XP_448078.1
OG0002883	sacCer_protein	QNG15241.1	NP_010794.3
OG0002884	CBS138_protein	QNG15242.1	XP_448079.1
OG0002884	sacCer_protein	QNG15242.1	NP_014727.1
OG0002885	sacCer_protein	QNG15243.1	NP_014728.1
OG0002885	CBS138_protein	QNG15243.1	XP_448080.1
OG0002886	sacCer_protein	QNG15245.1	NP_014730.2
OG0002886	CBS138_protein	QNG15245.1	XP_448082.1
OG0002887	sacCer_protein	QNG15246.1	NP_014732.1
OG0002887	CBS138_protein	QNG15246.1	XP_448083.1
OG0002888	CBS138_protein	QNG15247.1	XP_448084.1
OG0002888	sacCer_protein	QNG15247.1	NP_014733.1
OG0002889	sacCer_protein	QNG15248.1	NP_014734.2
OG0002889	CBS138_protein	QNG15248.1	XP_448085.1
OG0002890	CBS138_protein	QNG15249.1	XP_448087.1
OG0002890	sacCer_protein	QNG15249.1	NP_009380.1
OG0002891	sacCer_protein	QNG15251.1	NP_013308.1
OG0002891	CBS138_protein	QNG15251.1	XP_448089.1
OG0002892	CBS138_protein	QNG15252.1	XP_448090.1
OG0002892	sacCer_protein	QNG15252.1	NP_013309.1
OG0002893	CBS138_protein	QNG15253.1	XP_448091.1
OG0002893	sacCer_protein	QNG15253.1	NP_013310.1
OG0002894	CBS138_protein	QNG15255.1	XP_448093.1
OG0002894	sacCer_protein	QNG15255.1	NP_010133.1
OG0002895	sacCer_protein	QNG15256.1	NP_013312.2
OG0002895	CBS138_protein	QNG15256.1	XP_448094.1
OG0002896	sacCer_protein	QNG15257.1	NP_013313.1
OG0002896	CBS138_protein	QNG15257.1	XP_448095.1
OG0002897	sacCer_protein	QNG15258.1	NP_013314.1
OG0002897	CBS138_protein	QNG15258.1	XP_448096.1
OG0002898	CBS138_protein	QNG15259.1	XP_448097.1
OG0002898	sacCer_protein	QNG15259.1	NP_013316.1
OG0002899	sacCer_protein	QNG15260.1	NP_013317.1
OG0002899	CBS138_protein	QNG15260.1	XP_448098.1
OG0002900	CBS138_protein	QNG15261.1	XP_448099.1
OG0002900	sacCer_protein	QNG15261.1	NP_013319.1
OG0002901	CBS138_protein	QNG15262.1	XP_448100.1
OG0002901	sacCer_protein	QNG15262.1	NP_010086.2
OG0002902	sacCer_protein	QNG15267.1	NP_010091.2
OG0002902	CBS138_protein	QNG15267.1	XP_448105.1
OG0002903	sacCer_protein	QNG15268.1	NP_010092.2
OG0002903	CBS138_protein	QNG15268.1	XP_448106.1
OG0002904	CBS138_protein	QNG15269.1	XP_448107.1
OG0002904	sacCer_protein	QNG15269.1	NP_010146.1
OG0002905	sacCer_protein	QNG15270.1	NP_010095.1
OG0002905	CBS138_protein	QNG15270.1	XP_448108.1
OG0002906	CBS138_protein	QNG15271.1	XP_448109.1
OG0002906	sacCer_protein	QNG15271.1	NP_010149.1
OG0002907	sacCer_protein	QNG15272.1	NP_010150.1
OG0002907	CBS138_protein	QNG15272.1	XP_448110.1
OG0002908	sacCer_protein	QNG15275.1	NP_010154.1
OG0002908	CBS138_protein	QNG15275.1	XP_448113.1
OG0002909	sacCer_protein	QNG15276.1	NP_010155.1
OG0002909	CBS138_protein	QNG15276.1	XP_448114.1
OG0002910	CBS138_protein	QNG15277.1	XP_448115.1
OG0002910	sacCer_protein	QNG15277.1	NP_010156.2
OG0002911	CBS138_protein	QNG15278.1	XP_448116.1
OG0002911	sacCer_protein	QNG15278.1	NP_010157.1
OG0002912	CBS138_protein	QNG15279.1	XP_448117.1
OG0002912	sacCer_protein	QNG15279.1	NP_010158.1
OG0002913	CBS138_protein	QNG15280.1	XP_448118.1
OG0002913	sacCer_protein	QNG15280.1	NP_010159.1
OG0002914	sacCer_protein	QNG15281.1	NP_010160.1
OG0002914	CBS138_protein	QNG15281.1	XP_448119.1
OG0002915	CBS138_protein	QNG15282.1	XP_448120.1
OG0002915	sacCer_protein	QNG15282.1	NP_012186.1
OG0002916	CBS138_protein	QNG15283.1	XP_448121.1
OG0002916	sacCer_protein	QNG15283.1	NP_015301.1
OG0002917	sacCer_protein	QNG15284.1	NP_015302.1
OG0002917	CBS138_protein	QNG15284.1	XP_448122.1
OG0002918	CBS138_protein	QNG15285.1	XP_448123.1
OG0002918	sacCer_protein	QNG15285.1	NP_015303.1
OG0002919	CBS138_protein	QNG15286.1	XP_448124.1
OG0002919	sacCer_protein	QNG15286.1	NP_015309.1
OG0002920	CBS138_protein	QNG15288.1	XP_448126.1
OG0002920	sacCer_protein	QNG15288.1	NP_010072.1
OG0002921	CBS138_protein	QNG15289.1	XP_448127.1
OG0002921	sacCer_protein	QNG15289.1	NP_010073.2
OG0002922	CBS138_protein	QNG15290.1	XP_448128.1
OG0002922	sacCer_protein	QNG15290.1	NP_010074.1
OG0002923	sacCer_protein	QNG15291.1	NP_010075.1
OG0002923	CBS138_protein	QNG15291.1	XP_448129.1
OG0002924	sacCer_protein	QNG15292.1	NP_010076.1
OG0002924	CBS138_protein	QNG15292.1	XP_448130.1
OG0002925	sacCer_protein	QNG15293.1	NP_010078.1
OG0002925	CBS138_protein	QNG15293.1	XP_448131.1
OG0002926	sacCer_protein	QNG15294.1	NP_010079.1
OG0002926	CBS138_protein	QNG15294.1	XP_448132.1
OG0002927	CBS138_protein	QNG15295.1	XP_448133.1
OG0002927	sacCer_protein	QNG15295.1	NP_010080.1
OG0002928	sacCer_protein	QNG15296.1	NP_010081.2
OG0002928	CBS138_protein	QNG15296.1	XP_448134.1
OG0002929	CBS138_protein	QNG15297.1	XP_448135.1
OG0002929	sacCer_protein	QNG15297.1	NP_010083.1
OG0002930	CBS138_protein	QNG15298.1	XP_448136.1
OG0002930	sacCer_protein	QNG15298.1	NP_009684.1
OG0002931	CBS138_protein	QNG15299.1	XP_448137.1
OG0002931	sacCer_protein	QNG15299.1	NP_009683.1
OG0002932	sacCer_protein	QNG15300.1	NP_009680.2
OG0002932	CBS138_protein	QNG15300.1	XP_448138.1
OG0002933	CBS138_protein	QNG15301.1	XP_448139.1
OG0002933	sacCer_protein	QNG15301.1	NP_009681.3
OG0002934	sacCer_protein	QNG15304.1	NP_014334.3
OG0002934	CBS138_protein	QNG15304.1	XP_448142.1
OG0002935	sacCer_protein	QNG15305.1	NP_014335.1
OG0002935	CBS138_protein	QNG15305.1	XP_448143.1
OG0002936	CBS138_protein	QNG15306.1	XP_448144.1
OG0002936	sacCer_protein	QNG15306.1	NP_014336.1
OG0002937	sacCer_protein	QNG15307.1	NP_014337.3
OG0002937	CBS138_protein	QNG15307.1	XP_448145.1
OG0002938	sacCer_protein	QNG15308.1	NP_014338.3
OG0002938	CBS138_protein	QNG15308.1	XP_448146.1
OG0002939	CBS138_protein	QNG15309.1	XP_448147.1
OG0002939	sacCer_protein	QNG15309.1	NP_014339.1
OG0002940	sacCer_protein	QNG15311.1	NP_014342.3
OG0002940	CBS138_protein	QNG15311.1	XP_448149.1
OG0002941	sacCer_protein	QNG15314.1	NP_014329.1
OG0002941	CBS138_protein	QNG15314.1	XP_448153.1
OG0002942	CBS138_protein	QNG15315.1	XP_448154.1
OG0002942	sacCer_protein	QNG15315.1	NP_014328.3
OG0002943	CBS138_protein	QNG15316.1	XP_448155.1
OG0002943	sacCer_protein	QNG15316.1	NP_014327.1
OG0002944	sacCer_protein	QNG15317.1	NP_014326.1
OG0002944	CBS138_protein	QNG15317.1	XP_448156.1
OG0002945	CBS138_protein	QNG15318.1	XP_448157.1
OG0002945	sacCer_protein	QNG15318.1	NP_014324.3
OG0002946	CBS138_protein	QNG15319.1	XP_448158.1
OG0002946	sacCer_protein	QNG15319.1	NP_014323.1
OG0002947	sacCer_protein	QNG15320.1	NP_014322.1
OG0002947	CBS138_protein	QNG15320.1	XP_448159.1
OG0002948	CBS138_protein	QNG15321.1	XP_448160.1
OG0002948	sacCer_protein	QNG15321.1	NP_014321.3
OG0002949	CBS138_protein	QNG15322.1	XP_448161.1
OG0002949	sacCer_protein	QNG15322.1	NP_011415.1
OG0002950	sacCer_protein	QNG15323.1	NP_011414.1
OG0002950	CBS138_protein	QNG15323.1	XP_448162.1
OG0002951	sacCer_protein	QNG15324.1	NP_011412.1
OG0002951	CBS138_protein	QNG15324.1	XP_448163.1
OG0002952	sacCer_protein	QNG15325.1	NP_011410.1
OG0002952	CBS138_protein	QNG15325.1	XP_448164.1
OG0002953	CBS138_protein	QNG15326.1	XP_448165.1
OG0002953	sacCer_protein	QNG15326.1	NP_012831.1
OG0002954	sacCer_protein	QNG15328.1	NP_010731.3
OG0002954	CBS138_protein	QNG15328.1	XP_448167.1
OG0002955	sacCer_protein	QNG15330.1	NP_010728.1
OG0002955	CBS138_protein	QNG15330.1	XP_448169.1
OG0002956	sacCer_protein	QNG15332.1	NP_010727.1
OG0002956	CBS138_protein	QNG15332.1	XP_448171.1
OG0002957	CBS138_protein	QNG15333.1	XP_448172.1
OG0002957	sacCer_protein	QNG15333.1	NP_013695.2
OG0002958	sacCer_protein	QNG15334.1	NP_010725.3
OG0002958	CBS138_protein	QNG15334.1	XP_448173.1
OG0002959	CBS138_protein	QNG15335.1	XP_448174.1
OG0002959	sacCer_protein	QNG15335.1	NP_011945.1
OG0002960	CBS138_protein	QNG15336.1	XP_448175.1
OG0002960	sacCer_protein	QNG15336.1	NP_011944.2
OG0002961	CBS138_protein	QNG15337.1	XP_448176.1
OG0002961	sacCer_protein	QNG15337.1	NP_011943.2
OG0002962	CBS138_protein	QNG15339.1	XP_448178.1
OG0002962	sacCer_protein	QNG15339.1	NP_011942.1
OG0002963	CBS138_protein	QNG15340.1	XP_448179.1
OG0002963	sacCer_protein	QNG15340.1	NP_011941.1
OG0002964	sacCer_protein	QNG15341.1	NP_011940.1
OG0002964	CBS138_protein	QNG15341.1	XP_448180.1
