Orthogroup	Species	sacCer_protein	Orthologs
OG0002757	BG2_protein	NP_012488.3	QNG15078.1
OG0002758	CBS138_protein	NP_012486.3	XP_447919.1
OG0002758	BG2_protein	NP_012486.3	QNG15080.1
OG0002759	BG2_protein	NP_012485.1	QNG15081.1
OG0002759	CBS138_protein	NP_012485.1	XP_447920.1
OG0002760	CBS138_protein	NP_012484.1	XP_447921.1
OG0002760	BG2_protein	NP_012484.1	QNG15082.1
OG0002761	CBS138_protein	NP_012482.1	XP_447923.1
OG0002761	BG2_protein	NP_012482.1	QNG15084.1
OG0002762	CBS138_protein	NP_012481.3	XP_447924.1
OG0002762	BG2_protein	NP_012481.3	QNG15085.1
OG0002763	BG2_protein	NP_012480.1	QNG15086.1
OG0002763	CBS138_protein	NP_012480.1	XP_447925.1
OG0002764	BG2_protein	NP_012479.1	QNG15087.1
OG0002764	CBS138_protein	NP_012479.1	XP_447926.1
OG0002765	BG2_protein	NP_012478.3	QNG15088.1
OG0002765	CBS138_protein	NP_012478.3	XP_447927.1
OG0002766	CBS138_protein	NP_012476.1	XP_447928.1
OG0002766	BG2_protein	NP_012476.1	QNG15089.1
OG0002767	CBS138_protein	NP_012475.3	XP_447929.1
OG0002767	BG2_protein	NP_012475.3	QNG15090.1
OG0002768	CBS138_protein	NP_012474.1	XP_447931.1
OG0002768	BG2_protein	NP_012474.1	QNG15091.1
OG0002769	CBS138_protein	NP_012473.1	XP_447932.1
OG0002769	BG2_protein	NP_012473.1	QNG15092.1
OG0002770	BG2_protein	NP_012472.1	QNG15094.1
OG0002770	CBS138_protein	NP_012472.1	XP_447933.1
OG0002771	CBS138_protein	NP_012470.1	XP_447934.1
OG0002771	BG2_protein	NP_012470.1	QNG15095.1
OG0002772	BG2_protein	NP_012469.3	QNG15096.1
OG0002772	CBS138_protein	NP_012469.3	XP_447935.1
OG0002773	BG2_protein	NP_012467.1	QNG15097.1
OG0002773	CBS138_protein	NP_012467.1	XP_447936.1
OG0002774	CBS138_protein	NP_011418.1	XP_447937.1
OG0002774	BG2_protein	NP_011418.1	QNG15098.1
OG0002775	CBS138_protein	NP_011417.1	XP_447938.1
OG0002775	BG2_protein	NP_011417.1	QNG15099.1
OG0002776	BG2_protein	NP_011416.3	QNG15101.1
OG0002776	CBS138_protein	NP_011416.3	XP_447940.1
OG0002777	BG2_protein	NP_014319.1	QNG15103.1
OG0002777	CBS138_protein	NP_014319.1	XP_447942.1
OG0002778	CBS138_protein	NP_014318.3	XP_447943.1
OG0002778	BG2_protein	NP_014318.3	QNG15104.1
OG0002779	BG2_protein	NP_014317.4	QNG15105.1
OG0002779	CBS138_protein	NP_014317.4	XP_447944.1
OG0002780	CBS138_protein	NP_014316.3	XP_447945.1
OG0002780	BG2_protein	NP_014316.3	QNG15106.1
OG0002781	BG2_protein	NP_014315.1	QNG15107.1
OG0002781	CBS138_protein	NP_014315.1	XP_447946.1
OG0002782	CBS138_protein	NP_014314.3	XP_447947.1
OG0002782	BG2_protein	NP_014314.3	QNG15108.1
OG0002783	BG2_protein	NP_014313.1	QNG15109.1
OG0002783	CBS138_protein	NP_014313.1	XP_447948.1
OG0002784	BG2_protein	NP_014311.3	QNG15110.1
OG0002784	CBS138_protein	NP_014311.3	XP_447949.1
OG0002785	BG2_protein	NP_014309.3	QNG15111.1
OG0002785	CBS138_protein	NP_014309.3	XP_447950.1
OG0002786	BG2_protein	NP_014260.3	QNG15112.1
OG0002786	CBS138_protein	NP_014260.3	XP_447951.1
OG0002787	BG2_protein	NP_014247.1	QNG15113.1
OG0002787	CBS138_protein	NP_014247.1	XP_447952.1
OG0002788	CBS138_protein	NP_014248.3	XP_447953.1
OG0002788	BG2_protein	NP_014248.3	QNG15114.1
OG0002789	BG2_protein	NP_014250.1	QNG15115.1
OG0002789	CBS138_protein	NP_014250.1	XP_447954.1
OG0002790	CBS138_protein	NP_014251.1	XP_447955.1
OG0002790	BG2_protein	NP_014251.1	QNG15116.1
OG0002791	CBS138_protein	NP_014252.2	XP_447956.1
OG0002791	BG2_protein	NP_014252.2	QNG15117.1
OG0002792	BG2_protein	NP_014240.1	QNG15122.1
OG0002792	CBS138_protein	NP_014240.1	XP_447961.1
OG0002793	CBS138_protein	NP_014244.1	XP_447965.1
OG0002793	BG2_protein	NP_014244.1	QNG15126.1
OG0002794	CBS138_protein	NP_014258.1	XP_447966.1
OG0002794	BG2_protein	NP_014258.1	QNG15127.1
OG0002795	CBS138_protein	NP_014246.1	XP_447967.1
OG0002795	BG2_protein	NP_014246.1	QNG15128.1
OG0002796	BG2_protein	NP_014257.1	QNG15129.1
OG0002796	CBS138_protein	NP_014257.1	XP_447968.1
OG0002797	CBS138_protein	NP_014238.3	XP_447970.1
OG0002797	BG2_protein	NP_014238.3	QNG15131.1
OG0002798	BG2_protein	NP_014236.1	QNG15133.1
OG0002798	CBS138_protein	NP_014236.1	XP_447971.1
OG0002799	CBS138_protein	NP_014235.1	XP_447972.1
OG0002799	BG2_protein	NP_014235.1	QNG15134.1
OG0002800	CBS138_protein	NP_014234.3	XP_447973.1
OG0002800	BG2_protein	NP_014234.3	QNG15135.1
OG0002801	BG2_protein	NP_014233.1	QNG15136.1
OG0002801	CBS138_protein	NP_014233.1	XP_447974.1
OG0002802	BG2_protein	NP_014232.1	QNG15137.1
OG0002802	CBS138_protein	NP_014232.1	XP_447975.1
OG0002803	BG2_protein	NP_014231.1	QNG15138.1
OG0002803	CBS138_protein	NP_014231.1	XP_447976.1
OG0002804	CBS138_protein	NP_014230.1	XP_447977.1
OG0002804	BG2_protein	NP_014230.1	QNG15139.1
OG0002805	BG2_protein	NP_014227.4	QNG15140.1
OG0002805	CBS138_protein	NP_014227.4	XP_447978.1
OG0002806	BG2_protein	NP_010105.1	QNG15141.1
OG0002806	CBS138_protein	NP_010105.1	XP_447979.1
OG0002807	CBS138_protein	NP_010104.1	XP_447980.1
OG0002807	BG2_protein	NP_010104.1	QNG15142.1
OG0002808	BG2_protein	NP_010101.1	QNG15145.1
OG0002808	CBS138_protein	NP_010101.1	XP_447983.1
OG0002809	CBS138_protein	NP_010153.1	XP_002999573.1
OG0002809	BG2_protein	NP_010153.1	QNG15146.1
OG0002810	CBS138_protein	NP_011314.2	XP_447986.1
OG0002810	BG2_protein	NP_011314.2	QNG15149.1
OG0002811	CBS138_protein	NP_013605.1	XP_447989.1
OG0002811	BG2_protein	NP_013605.1	QNG15152.1
OG0002812	BG2_protein	NP_013604.1	QNG15153.1
OG0002812	CBS138_protein	NP_013604.1	XP_447990.1
OG0002813	BG2_protein	NP_013603.1	QNG15154.1
OG0002813	CBS138_protein	NP_013603.1	XP_447991.1
OG0002814	BG2_protein	NP_013602.1	QNG15155.1
OG0002814	CBS138_protein	NP_013602.1	XP_447992.1
OG0002815	BG2_protein	NP_013599.1	QNG15158.1
OG0002815	CBS138_protein	NP_013599.1	XP_447995.1
OG0002816	BG2_protein	NP_013597.1	QNG15160.1
OG0002816	CBS138_protein	NP_013597.1	XP_447997.1
OG0002817	CBS138_protein	NP_013595.1	XP_447999.1
OG0002817	BG2_protein	NP_013595.1	QNG15162.1
OG0002818	BG2_protein	NP_015200.1	QNG15163.1
OG0002818	CBS138_protein	NP_015200.1	XP_448000.1
OG0002819	CBS138_protein	NP_015202.1	XP_448002.1
OG0002819	BG2_protein	NP_015202.1	QNG15165.1
OG0002820	BG2_protein	NP_015203.1	QNG15166.1
OG0002820	CBS138_protein	NP_015203.1	XP_448003.1
OG0002821	BG2_protein	NP_015204.1	QNG15167.1
OG0002821	CBS138_protein	NP_015204.1	XP_448004.1
OG0002822	CBS138_protein	NP_015205.1	XP_448005.1
OG0002822	BG2_protein	NP_015205.1	QNG15168.1
OG0002823	CBS138_protein	NP_015207.1	XP_448007.1
OG0002823	BG2_protein	NP_015207.1	QNG15170.1
OG0002824	BG2_protein	NP_015208.1	QNG15171.1
OG0002824	CBS138_protein	NP_015208.1	XP_448008.1
OG0002825	BG2_protein	NP_015209.1	QNG15172.1
OG0002825	CBS138_protein	NP_015209.1	XP_448009.1
OG0002826	BG2_protein	NP_015210.1	QNG15173.1
OG0002826	CBS138_protein	NP_015210.1	XP_448010.1
OG0002827	BG2_protein	NP_015216.3	QNG15174.1
OG0002827	CBS138_protein	NP_015216.3	XP_448011.2
OG0002828	BG2_protein	NP_015215.1	QNG15175.1
OG0002828	CBS138_protein	NP_015215.1	XP_448012.1
OG0002829	CBS138_protein	NP_015214.1	XP_448013.1
OG0002829	BG2_protein	NP_015214.1	QNG15176.1
OG0002830	BG2_protein	NP_015212.1	QNG15177.1
OG0002830	CBS138_protein	NP_015212.1	XP_448014.1
OG0002831	CBS138_protein	NP_014837.1	XP_448015.1
OG0002831	BG2_protein	NP_014837.1	QNG15178.1
OG0002832	BG2_protein	NP_015012.3	QNG15181.1
OG0002832	CBS138_protein	NP_015012.3	XP_448018.1
OG0002833	CBS138_protein	NP_009346.1	XP_448019.1
OG0002833	BG2_protein	NP_009346.1	QNG15182.1
OG0002834	BG2_protein	NP_015013.1	QNG15183.1
OG0002834	CBS138_protein	NP_015013.1	XP_448020.1
OG0002835	CBS138_protein	NP_015014.3	XP_448021.1
OG0002835	BG2_protein	NP_015014.3	QNG15184.1
OG0002836	CBS138_protein	NP_015015.1	XP_448022.1
OG0002836	BG2_protein	NP_015015.1	QNG15185.1
OG0002837	CBS138_protein	NP_014176.2	XP_448024.1
OG0002837	BG2_protein	NP_014176.2	QNG15187.1
OG0002838	CBS138_protein	NP_014175.1	XP_448025.1
OG0002838	BG2_protein	NP_014175.1	QNG15188.1
OG0002839	BG2_protein	NP_014172.1	QNG15190.1
OG0002839	CBS138_protein	NP_014172.1	XP_448027.1
OG0002840	BG2_protein	NP_014170.1	QNG15191.1
OG0002840	CBS138_protein	NP_014170.1	XP_448028.1
OG0002841	CBS138_protein	NP_014169.1	XP_448029.1
OG0002841	BG2_protein	NP_014169.1	QNG15192.1
OG0002842	BG2_protein	NP_014168.1	QNG15193.1
OG0002842	CBS138_protein	NP_014168.1	XP_448030.1
OG0002843	BG2_protein	NP_014167.1	QNG15194.1
OG0002843	CBS138_protein	NP_014167.1	XP_448031.1
OG0002844	BG2_protein	NP_014166.1	QNG15195.1
OG0002844	CBS138_protein	NP_014166.1	XP_448032.1
OG0002845	CBS138_protein	NP_014165.1	XP_448033.1
OG0002845	BG2_protein	NP_014165.1	QNG15196.1
OG0002846	CBS138_protein	NP_014163.1	XP_448034.1
OG0002846	BG2_protein	NP_014163.1	QNG15197.1
OG0002847	CBS138_protein	NP_014161.1	XP_448035.1
OG0002847	BG2_protein	NP_014161.1	QNG15198.1
OG0002848	BG2_protein	NP_014160.2	QNG15199.1
OG0002848	CBS138_protein	NP_014160.2	XP_448036.1
OG0002849	CBS138_protein	NP_014159.1	XP_448037.1
OG0002849	BG2_protein	NP_014159.1	QNG15200.1
OG0002850	BG2_protein	NP_014158.1	QNG15201.1
OG0002850	CBS138_protein	NP_014158.1	XP_448038.1
OG0002851	CBS138_protein	NP_014157.1	XP_448039.1
OG0002851	BG2_protein	NP_014157.1	QNG15202.1
OG0002852	CBS138_protein	NP_014156.2	XP_448040.1
OG0002852	BG2_protein	NP_014156.2	QNG15203.1
OG0002853	BG2_protein	NP_014155.1	QNG15204.1
OG0002853	CBS138_protein	NP_014155.1	XP_448041.1
OG0002854	BG2_protein	NP_014154.1	QNG15205.1
OG0002854	CBS138_protein	NP_014154.1	XP_448042.1
OG0002855	BG2_protein	NP_014153.1	QNG15206.1
OG0002855	CBS138_protein	NP_014153.1	XP_448043.1
OG0002856	CBS138_protein	NP_014152.1	XP_448044.1
OG0002856	BG2_protein	NP_014152.1	QNG15207.1
OG0002857	CBS138_protein	NP_014151.1	XP_448045.1
OG0002857	BG2_protein	NP_014151.1	QNG15208.1
OG0002858	CBS138_protein	NP_014149.1	XP_448046.1
OG0002858	BG2_protein	NP_014149.1	QNG15209.1
OG0002859	BG2_protein	NP_014148.1	QNG15210.1
OG0002859	CBS138_protein	NP_014148.1	XP_448047.1
OG0002860	BG2_protein	NP_014147.1	QNG15211.1
OG0002860	CBS138_protein	NP_014147.1	XP_448048.1
OG0002861	BG2_protein	NP_014146.1	QNG15212.1
OG0002861	CBS138_protein	NP_014146.1	XP_448049.1
OG0002862	CBS138_protein	NP_014145.1	XP_448050.1
OG0002862	BG2_protein	NP_014145.1	QNG15213.1
OG0002863	CBS138_protein	NP_014144.1	XP_448051.1
OG0002863	BG2_protein	NP_014144.1	QNG15214.1
OG0002864	BG2_protein	NP_014143.2	QNG15215.1
OG0002864	CBS138_protein	NP_014143.2	XP_448052.1
OG0002865	BG2_protein	NP_014141.1	QNG15217.1
OG0002865	CBS138_protein	NP_014141.1	XP_448054.1
OG0002866	BG2_protein	NP_014140.1	QNG15218.1
OG0002866	CBS138_protein	NP_014140.1	XP_002999574.1
OG0002867	BG2_protein	NP_014139.2	QNG15219.1
OG0002867	CBS138_protein	NP_014139.2	XP_448055.1
OG0002868	BG2_protein	NP_014138.1	QNG15220.1
OG0002868	CBS138_protein	NP_014138.1	XP_448056.1
OG0002869	BG2_protein	NP_014137.1	QNG15221.1
OG0002869	CBS138_protein	NP_014137.1	XP_448057.1
OG0002870	CBS138_protein	NP_014136.1	XP_448058.1
OG0002870	BG2_protein	NP_014136.1	QNG15222.1
OG0002871	BG2_protein	NP_014135.1	QNG15223.1
OG0002871	CBS138_protein	NP_014135.1	XP_448059.1
OG0002872	BG2_protein	NP_011562.1	QNG15224.1
OG0002872	CBS138_protein	NP_011562.1	XP_448060.1
OG0002873	CBS138_protein	NP_014134.1	XP_448061.1
OG0002873	BG2_protein	NP_014134.1	QNG15225.1
OG0002874	CBS138_protein	NP_014132.1	XP_448062.1
OG0002874	BG2_protein	NP_014132.1	QNG15226.1
OG0002875	BG2_protein	NP_014128.2	QNG15229.1
OG0002875	CBS138_protein	NP_014128.2	XP_448065.1
OG0002876	BG2_protein	NP_014127.1	QNG15230.1
OG0002876	CBS138_protein	NP_014127.1	XP_448066.1
OG0002877	BG2_protein	NP_014126.1	QNG15231.1
OG0002877	CBS138_protein	NP_014126.1	XP_448067.1
OG0002878	BG2_protein	NP_014124.1	QNG15233.1
OG0002878	CBS138_protein	NP_014124.1	XP_448069.1
OG0002879	BG2_protein	NP_014122.1	QNG15234.1
OG0002879	CBS138_protein	NP_014122.1	XP_448070.1
OG0002880	CBS138_protein	NP_014120.1	XP_448073.1
OG0002880	BG2_protein	NP_014120.1	QNG15236.1
OG0002881	CBS138_protein	NP_010787.3	XP_448074.1
OG0002881	BG2_protein	NP_010787.3	QNG15237.1
OG0002882	CBS138_protein	NP_010791.3	XP_448076.1
OG0002882	BG2_protein	NP_010791.3	QNG15239.1
OG0002883	BG2_protein	NP_010794.3	QNG15241.1
OG0002883	CBS138_protein	NP_010794.3	XP_448078.1
OG0002884	CBS138_protein	NP_014727.1	XP_448079.1
OG0002884	BG2_protein	NP_014727.1	QNG15242.1
OG0002885	BG2_protein	NP_014728.1	QNG15243.1
OG0002885	CBS138_protein	NP_014728.1	XP_448080.1
OG0002886	CBS138_protein	NP_014730.2	XP_448082.1
OG0002886	BG2_protein	NP_014730.2	QNG15245.1
OG0002887	CBS138_protein	NP_014732.1	XP_448083.1
OG0002887	BG2_protein	NP_014732.1	QNG15246.1
OG0002888	BG2_protein	NP_014733.1	QNG15247.1
OG0002888	CBS138_protein	NP_014733.1	XP_448084.1
OG0002889	BG2_protein	NP_014734.2	QNG15248.1
OG0002889	CBS138_protein	NP_014734.2	XP_448085.1
OG0002890	CBS138_protein	NP_009380.1	XP_448087.1
OG0002890	BG2_protein	NP_009380.1	QNG15249.1
OG0002891	BG2_protein	NP_013308.1	QNG15251.1
OG0002891	CBS138_protein	NP_013308.1	XP_448089.1
OG0002892	BG2_protein	NP_013309.1	QNG15252.1
OG0002892	CBS138_protein	NP_013309.1	XP_448090.1
OG0002893	CBS138_protein	NP_013310.1	XP_448091.1
OG0002893	BG2_protein	NP_013310.1	QNG15253.1
OG0002894	CBS138_protein	NP_010133.1	XP_448093.1
OG0002894	BG2_protein	NP_010133.1	QNG15255.1
OG0002895	BG2_protein	NP_013312.2	QNG15256.1
OG0002895	CBS138_protein	NP_013312.2	XP_448094.1
OG0002896	CBS138_protein	NP_013313.1	XP_448095.1
OG0002896	BG2_protein	NP_013313.1	QNG15257.1
OG0002897	BG2_protein	NP_013314.1	QNG15258.1
OG0002897	CBS138_protein	NP_013314.1	XP_448096.1
OG0002898	CBS138_protein	NP_013316.1	XP_448097.1
OG0002898	BG2_protein	NP_013316.1	QNG15259.1
OG0002899	BG2_protein	NP_013317.1	QNG15260.1
OG0002899	CBS138_protein	NP_013317.1	XP_448098.1
OG0002900	CBS138_protein	NP_013319.1	XP_448099.1
OG0002900	BG2_protein	NP_013319.1	QNG15261.1
OG0002901	CBS138_protein	NP_010086.2	XP_448100.1
OG0002901	BG2_protein	NP_010086.2	QNG15262.1
OG0002902	BG2_protein	NP_010091.2	QNG15267.1
OG0002902	CBS138_protein	NP_010091.2	XP_448105.1
OG0002903	BG2_protein	NP_010092.2	QNG15268.1
OG0002903	CBS138_protein	NP_010092.2	XP_448106.1
OG0002904	CBS138_protein	NP_010146.1	XP_448107.1
OG0002904	BG2_protein	NP_010146.1	QNG15269.1
OG0002905	CBS138_protein	NP_010095.1	XP_448108.1
OG0002905	BG2_protein	NP_010095.1	QNG15270.1
OG0002906	CBS138_protein	NP_010149.1	XP_448109.1
OG0002906	BG2_protein	NP_010149.1	QNG15271.1
OG0002907	BG2_protein	NP_010150.1	QNG15272.1
OG0002907	CBS138_protein	NP_010150.1	XP_448110.1
OG0002908	CBS138_protein	NP_010154.1	XP_448113.1
OG0002908	BG2_protein	NP_010154.1	QNG15275.1
OG0002909	BG2_protein	NP_010155.1	QNG15276.1
OG0002909	CBS138_protein	NP_010155.1	XP_448114.1
OG0002910	CBS138_protein	NP_010156.2	XP_448115.1
OG0002910	BG2_protein	NP_010156.2	QNG15277.1
OG0002911	CBS138_protein	NP_010157.1	XP_448116.1
OG0002911	BG2_protein	NP_010157.1	QNG15278.1
OG0002912	CBS138_protein	NP_010158.1	XP_448117.1
OG0002912	BG2_protein	NP_010158.1	QNG15279.1
OG0002913	BG2_protein	NP_010159.1	QNG15280.1
OG0002913	CBS138_protein	NP_010159.1	XP_448118.1
OG0002914	BG2_protein	NP_010160.1	QNG15281.1
OG0002914	CBS138_protein	NP_010160.1	XP_448119.1
OG0002915	BG2_protein	NP_012186.1	QNG15282.1
OG0002915	CBS138_protein	NP_012186.1	XP_448120.1
OG0002916	CBS138_protein	NP_015301.1	XP_448121.1
OG0002916	BG2_protein	NP_015301.1	QNG15283.1
OG0002917	BG2_protein	NP_015302.1	QNG15284.1
OG0002917	CBS138_protein	NP_015302.1	XP_448122.1
OG0002918	CBS138_protein	NP_015303.1	XP_448123.1
OG0002918	BG2_protein	NP_015303.1	QNG15285.1
OG0002919	BG2_protein	NP_015309.1	QNG15286.1
OG0002919	CBS138_protein	NP_015309.1	XP_448124.1
OG0002920	CBS138_protein	NP_010072.1	XP_448126.1
OG0002920	BG2_protein	NP_010072.1	QNG15288.1
OG0002921	CBS138_protein	NP_010073.2	XP_448127.1
OG0002921	BG2_protein	NP_010073.2	QNG15289.1
OG0002922	CBS138_protein	NP_010074.1	XP_448128.1
OG0002922	BG2_protein	NP_010074.1	QNG15290.1
OG0002923	CBS138_protein	NP_010075.1	XP_448129.1
OG0002923	BG2_protein	NP_010075.1	QNG15291.1
OG0002924	BG2_protein	NP_010076.1	QNG15292.1
OG0002924	CBS138_protein	NP_010076.1	XP_448130.1
OG0002925	CBS138_protein	NP_010078.1	XP_448131.1
OG0002925	BG2_protein	NP_010078.1	QNG15293.1
OG0002926	BG2_protein	NP_010079.1	QNG15294.1
OG0002926	CBS138_protein	NP_010079.1	XP_448132.1
OG0002927	CBS138_protein	NP_010080.1	XP_448133.1
OG0002927	BG2_protein	NP_010080.1	QNG15295.1
OG0002928	BG2_protein	NP_010081.2	QNG15296.1
OG0002928	CBS138_protein	NP_010081.2	XP_448134.1
OG0002929	CBS138_protein	NP_010083.1	XP_448135.1
OG0002929	BG2_protein	NP_010083.1	QNG15297.1
OG0002930	CBS138_protein	NP_009684.1	XP_448136.1
OG0002930	BG2_protein	NP_009684.1	QNG15298.1
OG0002931	BG2_protein	NP_009683.1	QNG15299.1
OG0002931	CBS138_protein	NP_009683.1	XP_448137.1
OG0002932	BG2_protein	NP_009680.2	QNG15300.1
OG0002932	CBS138_protein	NP_009680.2	XP_448138.1
OG0002933	CBS138_protein	NP_009681.3	XP_448139.1
OG0002933	BG2_protein	NP_009681.3	QNG15301.1
OG0002934	CBS138_protein	NP_014334.3	XP_448142.1
OG0002934	BG2_protein	NP_014334.3	QNG15304.1
OG0002935	CBS138_protein	NP_014335.1	XP_448143.1
OG0002935	BG2_protein	NP_014335.1	QNG15305.1
OG0002936	CBS138_protein	NP_014336.1	XP_448144.1
OG0002936	BG2_protein	NP_014336.1	QNG15306.1
OG0002937	CBS138_protein	NP_014337.3	XP_448145.1
OG0002937	BG2_protein	NP_014337.3	QNG15307.1
OG0002938	BG2_protein	NP_014338.3	QNG15308.1
OG0002938	CBS138_protein	NP_014338.3	XP_448146.1
OG0002939	BG2_protein	NP_014339.1	QNG15309.1
OG0002939	CBS138_protein	NP_014339.1	XP_448147.1
OG0002940	BG2_protein	NP_014342.3	QNG15311.1
OG0002940	CBS138_protein	NP_014342.3	XP_448149.1
OG0002941	BG2_protein	NP_014329.1	QNG15314.1
OG0002941	CBS138_protein	NP_014329.1	XP_448153.1
OG0002942	CBS138_protein	NP_014328.3	XP_448154.1
OG0002942	BG2_protein	NP_014328.3	QNG15315.1
OG0002943	BG2_protein	NP_014327.1	QNG15316.1
OG0002943	CBS138_protein	NP_014327.1	XP_448155.1
OG0002944	BG2_protein	NP_014326.1	QNG15317.1
OG0002944	CBS138_protein	NP_014326.1	XP_448156.1
OG0002945	CBS138_protein	NP_014324.3	XP_448157.1
OG0002945	BG2_protein	NP_014324.3	QNG15318.1
OG0002946	CBS138_protein	NP_014323.1	XP_448158.1
OG0002946	BG2_protein	NP_014323.1	QNG15319.1
OG0002947	CBS138_protein	NP_014322.1	XP_448159.1
OG0002947	BG2_protein	NP_014322.1	QNG15320.1
OG0002948	CBS138_protein	NP_014321.3	XP_448160.1
OG0002948	BG2_protein	NP_014321.3	QNG15321.1
OG0002949	BG2_protein	NP_011415.1	QNG15322.1
OG0002949	CBS138_protein	NP_011415.1	XP_448161.1
OG0002950	CBS138_protein	NP_011414.1	XP_448162.1
OG0002950	BG2_protein	NP_011414.1	QNG15323.1
OG0002951	BG2_protein	NP_011412.1	QNG15324.1
OG0002951	CBS138_protein	NP_011412.1	XP_448163.1
OG0002952	BG2_protein	NP_011410.1	QNG15325.1
OG0002952	CBS138_protein	NP_011410.1	XP_448164.1
OG0002953	CBS138_protein	NP_012831.1	XP_448165.1
OG0002953	BG2_protein	NP_012831.1	QNG15326.1
OG0002954	BG2_protein	NP_010731.3	QNG15328.1
OG0002954	CBS138_protein	NP_010731.3	XP_448167.1
OG0002955	CBS138_protein	NP_010728.1	XP_448169.1
OG0002955	BG2_protein	NP_010728.1	QNG15330.1
OG0002956	BG2_protein	NP_010727.1	QNG15332.1
OG0002956	CBS138_protein	NP_010727.1	XP_448171.1
OG0002957	CBS138_protein	NP_013695.2	XP_448172.1
OG0002957	BG2_protein	NP_013695.2	QNG15333.1
OG0002958	BG2_protein	NP_010725.3	QNG15334.1
OG0002958	CBS138_protein	NP_010725.3	XP_448173.1
OG0002959	BG2_protein	NP_011945.1	QNG15335.1
OG0002959	CBS138_protein	NP_011945.1	XP_448174.1
OG0002960	BG2_protein	NP_011944.2	QNG15336.1
OG0002960	CBS138_protein	NP_011944.2	XP_448175.1
OG0002961	BG2_protein	NP_011943.2	QNG15337.1
OG0002961	CBS138_protein	NP_011943.2	XP_448176.1
OG0002962	BG2_protein	NP_011942.1	QNG15339.1
OG0002962	CBS138_protein	NP_011942.1	XP_448178.1
OG0002963	CBS138_protein	NP_011941.1	XP_448179.1
OG0002963	BG2_protein	NP_011941.1	QNG15340.1
OG0002964	BG2_protein	NP_011940.1	QNG15341.1
OG0002964	CBS138_protein	NP_011940.1	XP_448180.1
OG0002965	BG2_protein	NP_058135.1	QNG15342.1
OG0002965	CBS138_protein	NP_058135.1	XP_448181.1
OG0002966	CBS138_protein	NP_011939.2	XP_448182.1
OG0002966	BG2_protein	NP_011939.2	QNG15343.1
OG0002967	CBS138_protein	NP_011938.1	XP_448183.1
OG0002967	BG2_protein	NP_011938.1	QNG15344.1
OG0002968	BG2_protein	NP_011934.1	QNG15345.1
OG0002968	CBS138_protein	NP_011934.1	XP_448184.1
OG0002969	CBS138_protein	NP_011932.2	XP_448186.1
OG0002969	BG2_protein	NP_011932.2	QNG15347.1
OG0002970	CBS138_protein	NP_010597.3	XP_448187.1
OG0002970	BG2_protein	NP_010597.3	QNG15348.1
OG0002971	BG2_protein	NP_010596.1	QNG15349.1
OG0002971	CBS138_protein	NP_010596.1	XP_448188.1
OG0002972	BG2_protein	NP_010595.1	QNG15350.1
OG0002972	CBS138_protein	NP_010595.1	XP_448189.1
OG0002973	CBS138_protein	NP_015125.1	XP_448190.1
OG0002973	BG2_protein	NP_015125.1	QNG15351.1
OG0002974	BG2_protein	NP_010594.3	QNG15352.1
OG0002974	CBS138_protein	NP_010594.3	XP_448191.1
OG0002975	CBS138_protein	NP_010593.3	XP_448192.1
OG0002975	BG2_protein	NP_010593.3	QNG15353.1
OG0002976	CBS138_protein	NP_013102.1	XP_448193.1
OG0002976	BG2_protein	NP_013102.1	QNG15354.1
OG0002977	BG2_protein	NP_012536.2	QNG15356.1
OG0002977	CBS138_protein	NP_012536.2	XP_448195.1
OG0002978	CBS138_protein	NP_014224.2	XP_448197.1
OG0002978	BG2_protein	NP_014224.2	QNG15358.1
OG0002979	CBS138_protein	NP_014223.2	XP_448198.1
OG0002979	BG2_protein	NP_014223.2	QNG15359.1
OG0002980	CBS138_protein	NP_014222.2	XP_448199.1
OG0002980	BG2_protein	NP_014222.2	QNG15360.1
OG0002981	CBS138_protein	NP_014221.3	XP_448200.1
OG0002981	BG2_protein	NP_014221.3	QNG15361.1
OG0002982	BG2_protein	NP_014219.1	QNG15362.1
OG0002982	CBS138_protein	NP_014219.1	XP_448201.1
OG0002983	CBS138_protein	NP_014218.2	XP_448202.1
OG0002983	BG2_protein	NP_014218.2	QNG15363.1
OG0002984	CBS138_protein	NP_014217.1	XP_448203.1
OG0002984	BG2_protein	NP_014217.1	QNG15364.1
OG0002985	BG2_protein	NP_014216.1	QNG15365.1
OG0002985	CBS138_protein	NP_014216.1	XP_448204.1
OG0002986	CBS138_protein	NP_014214.1	XP_448205.1
OG0002986	BG2_protein	NP_014214.1	QNG15366.1
OG0002987	CBS138_protein	NP_014213.2	XP_448206.1
OG0002987	BG2_protein	NP_014213.2	QNG15367.1
OG0002988	CBS138_protein	NP_014212.1	XP_448208.1
OG0002988	BG2_protein	NP_014212.1	QNG15369.1
OG0002989	CBS138_protein	NP_014210.1	XP_448210.1
OG0002989	BG2_protein	NP_014210.1	QNG15371.1
